stream,src,dst,size,period,deadline,jitter
108,8,[36],364,1000000,650000,0
109,9,[37],404,1000000,630000,0
110,10,[38],244,1000000,600000,0
111,11,[39],284,1000000,620000,0
112,12,[40],324,1000000,640000,0
113,13,[41],364,1000000,650000,0
114,14,[42],404,1000000,630000,0
115,15,[43],244,1000000,600000,0
116,16,[44],284,1000000,620000,0
117,17,[45],324,1000000,640000,0
118,18,[46],364,1000000,650000,0
119,19,[47],404,1000000,630000,0
120,20,[48],244,1000000,600000,0
121,21,[49],284,1000000,620000,0
122,22,[0],324,1000000,640000,0
123,23,[1],364,1000000,650000,0
124,24,[2],404,1000000,630000,0
125,25,[3],244,1000000,600000,0
126,26,[4],284,1000000,620000,0
127,27,[5],324,1000000,640000,0
128,28,[6],364,1000000,650000,0
129,29,[7],404,1000000,630000,0
130,30,[8],244,1000000,600000,0
131,31,[9],284,1000000,620000,0
132,32,[10],324,1000000,640000,0
133,33,[11],364,1000000,650000,0
134,34,[12],404,1000000,630000,0
135,35,[13],244,1000000,600000,0
136,36,[14],284,1000000,620000,0
137,37,[15],324,1000000,640000,0
138,38,[16],364,1000000,650000,0
139,39,[17],404,1000000,630000,0
140,40,[18],244,1000000,600000,0
141,41,[19],284,1000000,620000,0
142,42,[20],324,1000000,640000,0
143,43,[21],364,1000000,650000,0
144,44,[22],404,1000000,630000,0
145,45,[23],244,1000000,600000,0
146,46,[24],284,1000000,620000,0
147,47,[25],324,1000000,640000,0
148,48,[26],364,1000000,650000,0
149,49,[27],404,1000000,630000,0
150,0,[29],244,1000000,600000,0
151,1,[30],284,1000000,620000,0
152,2,[31],324,1000000,640000,0
153,3,[32],364,1000000,650000,0
154,4,[33],404,1000000,630000,0
155,5,[34],244,1000000,600000,0
156,6,[35],284,1000000,620000,0
157,7,[36],324,1000000,640000,0
158,8,[37],364,1000000,650000,0
159,9,[38],404,1000000,630000,0
160,10,[39],244,1000000,600000,0
161,11,[40],284,1000000,620000,0
162,12,[41],324,1000000,640000,0
163,13,[42],364,1000000,650000,0
164,14,[43],404,1000000,630000,0
165,15,[44],244,1000000,600000,0
166,16,[45],284,1000000,620000,0
167,17,[46],324,1000000,640000,0
168,18,[47],364,1000000,650000,0
169,19,[48],404,1000000,630000,0
170,20,[49],244,1000000,600000,0
171,21,[0],284,1000000,620000,0
172,22,[1],324,1000000,640000,0
173,23,[2],364,1000000,650000,0
174,24,[3],404,1000000,630000,0
175,25,[4],244,1000000,600000,0
176,26,[5],284,1000000,620000,0
177,27,[6],324,1000000,640000,0
178,28,[7],364,1000000,650000,0
179,29,[8],404,1000000,630000,0
180,30,[9],244,1000000,600000,0
181,31,[10],284,1000000,620000,0
182,32,[11],324,1000000,640000,0
183,33,[12],364,1000000,650000,0
184,34,[13],404,1000000,630000,0
185,35,[14],244,1000000,600000,0
186,36,[15],284,1000000,620000,0
187,37,[16],324,1000000,640000,0
188,38,[17],364,1000000,650000,0
189,39,[18],404,1000000,630000,0
190,40,[19],244,1000000,600000,0
191,41,[20],284,1000000,620000,0
192,42,[21],324,1000000,640000,0
193,43,[22],364,1000000,650000,0
194,44,[23],404,1000000,630000,0
195,45,[24],244,1000000,600000,0
196,46,[25],284,1000000,620000,0
197,47,[26],324,1000000,640000,0
198,48,[27],364,1000000,650000,0
199,49,[28],404,1000000,630000,0
200,0,[30],244,1000000,600000,0
201,1,[31],284,1000000,620000,0
202,2,[32],324,1000000,640000,0
203,3,[33],364,1000000,650000,0
204,4,[34],404,1000000,630000,0
205,5,[35],244,1000000,600000,0
206,6,[36],284,1000000,620000,0
207,7,[37],324,1000000,640000,0
208,8,[38],364,1000000,650000,0
209,9,[39],404,1000000,630000,0
210,10,[40],244,1000000,600000,0
211,11,[41],284,1000000,620000,0
212,12,[42],324,1000000,640000,0
213,13,[43],364,1000000,650000,0
214,14,[44],404,1000000,630000,0
215,15,[45],244,1000000,600000,0
216,16,[46],284,1000000,620000,0
217,17,[47],324,1000000,640000,0
218,18,[48],364,1000000,650000,0
219,19,[49],404,1000000,630000,0
220,20,[0],244,1000000,600000,0
221,21,[1],284,1000000,620000,0
222,22,[2],324,1000000,640000,0
223,23,[3],364,1000000,650000,0
224,24,[4],404,1000000,630000,0
225,25,[5],244,1000000,600000,0
226,26,[6],284,1000000,620000,0
227,27,[7],324,1000000,640000,0
228,28,[8],364,1000000,650000,0
229,29,[9],404,1000000,630000,0
230,30,[10],244,1000000,600000,0
231,31,[11],284,1000000,620000,0
232,32,[12],324,1000000,640000,0
233,33,[13],364,1000000,650000,0
234,34,[14],404,1000000,630000,0
235,35,[15],244,1000000,600000,0
236,36,[16],284,1000000,620000,0
237,37,[17],324,1000000,640000,0
238,38,[18],364,1000000,650000,0
239,39,[19],404,1000000,630000,0
240,40,[20],244,1000000,600000,0
241,41,[21],284,1000000,620000,0
242,42,[22],324,1000000,640000,0
243,43,[23],364,1000000,650000,0
244,44,[24],404,1000000,630000,0
245,45,[25],244,1000000,600000,0
246,46,[26],284,1000000,620000,0
247,47,[27],324,1000000,640000,0
248,48,[28],364,1000000,650000,0
249,49,[29],404,1000000,630000,0
