LOWEST_ID_completion,LOWEST_TRAFFIC_completion,LOW_PERIOD_completion,SOURCE_NODE_completion,always_HNF,baseline_HNF_rescued_by_other_policy,baseline_success_regressed_under_other_policy,flow_id,flow_kind,frame_size,period_ns,scenario,source,success_policy_count
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C04_M01_A4_C04_M01,ControlCommand,64,500000,M_RING,PLC_C04_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C04_M02_A1_C04_M02,ControlCommand,64,500000,M_RING,PLC_C04_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C04_M02_A2_C04_M02,ControlCommand,64,500000,M_RING,PLC_C04_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C04_M02_A3_C04_M02,ControlCommand,64,500000,M_RING,PLC_C04_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C04_M02_A4_C04_M02,ControlCommand,64,500000,M_RING,PLC_C04_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C04_M03_A1_C04_M03,ControlCommand,64,500000,M_RING,PLC_C04_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C04_M03_A2_C04_M03,ControlCommand,64,500000,M_RING,PLC_C04_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C04_M03_A3_C04_M03,ControlCommand,64,500000,M_RING,PLC_C04_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C04_M03_A4_C04_M03,ControlCommand,64,500000,M_RING,PLC_C04_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C05_M01_A1_C05_M01,ControlCommand,64,500000,M_RING,PLC_C05_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C05_M01_A2_C05_M01,ControlCommand,64,500000,M_RING,PLC_C05_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C05_M01_A3_C05_M01,ControlCommand,64,500000,M_RING,PLC_C05_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C05_M01_A4_C05_M01,ControlCommand,64,500000,M_RING,PLC_C05_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C05_M02_A1_C05_M02,ControlCommand,64,500000,M_RING,PLC_C05_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C05_M02_A2_C05_M02,ControlCommand,64,500000,M_RING,PLC_C05_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C05_M02_A3_C05_M02,ControlCommand,64,500000,M_RING,PLC_C05_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C05_M02_A4_C05_M02,ControlCommand,64,500000,M_RING,PLC_C05_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C05_M03_A1_C05_M03,ControlCommand,64,500000,M_RING,PLC_C05_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C05_M03_A2_C05_M03,ControlCommand,64,500000,M_RING,PLC_C05_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C05_M03_A3_C05_M03,ControlCommand,64,500000,M_RING,PLC_C05_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C05_M03_A4_C05_M03,ControlCommand,64,500000,M_RING,PLC_C05_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C06_M01_A1_C06_M01,ControlCommand,64,500000,M_RING,PLC_C06_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C06_M01_A2_C06_M01,ControlCommand,64,500000,M_RING,PLC_C06_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C06_M01_A3_C06_M01,ControlCommand,64,500000,M_RING,PLC_C06_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C06_M01_A4_C06_M01,ControlCommand,64,500000,M_RING,PLC_C06_M01,4
FULLY_SCHEDULED,ZERO_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,True,CMD_PLC_C06_M02_A1_C06_M02,ControlCommand,64,500000,M_RING,PLC_C06_M02,3
ZERO_SCHEDULED,FULLY_SCHEDULED,ZERO_SCHEDULED,ZERO_SCHEDULED,False,True,False,CMD_PLC_C06_M02_A2_C06_M02,ControlCommand,64,500000,M_RING,PLC_C06_M02,1
FULLY_SCHEDULED,ZERO_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,True,CMD_PLC_C06_M02_A3_C06_M02,ControlCommand,64,500000,M_RING,PLC_C06_M02,3
ZERO_SCHEDULED,FULLY_SCHEDULED,ZERO_SCHEDULED,ZERO_SCHEDULED,False,True,False,CMD_PLC_C06_M02_A4_C06_M02,ControlCommand,64,500000,M_RING,PLC_C06_M02,1
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C06_M03_A1_C06_M03,ControlCommand,64,500000,M_RING,PLC_C06_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C06_M03_A2_C06_M03,ControlCommand,64,500000,M_RING,PLC_C06_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C06_M03_A3_C06_M03,ControlCommand,64,500000,M_RING,PLC_C06_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C06_M03_A4_C06_M03,ControlCommand,64,500000,M_RING,PLC_C06_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C07_M01_A1_C07_M01,ControlCommand,64,500000,M_RING,PLC_C07_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C07_M01_A2_C07_M01,ControlCommand,64,500000,M_RING,PLC_C07_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C07_M01_A3_C07_M01,ControlCommand,64,500000,M_RING,PLC_C07_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C07_M01_A4_C07_M01,ControlCommand,64,500000,M_RING,PLC_C07_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C07_M02_A1_C07_M02,ControlCommand,64,500000,M_RING,PLC_C07_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C07_M02_A2_C07_M02,ControlCommand,64,500000,M_RING,PLC_C07_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C07_M02_A3_C07_M02,ControlCommand,64,500000,M_RING,PLC_C07_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C07_M02_A4_C07_M02,ControlCommand,64,500000,M_RING,PLC_C07_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C07_M03_A1_C07_M03,ControlCommand,64,500000,M_RING,PLC_C07_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C07_M03_A2_C07_M03,ControlCommand,64,500000,M_RING,PLC_C07_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C07_M03_A3_C07_M03,ControlCommand,64,500000,M_RING,PLC_C07_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C07_M03_A4_C07_M03,ControlCommand,64,500000,M_RING,PLC_C07_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C08_M01_A1_C08_M01,ControlCommand,64,500000,M_RING,PLC_C08_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C08_M01_A2_C08_M01,ControlCommand,64,500000,M_RING,PLC_C08_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C08_M01_A3_C08_M01,ControlCommand,64,500000,M_RING,PLC_C08_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C08_M01_A4_C08_M01,ControlCommand,64,500000,M_RING,PLC_C08_M01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C08_M02_A1_C08_M02,ControlCommand,64,500000,M_RING,PLC_C08_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C08_M02_A2_C08_M02,ControlCommand,64,500000,M_RING,PLC_C08_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C08_M02_A3_C08_M02,ControlCommand,64,500000,M_RING,PLC_C08_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C08_M02_A4_C08_M02,ControlCommand,64,500000,M_RING,PLC_C08_M02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C08_M03_A1_C08_M03,ControlCommand,64,500000,M_RING,PLC_C08_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C08_M03_A2_C08_M03,ControlCommand,64,500000,M_RING,PLC_C08_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C08_M03_A3_C08_M03,ControlCommand,64,500000,M_RING,PLC_C08_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,CMD_PLC_C08_M03_A4_C08_M03,ControlCommand,64,500000,M_RING,PLC_C08_M03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C01_PLC_C01_M01,MachineCoordination,256,4000000,M_RING,CC_C01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C01_PLC_C01_M02,MachineCoordination,256,4000000,M_RING,CC_C01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C01_PLC_C01_M03,MachineCoordination,256,4000000,M_RING,CC_C01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C02_PLC_C02_M01,MachineCoordination,256,4000000,M_RING,CC_C02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C02_PLC_C02_M02,MachineCoordination,256,4000000,M_RING,CC_C02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C02_PLC_C02_M03,MachineCoordination,256,4000000,M_RING,CC_C02,4
FULLY_SCHEDULED,ZERO_SCHEDULED,FULLY_SCHEDULED,ZERO_SCHEDULED,False,False,True,COORD_CC_C03_PLC_C03_M01,MachineCoordination,256,4000000,M_RING,CC_C03,2
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C03_PLC_C03_M02,MachineCoordination,256,4000000,M_RING,CC_C03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C03_PLC_C03_M03,MachineCoordination,256,4000000,M_RING,CC_C03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C04_PLC_C04_M01,MachineCoordination,256,4000000,M_RING,CC_C04,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C04_PLC_C04_M02,MachineCoordination,256,4000000,M_RING,CC_C04,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C04_PLC_C04_M03,MachineCoordination,256,4000000,M_RING,CC_C04,4
FULLY_SCHEDULED,ZERO_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,True,COORD_CC_C05_PLC_C05_M01,MachineCoordination,256,4000000,M_RING,CC_C05,3
ZERO_SCHEDULED,FULLY_SCHEDULED,ZERO_SCHEDULED,ZERO_SCHEDULED,False,True,False,COORD_CC_C05_PLC_C05_M02,MachineCoordination,256,4000000,M_RING,CC_C05,1
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C05_PLC_C05_M03,MachineCoordination,256,4000000,M_RING,CC_C05,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C06_PLC_C06_M01,MachineCoordination,256,4000000,M_RING,CC_C06,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C06_PLC_C06_M02,MachineCoordination,256,4000000,M_RING,CC_C06,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C06_PLC_C06_M03,MachineCoordination,256,4000000,M_RING,CC_C06,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C07_PLC_C07_M01,MachineCoordination,256,4000000,M_RING,CC_C07,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C07_PLC_C07_M02,MachineCoordination,256,4000000,M_RING,CC_C07,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C07_PLC_C07_M03,MachineCoordination,256,4000000,M_RING,CC_C07,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C08_PLC_C08_M01,MachineCoordination,256,4000000,M_RING,CC_C08,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C08_PLC_C08_M02,MachineCoordination,256,4000000,M_RING,CC_C08,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,COORD_CC_C08_PLC_C08_M03,MachineCoordination,256,4000000,M_RING,CC_C08,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,IC_NEXT_CC_C01,InterCellNext,512,8000000,M_RING,CC_C01,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,IC_NEXT_CC_C02,InterCellNext,512,8000000,M_RING,CC_C02,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,IC_NEXT_CC_C03,InterCellNext,512,8000000,M_RING,CC_C03,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,IC_NEXT_CC_C04,InterCellNext,512,8000000,M_RING,CC_C04,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,IC_NEXT_CC_C05,InterCellNext,512,8000000,M_RING,CC_C05,4
FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,FULLY_SCHEDULED,False,False,False,IC_NEXT_CC_C06,InterCellNext,512,8000000,M_RING,CC_C06,4
