deadline_ticks,destination,flow_id,flow_kind,frames_per_hypercycle,optimizer_input_excludes_topology,original_release_ticks,period_ticks,qualified,same_scale_grouping_pass,scale,scenario,source,source_egress,source_egress_link,topology,tx_ticks,upper_release_ticks
4000,A4_C01_M03,CMD_PLC_C01_M03_A4_C01_M03,ControlCommand,16,True,245,5000,True,True,M,M_RING,PLC_C01_M03,PLC_C01_M03,a_PLC_C01_M03_SW_C01_M03_CTRL,RING,11,1000
4000,A1_C02_M01,CMD_PLC_C02_M01_A1_C02_M01,ControlCommand,16,True,157,5000,True,True,M,M_RING,PLC_C02_M01,PLC_C02_M01,a_PLC_C02_M01_SW_C02_M01_CTRL,RING,11,1000
4000,A2_C02_M01,CMD_PLC_C02_M01_A2_C02_M01,ControlCommand,16,True,933,5000,True,True,M,M_RING,PLC_C02_M01,PLC_C02_M01,a_PLC_C02_M01_SW_C02_M01_CTRL,RING,11,1000
4000,A3_C02_M01,CMD_PLC_C02_M01_A3_C02_M01,ControlCommand,16,True,494,5000,True,True,M,M_RING,PLC_C02_M01,PLC_C02_M01,a_PLC_C02_M01_SW_C02_M01_CTRL,RING,11,1000
4000,A4_C02_M01,CMD_PLC_C02_M01_A4_C02_M01,ControlCommand,16,True,223,5000,True,True,M,M_RING,PLC_C02_M01,PLC_C02_M01,a_PLC_C02_M01_SW_C02_M01_CTRL,RING,11,1000
4000,A1_C02_M02,CMD_PLC_C02_M02_A1_C02_M02,ControlCommand,16,True,979,5000,True,True,M,M_RING,PLC_C02_M02,PLC_C02_M02,a_PLC_C02_M02_SW_C02_M02_CTRL,RING,11,1000
4000,A2_C02_M02,CMD_PLC_C02_M02_A2_C02_M02,ControlCommand,16,True,838,5000,True,True,M,M_RING,PLC_C02_M02,PLC_C02_M02,a_PLC_C02_M02_SW_C02_M02_CTRL,RING,11,1000
4000,A3_C02_M02,CMD_PLC_C02_M02_A3_C02_M02,ControlCommand,16,True,949,5000,True,True,M,M_RING,PLC_C02_M02,PLC_C02_M02,a_PLC_C02_M02_SW_C02_M02_CTRL,RING,11,1000
4000,A4_C02_M02,CMD_PLC_C02_M02_A4_C02_M02,ControlCommand,16,True,566,5000,True,True,M,M_RING,PLC_C02_M02,PLC_C02_M02,a_PLC_C02_M02_SW_C02_M02_CTRL,RING,11,1000
4000,A1_C02_M03,CMD_PLC_C02_M03_A1_C02_M03,ControlCommand,16,True,133,5000,True,True,M,M_RING,PLC_C02_M03,PLC_C02_M03,a_PLC_C02_M03_SW_C02_M03_CTRL,RING,11,1000
4000,A2_C02_M03,CMD_PLC_C02_M03_A2_C02_M03,ControlCommand,16,True,985,5000,True,True,M,M_RING,PLC_C02_M03,PLC_C02_M03,a_PLC_C02_M03_SW_C02_M03_CTRL,RING,11,1000
4000,A3_C02_M03,CMD_PLC_C02_M03_A3_C02_M03,ControlCommand,16,True,857,5000,True,True,M,M_RING,PLC_C02_M03,PLC_C02_M03,a_PLC_C02_M03_SW_C02_M03_CTRL,RING,11,1000
4000,A4_C02_M03,CMD_PLC_C02_M03_A4_C02_M03,ControlCommand,16,True,528,5000,True,True,M,M_RING,PLC_C02_M03,PLC_C02_M03,a_PLC_C02_M03_SW_C02_M03_CTRL,RING,11,1000
4000,A1_C03_M01,CMD_PLC_C03_M01_A1_C03_M01,ControlCommand,16,True,606,5000,True,True,M,M_RING,PLC_C03_M01,PLC_C03_M01,a_PLC_C03_M01_SW_C03_M01_CTRL,RING,11,1000
4000,A2_C03_M01,CMD_PLC_C03_M01_A2_C03_M01,ControlCommand,16,True,189,5000,True,True,M,M_RING,PLC_C03_M01,PLC_C03_M01,a_PLC_C03_M01_SW_C03_M01_CTRL,RING,11,1000
4000,A3_C03_M01,CMD_PLC_C03_M01_A3_C03_M01,ControlCommand,16,True,137,5000,True,True,M,M_RING,PLC_C03_M01,PLC_C03_M01,a_PLC_C03_M01_SW_C03_M01_CTRL,RING,11,1000
4000,A4_C03_M01,CMD_PLC_C03_M01_A4_C03_M01,ControlCommand,16,True,547,5000,True,True,M,M_RING,PLC_C03_M01,PLC_C03_M01,a_PLC_C03_M01_SW_C03_M01_CTRL,RING,11,1000
4000,A1_C03_M02,CMD_PLC_C03_M02_A1_C03_M02,ControlCommand,16,True,756,5000,True,True,M,M_RING,PLC_C03_M02,PLC_C03_M02,a_PLC_C03_M02_SW_C03_M02_CTRL,RING,11,1000
4000,A2_C03_M02,CMD_PLC_C03_M02_A2_C03_M02,ControlCommand,16,True,542,5000,True,True,M,M_RING,PLC_C03_M02,PLC_C03_M02,a_PLC_C03_M02_SW_C03_M02_CTRL,RING,11,1000
4000,A3_C03_M02,CMD_PLC_C03_M02_A3_C03_M02,ControlCommand,16,True,181,5000,True,True,M,M_RING,PLC_C03_M02,PLC_C03_M02,a_PLC_C03_M02_SW_C03_M02_CTRL,RING,11,1000
4000,A4_C03_M02,CMD_PLC_C03_M02_A4_C03_M02,ControlCommand,16,True,113,5000,True,True,M,M_RING,PLC_C03_M02,PLC_C03_M02,a_PLC_C03_M02_SW_C03_M02_CTRL,RING,11,1000
4000,A1_C03_M03,CMD_PLC_C03_M03_A1_C03_M03,ControlCommand,16,True,879,5000,True,True,M,M_RING,PLC_C03_M03,PLC_C03_M03,a_PLC_C03_M03_SW_C03_M03_CTRL,RING,11,1000
4000,A2_C03_M03,CMD_PLC_C03_M03_A2_C03_M03,ControlCommand,16,True,453,5000,True,True,M,M_RING,PLC_C03_M03,PLC_C03_M03,a_PLC_C03_M03_SW_C03_M03_CTRL,RING,11,1000
4000,A3_C03_M03,CMD_PLC_C03_M03_A3_C03_M03,ControlCommand,16,True,39,5000,True,True,M,M_RING,PLC_C03_M03,PLC_C03_M03,a_PLC_C03_M03_SW_C03_M03_CTRL,RING,11,1000
4000,A4_C03_M03,CMD_PLC_C03_M03_A4_C03_M03,ControlCommand,16,True,838,5000,True,True,M,M_RING,PLC_C03_M03,PLC_C03_M03,a_PLC_C03_M03_SW_C03_M03_CTRL,RING,11,1000
4000,A1_C04_M01,CMD_PLC_C04_M01_A1_C04_M01,ControlCommand,16,True,34,5000,True,True,M,M_RING,PLC_C04_M01,PLC_C04_M01,a_PLC_C04_M01_SW_C04_M01_CTRL,RING,11,1000
4000,A2_C04_M01,CMD_PLC_C04_M01_A2_C04_M01,ControlCommand,16,True,276,5000,True,True,M,M_RING,PLC_C04_M01,PLC_C04_M01,a_PLC_C04_M01_SW_C04_M01_CTRL,RING,11,1000
4000,A3_C04_M01,CMD_PLC_C04_M01_A3_C04_M01,ControlCommand,16,True,755,5000,True,True,M,M_RING,PLC_C04_M01,PLC_C04_M01,a_PLC_C04_M01_SW_C04_M01_CTRL,RING,11,1000
4000,A4_C04_M01,CMD_PLC_C04_M01_A4_C04_M01,ControlCommand,16,True,447,5000,True,True,M,M_RING,PLC_C04_M01,PLC_C04_M01,a_PLC_C04_M01_SW_C04_M01_CTRL,RING,11,1000
4000,A1_C04_M02,CMD_PLC_C04_M02_A1_C04_M02,ControlCommand,16,True,324,5000,True,True,M,M_RING,PLC_C04_M02,PLC_C04_M02,a_PLC_C04_M02_SW_C04_M02_CTRL,RING,11,1000
4000,A2_C04_M02,CMD_PLC_C04_M02_A2_C04_M02,ControlCommand,16,True,843,5000,True,True,M,M_RING,PLC_C04_M02,PLC_C04_M02,a_PLC_C04_M02_SW_C04_M02_CTRL,RING,11,1000
4000,A3_C04_M02,CMD_PLC_C04_M02_A3_C04_M02,ControlCommand,16,True,142,5000,True,True,M,M_RING,PLC_C04_M02,PLC_C04_M02,a_PLC_C04_M02_SW_C04_M02_CTRL,RING,11,1000
4000,A4_C04_M02,CMD_PLC_C04_M02_A4_C04_M02,ControlCommand,16,True,743,5000,True,True,M,M_RING,PLC_C04_M02,PLC_C04_M02,a_PLC_C04_M02_SW_C04_M02_CTRL,RING,11,1000
4000,A1_C04_M03,CMD_PLC_C04_M03_A1_C04_M03,ControlCommand,16,True,960,5000,True,True,M,M_RING,PLC_C04_M03,PLC_C04_M03,a_PLC_C04_M03_SW_C04_M03_CTRL,RING,11,1000
4000,A2_C04_M03,CMD_PLC_C04_M03_A2_C04_M03,ControlCommand,16,True,130,5000,True,True,M,M_RING,PLC_C04_M03,PLC_C04_M03,a_PLC_C04_M03_SW_C04_M03_CTRL,RING,11,1000
4000,A3_C04_M03,CMD_PLC_C04_M03_A3_C04_M03,ControlCommand,16,True,99,5000,True,True,M,M_RING,PLC_C04_M03,PLC_C04_M03,a_PLC_C04_M03_SW_C04_M03_CTRL,RING,11,1000
4000,A4_C04_M03,CMD_PLC_C04_M03_A4_C04_M03,ControlCommand,16,True,723,5000,True,True,M,M_RING,PLC_C04_M03,PLC_C04_M03,a_PLC_C04_M03_SW_C04_M03_CTRL,RING,11,1000
4000,A1_C05_M01,CMD_PLC_C05_M01_A1_C05_M01,ControlCommand,16,True,679,5000,True,True,M,M_RING,PLC_C05_M01,PLC_C05_M01,a_PLC_C05_M01_SW_C05_M01_CTRL,RING,11,1000
4000,A2_C05_M01,CMD_PLC_C05_M01_A2_C05_M01,ControlCommand,16,True,813,5000,True,True,M,M_RING,PLC_C05_M01,PLC_C05_M01,a_PLC_C05_M01_SW_C05_M01_CTRL,RING,11,1000
4000,A3_C05_M01,CMD_PLC_C05_M01_A3_C05_M01,ControlCommand,16,True,317,5000,True,True,M,M_RING,PLC_C05_M01,PLC_C05_M01,a_PLC_C05_M01_SW_C05_M01_CTRL,RING,11,1000
4000,A4_C05_M01,CMD_PLC_C05_M01_A4_C05_M01,ControlCommand,16,True,876,5000,True,True,M,M_RING,PLC_C05_M01,PLC_C05_M01,a_PLC_C05_M01_SW_C05_M01_CTRL,RING,11,1000
4000,A1_C05_M02,CMD_PLC_C05_M02_A1_C05_M02,ControlCommand,16,True,154,5000,True,True,M,M_RING,PLC_C05_M02,PLC_C05_M02,a_PLC_C05_M02_SW_C05_M02_CTRL,RING,11,1000
4000,A2_C05_M02,CMD_PLC_C05_M02_A2_C05_M02,ControlCommand,16,True,738,5000,True,True,M,M_RING,PLC_C05_M02,PLC_C05_M02,a_PLC_C05_M02_SW_C05_M02_CTRL,RING,11,1000
4000,A3_C05_M02,CMD_PLC_C05_M02_A3_C05_M02,ControlCommand,16,True,886,5000,True,True,M,M_RING,PLC_C05_M02,PLC_C05_M02,a_PLC_C05_M02_SW_C05_M02_CTRL,RING,11,1000
4000,A4_C05_M02,CMD_PLC_C05_M02_A4_C05_M02,ControlCommand,16,True,434,5000,True,True,M,M_RING,PLC_C05_M02,PLC_C05_M02,a_PLC_C05_M02_SW_C05_M02_CTRL,RING,11,1000
4000,A1_C05_M03,CMD_PLC_C05_M03_A1_C05_M03,ControlCommand,16,True,318,5000,True,True,M,M_RING,PLC_C05_M03,PLC_C05_M03,a_PLC_C05_M03_SW_C05_M03_CTRL,RING,11,1000
4000,A2_C05_M03,CMD_PLC_C05_M03_A2_C05_M03,ControlCommand,16,True,961,5000,True,True,M,M_RING,PLC_C05_M03,PLC_C05_M03,a_PLC_C05_M03_SW_C05_M03_CTRL,RING,11,1000
4000,A3_C05_M03,CMD_PLC_C05_M03_A3_C05_M03,ControlCommand,16,True,677,5000,True,True,M,M_RING,PLC_C05_M03,PLC_C05_M03,a_PLC_C05_M03_SW_C05_M03_CTRL,RING,11,1000
4000,A4_C05_M03,CMD_PLC_C05_M03_A4_C05_M03,ControlCommand,16,True,653,5000,True,True,M,M_RING,PLC_C05_M03,PLC_C05_M03,a_PLC_C05_M03_SW_C05_M03_CTRL,RING,11,1000
4000,A1_C06_M01,CMD_PLC_C06_M01_A1_C06_M01,ControlCommand,16,True,11,5000,True,True,M,M_RING,PLC_C06_M01,PLC_C06_M01,a_PLC_C06_M01_SW_C06_M01_CTRL,RING,11,1000
4000,A2_C06_M01,CMD_PLC_C06_M01_A2_C06_M01,ControlCommand,16,True,185,5000,True,True,M,M_RING,PLC_C06_M01,PLC_C06_M01,a_PLC_C06_M01_SW_C06_M01_CTRL,RING,11,1000
4000,A3_C06_M01,CMD_PLC_C06_M01_A3_C06_M01,ControlCommand,16,True,994,5000,True,True,M,M_RING,PLC_C06_M01,PLC_C06_M01,a_PLC_C06_M01_SW_C06_M01_CTRL,RING,11,1000
4000,A4_C06_M01,CMD_PLC_C06_M01_A4_C06_M01,ControlCommand,16,True,489,5000,True,True,M,M_RING,PLC_C06_M01,PLC_C06_M01,a_PLC_C06_M01_SW_C06_M01_CTRL,RING,11,1000
4000,A1_C06_M02,CMD_PLC_C06_M02_A1_C06_M02,ControlCommand,16,True,594,5000,True,True,M,M_RING,PLC_C06_M02,PLC_C06_M02,a_PLC_C06_M02_SW_C06_M02_CTRL,RING,11,1000
4000,A2_C06_M02,CMD_PLC_C06_M02_A2_C06_M02,ControlCommand,16,True,595,5000,True,True,M,M_RING,PLC_C06_M02,PLC_C06_M02,a_PLC_C06_M02_SW_C06_M02_CTRL,RING,11,1000
4000,A3_C06_M02,CMD_PLC_C06_M02_A3_C06_M02,ControlCommand,16,True,985,5000,True,True,M,M_RING,PLC_C06_M02,PLC_C06_M02,a_PLC_C06_M02_SW_C06_M02_CTRL,RING,11,1000
4000,A4_C06_M02,CMD_PLC_C06_M02_A4_C06_M02,ControlCommand,16,True,979,5000,True,True,M,M_RING,PLC_C06_M02,PLC_C06_M02,a_PLC_C06_M02_SW_C06_M02_CTRL,RING,11,1000
4000,A1_C06_M03,CMD_PLC_C06_M03_A1_C06_M03,ControlCommand,16,True,85,5000,True,True,M,M_RING,PLC_C06_M03,PLC_C06_M03,a_PLC_C06_M03_SW_C06_M03_CTRL,RING,11,1000
4000,A2_C06_M03,CMD_PLC_C06_M03_A2_C06_M03,ControlCommand,16,True,386,5000,True,True,M,M_RING,PLC_C06_M03,PLC_C06_M03,a_PLC_C06_M03_SW_C06_M03_CTRL,RING,11,1000
4000,A3_C06_M03,CMD_PLC_C06_M03_A3_C06_M03,ControlCommand,16,True,964,5000,True,True,M,M_RING,PLC_C06_M03,PLC_C06_M03,a_PLC_C06_M03_SW_C06_M03_CTRL,RING,11,1000
4000,A4_C06_M03,CMD_PLC_C06_M03_A4_C06_M03,ControlCommand,16,True,825,5000,True,True,M,M_RING,PLC_C06_M03,PLC_C06_M03,a_PLC_C06_M03_SW_C06_M03_CTRL,RING,11,1000
4000,A1_C07_M01,CMD_PLC_C07_M01_A1_C07_M01,ControlCommand,16,True,687,5000,True,True,M,M_RING,PLC_C07_M01,PLC_C07_M01,a_PLC_C07_M01_SW_C07_M01_CTRL,RING,11,1000
4000,A2_C07_M01,CMD_PLC_C07_M01_A2_C07_M01,ControlCommand,16,True,975,5000,True,True,M,M_RING,PLC_C07_M01,PLC_C07_M01,a_PLC_C07_M01_SW_C07_M01_CTRL,RING,11,1000
4000,A3_C07_M01,CMD_PLC_C07_M01_A3_C07_M01,ControlCommand,16,True,843,5000,True,True,M,M_RING,PLC_C07_M01,PLC_C07_M01,a_PLC_C07_M01_SW_C07_M01_CTRL,RING,11,1000
4000,A4_C07_M01,CMD_PLC_C07_M01_A4_C07_M01,ControlCommand,16,True,295,5000,True,True,M,M_RING,PLC_C07_M01,PLC_C07_M01,a_PLC_C07_M01_SW_C07_M01_CTRL,RING,11,1000
4000,A1_C07_M02,CMD_PLC_C07_M02_A1_C07_M02,ControlCommand,16,True,175,5000,True,True,M,M_RING,PLC_C07_M02,PLC_C07_M02,a_PLC_C07_M02_SW_C07_M02_CTRL,RING,11,1000
4000,A2_C07_M02,CMD_PLC_C07_M02_A2_C07_M02,ControlCommand,16,True,982,5000,True,True,M,M_RING,PLC_C07_M02,PLC_C07_M02,a_PLC_C07_M02_SW_C07_M02_CTRL,RING,11,1000
4000,A3_C07_M02,CMD_PLC_C07_M02_A3_C07_M02,ControlCommand,16,True,309,5000,True,True,M,M_RING,PLC_C07_M02,PLC_C07_M02,a_PLC_C07_M02_SW_C07_M02_CTRL,RING,11,1000
4000,A4_C07_M02,CMD_PLC_C07_M02_A4_C07_M02,ControlCommand,16,True,399,5000,True,True,M,M_RING,PLC_C07_M02,PLC_C07_M02,a_PLC_C07_M02_SW_C07_M02_CTRL,RING,11,1000
4000,A1_C07_M03,CMD_PLC_C07_M03_A1_C07_M03,ControlCommand,16,True,761,5000,True,True,M,M_RING,PLC_C07_M03,PLC_C07_M03,a_PLC_C07_M03_SW_C07_M03_CTRL,RING,11,1000
4000,A2_C07_M03,CMD_PLC_C07_M03_A2_C07_M03,ControlCommand,16,True,581,5000,True,True,M,M_RING,PLC_C07_M03,PLC_C07_M03,a_PLC_C07_M03_SW_C07_M03_CTRL,RING,11,1000
4000,A3_C07_M03,CMD_PLC_C07_M03_A3_C07_M03,ControlCommand,16,True,1,5000,True,True,M,M_RING,PLC_C07_M03,PLC_C07_M03,a_PLC_C07_M03_SW_C07_M03_CTRL,RING,11,1000
4000,A4_C07_M03,CMD_PLC_C07_M03_A4_C07_M03,ControlCommand,16,True,402,5000,True,True,M,M_RING,PLC_C07_M03,PLC_C07_M03,a_PLC_C07_M03_SW_C07_M03_CTRL,RING,11,1000
4000,A1_C08_M01,CMD_PLC_C08_M01_A1_C08_M01,ControlCommand,16,True,579,5000,True,True,M,M_RING,PLC_C08_M01,PLC_C08_M01,a_PLC_C08_M01_SW_C08_M01_CTRL,RING,11,1000
4000,A2_C08_M01,CMD_PLC_C08_M01_A2_C08_M01,ControlCommand,16,True,248,5000,True,True,M,M_RING,PLC_C08_M01,PLC_C08_M01,a_PLC_C08_M01_SW_C08_M01_CTRL,RING,11,1000
4000,A3_C08_M01,CMD_PLC_C08_M01_A3_C08_M01,ControlCommand,16,True,922,5000,True,True,M,M_RING,PLC_C08_M01,PLC_C08_M01,a_PLC_C08_M01_SW_C08_M01_CTRL,RING,11,1000
4000,A4_C08_M01,CMD_PLC_C08_M01_A4_C08_M01,ControlCommand,16,True,372,5000,True,True,M,M_RING,PLC_C08_M01,PLC_C08_M01,a_PLC_C08_M01_SW_C08_M01_CTRL,RING,11,1000
4000,A1_C08_M02,CMD_PLC_C08_M02_A1_C08_M02,ControlCommand,16,True,911,5000,True,True,M,M_RING,PLC_C08_M02,PLC_C08_M02,a_PLC_C08_M02_SW_C08_M02_CTRL,RING,11,1000
4000,A2_C08_M02,CMD_PLC_C08_M02_A2_C08_M02,ControlCommand,16,True,153,5000,True,True,M,M_RING,PLC_C08_M02,PLC_C08_M02,a_PLC_C08_M02_SW_C08_M02_CTRL,RING,11,1000
4000,A3_C08_M02,CMD_PLC_C08_M02_A3_C08_M02,ControlCommand,16,True,704,5000,True,True,M,M_RING,PLC_C08_M02,PLC_C08_M02,a_PLC_C08_M02_SW_C08_M02_CTRL,RING,11,1000
4000,A4_C08_M02,CMD_PLC_C08_M02_A4_C08_M02,ControlCommand,16,True,535,5000,True,True,M,M_RING,PLC_C08_M02,PLC_C08_M02,a_PLC_C08_M02_SW_C08_M02_CTRL,RING,11,1000
4000,A1_C08_M03,CMD_PLC_C08_M03_A1_C08_M03,ControlCommand,16,True,300,5000,True,True,M,M_RING,PLC_C08_M03,PLC_C08_M03,a_PLC_C08_M03_SW_C08_M03_CTRL,RING,11,1000
4000,A2_C08_M03,CMD_PLC_C08_M03_A2_C08_M03,ControlCommand,16,True,30,5000,True,True,M,M_RING,PLC_C08_M03,PLC_C08_M03,a_PLC_C08_M03_SW_C08_M03_CTRL,RING,11,1000
4000,A3_C08_M03,CMD_PLC_C08_M03_A3_C08_M03,ControlCommand,16,True,330,5000,True,True,M,M_RING,PLC_C08_M03,PLC_C08_M03,a_PLC_C08_M03_SW_C08_M03_CTRL,RING,11,1000
4000,A4_C08_M03,CMD_PLC_C08_M03_A4_C08_M03,ControlCommand,16,True,847,5000,True,True,M,M_RING,PLC_C08_M03,PLC_C08_M03,a_PLC_C08_M03_SW_C08_M03_CTRL,RING,11,1000
30000,PLC_C01_M01,COORD_CC_C01_PLC_C01_M01,MachineCoordination,2,True,908,40000,True,True,M,M_RING,CC_C01,CC_C01,a_CC_C01_SW_C01_CC,RING,26,8000
30000,PLC_C01_M02,COORD_CC_C01_PLC_C01_M02,MachineCoordination,2,True,427,40000,True,True,M,M_RING,CC_C01,CC_C01,a_CC_C01_SW_C01_CC,RING,26,8000
30000,PLC_C01_M03,COORD_CC_C01_PLC_C01_M03,MachineCoordination,2,True,2569,40000,True,True,M,M_RING,CC_C01,CC_C01,a_CC_C01_SW_C01_CC,RING,26,8000
30000,PLC_C02_M01,COORD_CC_C02_PLC_C02_M01,MachineCoordination,2,True,3177,40000,True,True,M,M_RING,CC_C02,CC_C02,a_CC_C02_SW_C02_CC,RING,26,8000
30000,PLC_C02_M02,COORD_CC_C02_PLC_C02_M02,MachineCoordination,2,True,3126,40000,True,True,M,M_RING,CC_C02,CC_C02,a_CC_C02_SW_C02_CC,RING,26,8000
30000,PLC_C02_M03,COORD_CC_C02_PLC_C02_M03,MachineCoordination,2,True,4531,40000,True,True,M,M_RING,CC_C02,CC_C02,a_CC_C02_SW_C02_CC,RING,26,8000
30000,PLC_C03_M01,COORD_CC_C03_PLC_C03_M01,MachineCoordination,2,True,6518,40000,True,True,M,M_RING,CC_C03,CC_C03,a_CC_C03_SW_C03_CC,RING,26,8000
30000,PLC_C03_M02,COORD_CC_C03_PLC_C03_M02,MachineCoordination,2,True,2158,40000,True,True,M,M_RING,CC_C03,CC_C03,a_CC_C03_SW_C03_CC,RING,26,8000
30000,PLC_C03_M03,COORD_CC_C03_PLC_C03_M03,MachineCoordination,2,True,6652,40000,True,True,M,M_RING,CC_C03,CC_C03,a_CC_C03_SW_C03_CC,RING,26,8000
30000,PLC_C04_M01,COORD_CC_C04_PLC_C04_M01,MachineCoordination,2,True,945,40000,True,True,M,M_RING,CC_C04,CC_C04,a_CC_C04_SW_C04_CC,RING,26,8000
30000,PLC_C04_M02,COORD_CC_C04_PLC_C04_M02,MachineCoordination,2,True,2224,40000,True,True,M,M_RING,CC_C04,CC_C04,a_CC_C04_SW_C04_CC,RING,26,8000
30000,PLC_C04_M03,COORD_CC_C04_PLC_C04_M03,MachineCoordination,2,True,1397,40000,True,True,M,M_RING,CC_C04,CC_C04,a_CC_C04_SW_C04_CC,RING,26,8000
30000,PLC_C05_M01,COORD_CC_C05_PLC_C05_M01,MachineCoordination,2,True,7603,40000,True,True,M,M_RING,CC_C05,CC_C05,a_CC_C05_SW_C05_CC,RING,26,8000
30000,PLC_C05_M02,COORD_CC_C05_PLC_C05_M02,MachineCoordination,2,True,7608,40000,True,True,M,M_RING,CC_C05,CC_C05,a_CC_C05_SW_C05_CC,RING,26,8000
30000,PLC_C05_M03,COORD_CC_C05_PLC_C05_M03,MachineCoordination,2,True,4229,40000,True,True,M,M_RING,CC_C05,CC_C05,a_CC_C05_SW_C05_CC,RING,26,8000
30000,PLC_C06_M01,COORD_CC_C06_PLC_C06_M01,MachineCoordination,2,True,7838,40000,True,True,M,M_RING,CC_C06,CC_C06,a_CC_C06_SW_C06_CC,RING,26,8000
30000,PLC_C06_M02,COORD_CC_C06_PLC_C06_M02,MachineCoordination,2,True,1006,40000,True,True,M,M_RING,CC_C06,CC_C06,a_CC_C06_SW_C06_CC,RING,26,8000
30000,PLC_C06_M03,COORD_CC_C06_PLC_C06_M03,MachineCoordination,2,True,7395,40000,True,True,M,M_RING,CC_C06,CC_C06,a_CC_C06_SW_C06_CC,RING,26,8000
30000,PLC_C07_M01,COORD_CC_C07_PLC_C07_M01,MachineCoordination,2,True,455,40000,True,True,M,M_RING,CC_C07,CC_C07,a_CC_C07_SW_C07_CC,RING,26,8000
30000,PLC_C07_M02,COORD_CC_C07_PLC_C07_M02,MachineCoordination,2,True,2480,40000,True,True,M,M_RING,CC_C07,CC_C07,a_CC_C07_SW_C07_CC,RING,26,8000
30000,PLC_C07_M03,COORD_CC_C07_PLC_C07_M03,MachineCoordination,2,True,3959,40000,True,True,M,M_RING,CC_C07,CC_C07,a_CC_C07_SW_C07_CC,RING,26,8000
30000,PLC_C08_M01,COORD_CC_C08_PLC_C08_M01,MachineCoordination,2,True,2522,40000,True,True,M,M_RING,CC_C08,CC_C08,a_CC_C08_SW_C08_CC,RING,26,8000
30000,PLC_C08_M02,COORD_CC_C08_PLC_C08_M02,MachineCoordination,2,True,5725,40000,True,True,M,M_RING,CC_C08,CC_C08,a_CC_C08_SW_C08_CC,RING,26,8000
30000,PLC_C08_M03,COORD_CC_C08_PLC_C08_M03,MachineCoordination,2,True,865,40000,True,True,M,M_RING,CC_C08,CC_C08,a_CC_C08_SW_C08_CC,RING,26,8000
60000,CC_C02,IC_NEXT_CC_C01,InterCellNext,1,True,4715,80000,True,True,M,M_RING,CC_C01,CC_C01,a_CC_C01_SW_C01_CC,RING,47,16000
60000,CC_C03,IC_NEXT_CC_C02,InterCellNext,1,True,3301,80000,True,True,M,M_RING,CC_C02,CC_C02,a_CC_C02_SW_C02_CC,RING,47,16000
