link,q_num,rate,t_proc,t_prop
"(96, 98)",8,1,0,0
"(98, 96)",8,1,0,0
"(97, 98)",8,1,0,0
"(98, 97)",8,1,0,0
"(97, 99)",8,1,0,0
"(99, 97)",8,1,0,0
"(98, 99)",8,1,0,0
"(99, 98)",8,1,0,0
"(98, 100)",8,1,0,0
"(100, 98)",8,1,0,0
"(99, 100)",8,1,0,0
"(100, 99)",8,1,0,0
"(99, 101)",8,1,0,0
"(101, 99)",8,1,0,0
"(100, 101)",8,1,0,0
"(101, 100)",8,1,0,0
"(100, 102)",8,1,0,0
"(102, 100)",8,1,0,0
"(101, 102)",8,1,0,0
"(102, 101)",8,1,0,0
"(101, 103)",8,1,0,0
"(103, 101)",8,1,0,0
"(102, 103)",8,1,0,0
"(103, 102)",8,1,0,0
"(102, 104)",8,1,0,0
"(104, 102)",8,1,0,0
"(103, 104)",8,1,0,0
"(104, 103)",8,1,0,0
"(103, 105)",8,1,0,0
"(105, 103)",8,1,0,0
"(104, 105)",8,1,0,0
"(105, 104)",8,1,0,0
"(104, 106)",8,1,0,0
"(106, 104)",8,1,0,0
"(105, 106)",8,1,0,0
"(106, 105)",8,1,0,0
"(105, 107)",8,1,0,0
"(107, 105)",8,1,0,0
"(106, 107)",8,1,0,0
"(107, 106)",8,1,0,0
"(106, 108)",8,1,0,0
"(108, 106)",8,1,0,0
"(107, 108)",8,1,0,0
"(108, 107)",8,1,0,0
"(107, 109)",8,1,0,0
"(109, 107)",8,1,0,0
"(108, 109)",8,1,0,0
"(109, 108)",8,1,0,0
"(108, 110)",8,1,0,0
"(110, 108)",8,1,0,0
"(109, 110)",8,1,0,0
"(110, 109)",8,1,0,0
"(109, 111)",8,1,0,0
"(111, 109)",8,1,0,0
"(110, 111)",8,1,0,0
"(111, 110)",8,1,0,0
"(110, 112)",8,1,0,0
"(112, 110)",8,1,0,0
"(111, 112)",8,1,0,0
"(112, 111)",8,1,0,0
"(111, 113)",8,1,0,0
"(113, 111)",8,1,0,0
"(112, 113)",8,1,0,0
"(113, 112)",8,1,0,0
"(112, 114)",8,1,0,0
"(114, 112)",8,1,0,0
"(113, 114)",8,1,0,0
"(114, 113)",8,1,0,0
"(113, 115)",8,1,0,0
"(115, 113)",8,1,0,0
"(114, 115)",8,1,0,0
"(115, 114)",8,1,0,0
"(114, 116)",8,1,0,0
"(116, 114)",8,1,0,0
"(115, 116)",8,1,0,0
"(116, 115)",8,1,0,0
"(115, 117)",8,1,0,0
"(117, 115)",8,1,0,0
"(116, 117)",8,1,0,0
"(117, 116)",8,1,0,0
"(116, 118)",8,1,0,0
"(118, 116)",8,1,0,0
"(117, 118)",8,1,0,0
"(118, 117)",8,1,0,0
"(117, 119)",8,1,0,0
"(119, 117)",8,1,0,0
"(118, 119)",8,1,0,0
"(119, 118)",8,1,0,0
"(118, 120)",8,1,0,0
"(120, 118)",8,1,0,0
"(119, 120)",8,1,0,0
"(120, 119)",8,1,0,0
"(119, 121)",8,1,0,0
"(121, 119)",8,1,0,0
"(120, 121)",8,1,0,0
"(121, 120)",8,1,0,0
"(120, 122)",8,1,0,0
"(122, 120)",8,1,0,0
"(121, 122)",8,1,0,0
"(122, 121)",8,1,0,0
"(121, 123)",8,1,0,0
"(123, 121)",8,1,0,0
"(122, 123)",8,1,0,0
"(123, 122)",8,1,0,0
"(122, 124)",8,1,0,0
"(124, 122)",8,1,0,0
"(123, 124)",8,1,0,0
"(124, 123)",8,1,0,0
"(123, 125)",8,1,0,0
"(125, 123)",8,1,0,0
"(124, 125)",8,1,0,0
"(125, 124)",8,1,0,0
"(124, 126)",8,1,0,0
"(126, 124)",8,1,0,0
"(125, 126)",8,1,0,0
"(126, 125)",8,1,0,0
"(125, 127)",8,1,0,0
"(127, 125)",8,1,0,0
"(126, 127)",8,1,0,0
"(127, 126)",8,1,0,0
"(126, 128)",8,1,0,0
"(128, 126)",8,1,0,0
"(127, 128)",8,1,0,0
"(128, 127)",8,1,0,0
"(127, 129)",8,1,0,0
"(129, 127)",8,1,0,0
"(128, 129)",8,1,0,0
"(129, 128)",8,1,0,0
"(128, 130)",8,1,0,0
"(130, 128)",8,1,0,0
"(129, 130)",8,1,0,0
"(130, 129)",8,1,0,0
"(129, 131)",8,1,0,0
"(131, 129)",8,1,0,0
"(130, 131)",8,1,0,0
"(131, 130)",8,1,0,0
"(130, 132)",8,1,0,0
"(132, 130)",8,1,0,0
"(131, 132)",8,1,0,0
"(132, 131)",8,1,0,0
"(131, 133)",8,1,0,0
"(133, 131)",8,1,0,0
"(132, 133)",8,1,0,0
"(133, 132)",8,1,0,0
"(132, 134)",8,1,0,0
"(134, 132)",8,1,0,0
"(133, 134)",8,1,0,0
"(134, 133)",8,1,0,0
"(133, 135)",8,1,0,0
"(135, 133)",8,1,0,0
"(134, 135)",8,1,0,0
"(135, 134)",8,1,0,0
"(134, 136)",8,1,0,0
"(136, 134)",8,1,0,0
"(135, 136)",8,1,0,0
"(136, 135)",8,1,0,0
"(135, 137)",8,1,0,0
"(137, 135)",8,1,0,0
"(136, 137)",8,1,0,0
"(137, 136)",8,1,0,0
"(136, 138)",8,1,0,0
"(138, 136)",8,1,0,0
"(137, 138)",8,1,0,0
"(138, 137)",8,1,0,0
"(137, 139)",8,1,0,0
"(139, 137)",8,1,0,0
"(138, 139)",8,1,0,0
"(139, 138)",8,1,0,0
"(138, 140)",8,1,0,0
"(140, 138)",8,1,0,0
"(139, 140)",8,1,0,0
"(140, 139)",8,1,0,0
"(139, 141)",8,1,0,0
"(141, 139)",8,1,0,0
"(140, 141)",8,1,0,0
"(141, 140)",8,1,0,0
"(140, 142)",8,1,0,0
"(142, 140)",8,1,0,0
"(141, 142)",8,1,0,0
"(142, 141)",8,1,0,0
"(141, 143)",8,1,0,0
"(143, 141)",8,1,0,0
"(142, 143)",8,1,0,0
"(143, 142)",8,1,0,0
"(142, 144)",8,1,0,0
"(144, 142)",8,1,0,0
"(143, 144)",8,1,0,0
"(144, 143)",8,1,0,0
"(143, 145)",8,1,0,0
"(145, 143)",8,1,0,0
"(144, 145)",8,1,0,0
"(145, 144)",8,1,0,0
"(144, 146)",8,1,0,0
"(146, 144)",8,1,0,0
"(145, 146)",8,1,0,0
"(146, 145)",8,1,0,0
"(145, 147)",8,1,0,0
"(147, 145)",8,1,0,0
"(146, 147)",8,1,0,0
"(147, 146)",8,1,0,0
"(146, 148)",8,1,0,0
"(148, 146)",8,1,0,0
"(147, 148)",8,1,0,0
"(148, 147)",8,1,0,0
"(147, 149)",8,1,0,0
"(149, 147)",8,1,0,0
"(148, 149)",8,1,0,0
"(149, 148)",8,1,0,0
