link,q_num,rate,t_proc,t_prop
"(150, 33)",8,1,0,0
"(34, 152)",8,1,0,0
"(152, 34)",8,1,0,0
"(35, 154)",8,1,0,0
"(154, 35)",8,1,0,0
"(36, 156)",8,1,0,0
"(156, 36)",8,1,0,0
"(37, 158)",8,1,0,0
"(158, 37)",8,1,0,0
"(38, 160)",8,1,0,0
"(160, 38)",8,1,0,0
"(39, 162)",8,1,0,0
"(162, 39)",8,1,0,0
"(40, 165)",8,1,0,0
"(165, 40)",8,1,0,0
"(41, 167)",8,1,0,0
"(167, 41)",8,1,0,0
"(42, 169)",8,1,0,0
"(169, 42)",8,1,0,0
"(43, 171)",8,1,0,0
"(171, 43)",8,1,0,0
"(44, 173)",8,1,0,0
"(173, 44)",8,1,0,0
"(45, 175)",8,1,0,0
"(175, 45)",8,1,0,0
"(46, 177)",8,1,0,0
"(177, 46)",8,1,0,0
"(47, 179)",8,1,0,0
"(179, 47)",8,1,0,0
"(48, 182)",8,1,0,0
"(182, 48)",8,1,0,0
"(49, 184)",8,1,0,0
"(184, 49)",8,1,0,0
"(50, 186)",8,1,0,0
"(186, 50)",8,1,0,0
"(51, 188)",8,1,0,0
"(188, 51)",8,1,0,0
"(52, 190)",8,1,0,0
"(190, 52)",8,1,0,0
"(53, 192)",8,1,0,0
"(192, 53)",8,1,0,0
"(54, 194)",8,1,0,0
"(194, 54)",8,1,0,0
"(55, 196)",8,1,0,0
"(196, 55)",8,1,0,0
"(56, 199)",8,1,0,0
"(199, 56)",8,1,0,0
"(57, 201)",8,1,0,0
"(201, 57)",8,1,0,0
"(58, 203)",8,1,0,0
"(203, 58)",8,1,0,0
"(59, 205)",8,1,0,0
"(205, 59)",8,1,0,0
"(60, 207)",8,1,0,0
"(207, 60)",8,1,0,0
"(61, 209)",8,1,0,0
"(209, 61)",8,1,0,0
"(62, 211)",8,1,0,0
"(211, 62)",8,1,0,0
"(63, 213)",8,1,0,0
"(213, 63)",8,1,0,0
"(64, 216)",8,1,0,0
"(216, 64)",8,1,0,0
"(65, 218)",8,1,0,0
"(218, 65)",8,1,0,0
"(66, 220)",8,1,0,0
"(220, 66)",8,1,0,0
"(67, 222)",8,1,0,0
"(222, 67)",8,1,0,0
"(68, 224)",8,1,0,0
"(224, 68)",8,1,0,0
"(69, 226)",8,1,0,0
"(226, 69)",8,1,0,0
"(70, 228)",8,1,0,0
"(228, 70)",8,1,0,0
"(71, 230)",8,1,0,0
"(230, 71)",8,1,0,0
"(72, 233)",8,1,0,0
"(233, 72)",8,1,0,0
"(73, 235)",8,1,0,0
"(235, 73)",8,1,0,0
"(74, 237)",8,1,0,0
"(237, 74)",8,1,0,0
"(75, 239)",8,1,0,0
"(239, 75)",8,1,0,0
"(76, 241)",8,1,0,0
"(241, 76)",8,1,0,0
"(77, 243)",8,1,0,0
"(243, 77)",8,1,0,0
"(78, 245)",8,1,0,0
"(245, 78)",8,1,0,0
"(79, 247)",8,1,0,0
"(247, 79)",8,1,0,0
"(80, 81)",8,1,0,0
"(81, 80)",8,1,0,0
"(80, 82)",8,1,0,0
"(82, 80)",8,1,0,0
"(80, 248)",8,1,0,0
"(248, 80)",8,1,0,0
"(80, 249)",8,1,0,0
"(249, 80)",8,1,0,0
"(81, 82)",8,1,0,0
"(82, 81)",8,1,0,0
"(81, 83)",8,1,0,0
"(83, 81)",8,1,0,0
"(81, 249)",8,1,0,0
"(249, 81)",8,1,0,0
"(82, 83)",8,1,0,0
"(83, 82)",8,1,0,0
"(82, 84)",8,1,0,0
"(84, 82)",8,1,0,0
"(83, 84)",8,1,0,0
"(84, 83)",8,1,0,0
"(83, 85)",8,1,0,0
"(85, 83)",8,1,0,0
"(84, 85)",8,1,0,0
"(85, 84)",8,1,0,0
"(84, 86)",8,1,0,0
"(86, 84)",8,1,0,0
"(85, 86)",8,1,0,0
"(86, 85)",8,1,0,0
"(85, 87)",8,1,0,0
"(87, 85)",8,1,0,0
"(86, 87)",8,1,0,0
"(87, 86)",8,1,0,0
"(86, 88)",8,1,0,0
"(88, 86)",8,1,0,0
"(87, 88)",8,1,0,0
"(88, 87)",8,1,0,0
"(87, 89)",8,1,0,0
"(89, 87)",8,1,0,0
"(88, 89)",8,1,0,0
"(89, 88)",8,1,0,0
"(88, 90)",8,1,0,0
"(90, 88)",8,1,0,0
"(89, 90)",8,1,0,0
"(90, 89)",8,1,0,0
"(89, 91)",8,1,0,0
"(91, 89)",8,1,0,0
"(90, 91)",8,1,0,0
"(91, 90)",8,1,0,0
"(90, 92)",8,1,0,0
"(92, 90)",8,1,0,0
"(91, 92)",8,1,0,0
"(92, 91)",8,1,0,0
"(91, 93)",8,1,0,0
"(93, 91)",8,1,0,0
"(92, 93)",8,1,0,0
"(93, 92)",8,1,0,0
"(92, 94)",8,1,0,0
"(94, 92)",8,1,0,0
"(93, 94)",8,1,0,0
"(94, 93)",8,1,0,0
"(93, 95)",8,1,0,0
"(95, 93)",8,1,0,0
"(94, 95)",8,1,0,0
"(95, 94)",8,1,0,0
"(94, 96)",8,1,0,0
"(96, 94)",8,1,0,0
"(95, 96)",8,1,0,0
"(96, 95)",8,1,0,0
"(95, 97)",8,1,0,0
"(97, 95)",8,1,0,0
"(96, 97)",8,1,0,0
"(97, 96)",8,1,0,0
"(96, 98)",8,1,0,0
"(98, 96)",8,1,0,0
"(97, 98)",8,1,0,0
"(98, 97)",8,1,0,0
"(97, 99)",8,1,0,0
"(99, 97)",8,1,0,0
"(98, 99)",8,1,0,0
"(99, 98)",8,1,0,0
"(98, 100)",8,1,0,0
"(100, 98)",8,1,0,0
"(99, 100)",8,1,0,0
"(100, 99)",8,1,0,0
"(99, 101)",8,1,0,0
"(101, 99)",8,1,0,0
"(100, 101)",8,1,0,0
"(101, 100)",8,1,0,0
"(100, 102)",8,1,0,0
"(102, 100)",8,1,0,0
"(101, 102)",8,1,0,0
"(102, 101)",8,1,0,0
"(101, 103)",8,1,0,0
"(103, 101)",8,1,0,0
"(102, 103)",8,1,0,0
"(103, 102)",8,1,0,0
"(102, 104)",8,1,0,0
"(104, 102)",8,1,0,0
"(103, 104)",8,1,0,0
"(104, 103)",8,1,0,0
"(103, 105)",8,1,0,0
"(105, 103)",8,1,0,0
"(104, 105)",8,1,0,0
"(105, 104)",8,1,0,0
"(104, 106)",8,1,0,0
"(106, 104)",8,1,0,0
"(105, 106)",8,1,0,0
"(106, 105)",8,1,0,0
"(105, 107)",8,1,0,0
"(107, 105)",8,1,0,0
"(106, 107)",8,1,0,0
"(107, 106)",8,1,0,0
"(106, 108)",8,1,0,0
"(108, 106)",8,1,0,0
"(107, 108)",8,1,0,0
"(108, 107)",8,1,0,0
"(107, 109)",8,1,0,0
"(109, 107)",8,1,0,0
"(108, 109)",8,1,0,0
"(109, 108)",8,1,0,0
"(108, 110)",8,1,0,0
"(110, 108)",8,1,0,0
"(109, 110)",8,1,0,0
"(110, 109)",8,1,0,0
"(109, 111)",8,1,0,0
"(111, 109)",8,1,0,0
"(110, 111)",8,1,0,0
"(111, 110)",8,1,0,0
"(110, 112)",8,1,0,0
"(112, 110)",8,1,0,0
"(111, 112)",8,1,0,0
"(112, 111)",8,1,0,0
"(111, 113)",8,1,0,0
"(113, 111)",8,1,0,0
"(112, 113)",8,1,0,0
"(113, 112)",8,1,0,0
"(112, 114)",8,1,0,0
"(114, 112)",8,1,0,0
"(113, 114)",8,1,0,0
"(114, 113)",8,1,0,0
"(113, 115)",8,1,0,0
"(115, 113)",8,1,0,0
"(114, 115)",8,1,0,0
"(115, 114)",8,1,0,0
"(114, 116)",8,1,0,0
"(116, 114)",8,1,0,0
"(115, 116)",8,1,0,0
"(116, 115)",8,1,0,0
"(115, 117)",8,1,0,0
"(117, 115)",8,1,0,0
"(116, 117)",8,1,0,0
"(117, 116)",8,1,0,0
"(116, 118)",8,1,0,0
"(118, 116)",8,1,0,0
"(117, 118)",8,1,0,0
"(118, 117)",8,1,0,0
"(117, 119)",8,1,0,0
"(119, 117)",8,1,0,0
"(118, 119)",8,1,0,0
"(119, 118)",8,1,0,0
"(118, 120)",8,1,0,0
"(120, 118)",8,1,0,0
"(119, 120)",8,1,0,0
"(120, 119)",8,1,0,0
"(119, 121)",8,1,0,0
"(121, 119)",8,1,0,0
"(120, 121)",8,1,0,0
"(121, 120)",8,1,0,0
"(120, 122)",8,1,0,0
"(122, 120)",8,1,0,0
"(121, 122)",8,1,0,0
"(122, 121)",8,1,0,0
"(121, 123)",8,1,0,0
"(123, 121)",8,1,0,0
"(122, 123)",8,1,0,0
"(123, 122)",8,1,0,0
"(122, 124)",8,1,0,0
"(124, 122)",8,1,0,0
"(123, 124)",8,1,0,0
"(124, 123)",8,1,0,0
"(123, 125)",8,1,0,0
"(125, 123)",8,1,0,0
"(124, 125)",8,1,0,0
"(125, 124)",8,1,0,0
"(124, 126)",8,1,0,0
"(126, 124)",8,1,0,0
"(125, 126)",8,1,0,0
"(126, 125)",8,1,0,0
"(125, 127)",8,1,0,0
"(127, 125)",8,1,0,0
"(126, 127)",8,1,0,0
"(127, 126)",8,1,0,0
"(126, 128)",8,1,0,0
"(128, 126)",8,1,0,0
"(127, 128)",8,1,0,0
"(128, 127)",8,1,0,0
"(127, 129)",8,1,0,0
"(129, 127)",8,1,0,0
"(128, 129)",8,1,0,0
"(129, 128)",8,1,0,0
"(128, 130)",8,1,0,0
"(130, 128)",8,1,0,0
"(129, 130)",8,1,0,0
"(130, 129)",8,1,0,0
"(129, 131)",8,1,0,0
"(131, 129)",8,1,0,0
"(130, 131)",8,1,0,0
"(131, 130)",8,1,0,0
"(130, 132)",8,1,0,0
"(132, 130)",8,1,0,0
"(131, 132)",8,1,0,0
"(132, 131)",8,1,0,0
"(131, 133)",8,1,0,0
"(133, 131)",8,1,0,0
"(132, 133)",8,1,0,0
"(133, 132)",8,1,0,0
"(132, 134)",8,1,0,0
"(134, 132)",8,1,0,0
"(133, 134)",8,1,0,0
"(134, 133)",8,1,0,0
"(133, 135)",8,1,0,0
"(135, 133)",8,1,0,0
"(134, 135)",8,1,0,0
"(135, 134)",8,1,0,0
"(134, 136)",8,1,0,0
"(136, 134)",8,1,0,0
"(135, 136)",8,1,0,0
"(136, 135)",8,1,0,0
"(135, 137)",8,1,0,0
"(137, 135)",8,1,0,0
"(136, 137)",8,1,0,0
"(137, 136)",8,1,0,0
"(136, 138)",8,1,0,0
"(138, 136)",8,1,0,0
"(137, 138)",8,1,0,0
"(138, 137)",8,1,0,0
"(137, 139)",8,1,0,0
"(139, 137)",8,1,0,0
"(138, 139)",8,1,0,0
"(139, 138)",8,1,0,0
"(138, 140)",8,1,0,0
"(140, 138)",8,1,0,0
"(139, 140)",8,1,0,0
"(140, 139)",8,1,0,0
"(139, 141)",8,1,0,0
"(141, 139)",8,1,0,0
"(140, 141)",8,1,0,0
"(141, 140)",8,1,0,0
"(140, 142)",8,1,0,0
"(142, 140)",8,1,0,0
"(141, 142)",8,1,0,0
"(142, 141)",8,1,0,0
"(141, 143)",8,1,0,0
"(143, 141)",8,1,0,0
"(142, 143)",8,1,0,0
"(143, 142)",8,1,0,0
"(142, 144)",8,1,0,0
"(144, 142)",8,1,0,0
"(143, 144)",8,1,0,0
"(144, 143)",8,1,0,0
"(143, 145)",8,1,0,0
"(145, 143)",8,1,0,0
"(144, 145)",8,1,0,0
"(145, 144)",8,1,0,0
"(144, 146)",8,1,0,0
"(146, 144)",8,1,0,0
"(145, 146)",8,1,0,0
"(146, 145)",8,1,0,0
"(145, 147)",8,1,0,0
"(147, 145)",8,1,0,0
"(146, 147)",8,1,0,0
"(147, 146)",8,1,0,0
"(146, 148)",8,1,0,0
"(148, 146)",8,1,0,0
"(147, 148)",8,1,0,0
"(148, 147)",8,1,0,0
"(147, 149)",8,1,0,0
"(149, 147)",8,1,0,0
"(148, 149)",8,1,0,0
"(149, 148)",8,1,0,0
"(148, 150)",8,1,0,0
"(150, 148)",8,1,0,0
"(149, 150)",8,1,0,0
"(150, 149)",8,1,0,0
"(149, 151)",8,1,0,0
"(151, 149)",8,1,0,0
"(150, 151)",8,1,0,0
"(151, 150)",8,1,0,0
"(150, 152)",8,1,0,0
"(152, 150)",8,1,0,0
"(151, 152)",8,1,0,0
"(152, 151)",8,1,0,0
"(151, 153)",8,1,0,0
"(153, 151)",8,1,0,0
"(152, 153)",8,1,0,0
"(153, 152)",8,1,0,0
"(152, 154)",8,1,0,0
"(154, 152)",8,1,0,0
"(153, 154)",8,1,0,0
"(154, 153)",8,1,0,0
"(153, 155)",8,1,0,0
"(155, 153)",8,1,0,0
"(154, 155)",8,1,0,0
"(155, 154)",8,1,0,0
"(154, 156)",8,1,0,0
"(156, 154)",8,1,0,0
"(155, 156)",8,1,0,0
"(156, 155)",8,1,0,0
"(155, 157)",8,1,0,0
"(157, 155)",8,1,0,0
"(156, 157)",8,1,0,0
"(157, 156)",8,1,0,0
"(156, 158)",8,1,0,0
"(158, 156)",8,1,0,0
"(157, 158)",8,1,0,0
"(158, 157)",8,1,0,0
"(157, 159)",8,1,0,0
"(159, 157)",8,1,0,0
"(158, 159)",8,1,0,0
"(159, 158)",8,1,0,0
"(158, 160)",8,1,0,0
"(160, 158)",8,1,0,0
"(159, 160)",8,1,0,0
"(160, 159)",8,1,0,0
"(159, 161)",8,1,0,0
"(161, 159)",8,1,0,0
"(160, 161)",8,1,0,0
"(161, 160)",8,1,0,0
"(160, 162)",8,1,0,0
"(162, 160)",8,1,0,0
"(161, 162)",8,1,0,0
"(162, 161)",8,1,0,0
"(161, 163)",8,1,0,0
"(163, 161)",8,1,0,0
"(162, 163)",8,1,0,0
"(163, 162)",8,1,0,0
"(162, 164)",8,1,0,0
"(164, 162)",8,1,0,0
"(163, 164)",8,1,0,0
"(164, 163)",8,1,0,0
"(163, 165)",8,1,0,0
"(165, 163)",8,1,0,0
"(164, 165)",8,1,0,0
"(165, 164)",8,1,0,0
"(164, 166)",8,1,0,0
"(166, 164)",8,1,0,0
"(165, 166)",8,1,0,0
"(166, 165)",8,1,0,0
"(165, 167)",8,1,0,0
"(167, 165)",8,1,0,0
"(166, 167)",8,1,0,0
"(167, 166)",8,1,0,0
"(166, 168)",8,1,0,0
"(168, 166)",8,1,0,0
"(167, 168)",8,1,0,0
"(168, 167)",8,1,0,0
"(167, 169)",8,1,0,0
"(169, 167)",8,1,0,0
"(168, 169)",8,1,0,0
"(169, 168)",8,1,0,0
"(168, 170)",8,1,0,0
"(170, 168)",8,1,0,0
"(169, 170)",8,1,0,0
"(170, 169)",8,1,0,0
"(169, 171)",8,1,0,0
"(171, 169)",8,1,0,0
"(170, 171)",8,1,0,0
"(171, 170)",8,1,0,0
"(170, 172)",8,1,0,0
"(172, 170)",8,1,0,0
"(171, 172)",8,1,0,0
"(172, 171)",8,1,0,0
"(171, 173)",8,1,0,0
"(173, 171)",8,1,0,0
"(172, 173)",8,1,0,0
"(173, 172)",8,1,0,0
"(172, 174)",8,1,0,0
"(174, 172)",8,1,0,0
"(173, 174)",8,1,0,0
"(174, 173)",8,1,0,0
"(173, 175)",8,1,0,0
"(175, 173)",8,1,0,0
"(174, 175)",8,1,0,0
"(175, 174)",8,1,0,0
"(174, 176)",8,1,0,0
"(176, 174)",8,1,0,0
"(175, 176)",8,1,0,0
"(176, 175)",8,1,0,0
"(175, 177)",8,1,0,0
"(177, 175)",8,1,0,0
"(176, 177)",8,1,0,0
"(177, 176)",8,1,0,0
"(176, 178)",8,1,0,0
"(178, 176)",8,1,0,0
"(177, 178)",8,1,0,0
"(178, 177)",8,1,0,0
"(177, 179)",8,1,0,0
"(179, 177)",8,1,0,0
"(178, 179)",8,1,0,0
"(179, 178)",8,1,0,0
"(178, 180)",8,1,0,0
"(180, 178)",8,1,0,0
"(179, 180)",8,1,0,0
"(180, 179)",8,1,0,0
"(179, 181)",8,1,0,0
"(181, 179)",8,1,0,0
"(180, 181)",8,1,0,0
"(181, 180)",8,1,0,0
"(180, 182)",8,1,0,0
"(182, 180)",8,1,0,0
"(181, 182)",8,1,0,0
"(182, 181)",8,1,0,0
"(181, 183)",8,1,0,0
"(183, 181)",8,1,0,0
"(182, 183)",8,1,0,0
"(183, 182)",8,1,0,0
"(182, 184)",8,1,0,0
"(184, 182)",8,1,0,0
"(183, 184)",8,1,0,0
"(184, 183)",8,1,0,0
"(183, 185)",8,1,0,0
"(185, 183)",8,1,0,0
"(184, 185)",8,1,0,0
"(185, 184)",8,1,0,0
"(184, 186)",8,1,0,0
"(186, 184)",8,1,0,0
"(185, 186)",8,1,0,0
"(186, 185)",8,1,0,0
"(185, 187)",8,1,0,0
"(187, 185)",8,1,0,0
"(186, 187)",8,1,0,0
"(187, 186)",8,1,0,0
"(186, 188)",8,1,0,0
"(188, 186)",8,1,0,0
"(187, 188)",8,1,0,0
"(188, 187)",8,1,0,0
"(187, 189)",8,1,0,0
"(189, 187)",8,1,0,0
"(188, 189)",8,1,0,0
"(189, 188)",8,1,0,0
"(188, 190)",8,1,0,0
"(190, 188)",8,1,0,0
"(189, 190)",8,1,0,0
"(190, 189)",8,1,0,0
"(189, 191)",8,1,0,0
"(191, 189)",8,1,0,0
"(190, 191)",8,1,0,0
"(191, 190)",8,1,0,0
"(190, 192)",8,1,0,0
"(192, 190)",8,1,0,0
"(191, 192)",8,1,0,0
"(192, 191)",8,1,0,0
"(191, 193)",8,1,0,0
"(193, 191)",8,1,0,0
"(192, 193)",8,1,0,0
"(193, 192)",8,1,0,0
"(192, 194)",8,1,0,0
"(194, 192)",8,1,0,0
"(193, 194)",8,1,0,0
"(194, 193)",8,1,0,0
"(193, 195)",8,1,0,0
"(195, 193)",8,1,0,0
"(194, 195)",8,1,0,0
"(195, 194)",8,1,0,0
"(194, 196)",8,1,0,0
"(196, 194)",8,1,0,0
"(195, 196)",8,1,0,0
"(196, 195)",8,1,0,0
"(195, 197)",8,1,0,0
"(197, 195)",8,1,0,0
"(196, 197)",8,1,0,0
"(197, 196)",8,1,0,0
"(196, 198)",8,1,0,0
"(198, 196)",8,1,0,0
"(197, 198)",8,1,0,0
"(198, 197)",8,1,0,0
"(197, 199)",8,1,0,0
"(199, 197)",8,1,0,0
"(198, 199)",8,1,0,0
"(199, 198)",8,1,0,0
"(198, 200)",8,1,0,0
"(200, 198)",8,1,0,0
"(199, 200)",8,1,0,0
"(200, 199)",8,1,0,0
"(199, 201)",8,1,0,0
"(201, 199)",8,1,0,0
"(200, 201)",8,1,0,0
"(201, 200)",8,1,0,0
"(200, 202)",8,1,0,0
"(202, 200)",8,1,0,0
"(201, 202)",8,1,0,0
"(202, 201)",8,1,0,0
"(201, 203)",8,1,0,0
"(203, 201)",8,1,0,0
"(202, 203)",8,1,0,0
"(203, 202)",8,1,0,0
"(202, 204)",8,1,0,0
"(204, 202)",8,1,0,0
"(203, 204)",8,1,0,0
"(204, 203)",8,1,0,0
"(203, 205)",8,1,0,0
"(205, 203)",8,1,0,0
"(204, 205)",8,1,0,0
"(205, 204)",8,1,0,0
"(204, 206)",8,1,0,0
"(206, 204)",8,1,0,0
"(205, 206)",8,1,0,0
"(206, 205)",8,1,0,0
"(205, 207)",8,1,0,0
"(207, 205)",8,1,0,0
"(206, 207)",8,1,0,0
"(207, 206)",8,1,0,0
"(206, 208)",8,1,0,0
"(208, 206)",8,1,0,0
"(207, 208)",8,1,0,0
"(208, 207)",8,1,0,0
"(207, 209)",8,1,0,0
"(209, 207)",8,1,0,0
"(208, 209)",8,1,0,0
"(209, 208)",8,1,0,0
"(208, 210)",8,1,0,0
"(210, 208)",8,1,0,0
"(209, 210)",8,1,0,0
"(210, 209)",8,1,0,0
"(209, 211)",8,1,0,0
"(211, 209)",8,1,0,0
"(210, 211)",8,1,0,0
"(211, 210)",8,1,0,0
"(210, 212)",8,1,0,0
"(212, 210)",8,1,0,0
"(211, 212)",8,1,0,0
"(212, 211)",8,1,0,0
"(211, 213)",8,1,0,0
"(213, 211)",8,1,0,0
"(212, 213)",8,1,0,0
"(213, 212)",8,1,0,0
"(212, 214)",8,1,0,0
"(214, 212)",8,1,0,0
"(213, 214)",8,1,0,0
"(214, 213)",8,1,0,0
"(213, 215)",8,1,0,0
"(215, 213)",8,1,0,0
"(214, 215)",8,1,0,0
"(215, 214)",8,1,0,0
"(214, 216)",8,1,0,0
"(216, 214)",8,1,0,0
"(215, 216)",8,1,0,0
"(216, 215)",8,1,0,0
"(215, 217)",8,1,0,0
"(217, 215)",8,1,0,0
"(216, 217)",8,1,0,0
"(217, 216)",8,1,0,0
"(216, 218)",8,1,0,0
"(218, 216)",8,1,0,0
"(217, 218)",8,1,0,0
"(218, 217)",8,1,0,0
"(217, 219)",8,1,0,0
"(219, 217)",8,1,0,0
"(218, 219)",8,1,0,0
"(219, 218)",8,1,0,0
"(218, 220)",8,1,0,0
"(220, 218)",8,1,0,0
"(219, 220)",8,1,0,0
"(220, 219)",8,1,0,0
"(219, 221)",8,1,0,0
"(221, 219)",8,1,0,0
"(220, 221)",8,1,0,0
"(221, 220)",8,1,0,0
"(220, 222)",8,1,0,0
"(222, 220)",8,1,0,0
"(221, 222)",8,1,0,0
"(222, 221)",8,1,0,0
"(221, 223)",8,1,0,0
"(223, 221)",8,1,0,0
"(222, 223)",8,1,0,0
"(223, 222)",8,1,0,0
"(222, 224)",8,1,0,0
"(224, 222)",8,1,0,0
"(223, 224)",8,1,0,0
"(224, 223)",8,1,0,0
"(223, 225)",8,1,0,0
"(225, 223)",8,1,0,0
"(224, 225)",8,1,0,0
"(225, 224)",8,1,0,0
"(224, 226)",8,1,0,0
"(226, 224)",8,1,0,0
"(225, 226)",8,1,0,0
"(226, 225)",8,1,0,0
"(225, 227)",8,1,0,0
"(227, 225)",8,1,0,0
"(226, 227)",8,1,0,0
"(227, 226)",8,1,0,0
"(226, 228)",8,1,0,0
"(228, 226)",8,1,0,0
"(227, 228)",8,1,0,0
"(228, 227)",8,1,0,0
"(227, 229)",8,1,0,0
"(229, 227)",8,1,0,0
"(228, 229)",8,1,0,0
"(229, 228)",8,1,0,0
"(228, 230)",8,1,0,0
"(230, 228)",8,1,0,0
"(229, 230)",8,1,0,0
"(230, 229)",8,1,0,0
"(229, 231)",8,1,0,0
"(231, 229)",8,1,0,0
"(230, 231)",8,1,0,0
"(231, 230)",8,1,0,0
"(230, 232)",8,1,0,0
"(232, 230)",8,1,0,0
"(231, 232)",8,1,0,0
"(232, 231)",8,1,0,0
"(231, 233)",8,1,0,0
"(233, 231)",8,1,0,0
"(232, 233)",8,1,0,0
"(233, 232)",8,1,0,0
"(232, 234)",8,1,0,0
"(234, 232)",8,1,0,0
"(233, 234)",8,1,0,0
"(234, 233)",8,1,0,0
"(233, 235)",8,1,0,0
"(235, 233)",8,1,0,0
"(234, 235)",8,1,0,0
"(235, 234)",8,1,0,0
"(234, 236)",8,1,0,0
"(236, 234)",8,1,0,0
"(235, 236)",8,1,0,0
"(236, 235)",8,1,0,0
"(235, 237)",8,1,0,0
"(237, 235)",8,1,0,0
"(236, 237)",8,1,0,0
"(237, 236)",8,1,0,0
"(236, 238)",8,1,0,0
"(238, 236)",8,1,0,0
"(237, 238)",8,1,0,0
"(238, 237)",8,1,0,0
"(237, 239)",8,1,0,0
"(239, 237)",8,1,0,0
"(238, 239)",8,1,0,0
"(239, 238)",8,1,0,0
"(238, 240)",8,1,0,0
"(240, 238)",8,1,0,0
"(239, 240)",8,1,0,0
"(240, 239)",8,1,0,0
"(239, 241)",8,1,0,0
"(241, 239)",8,1,0,0
"(240, 241)",8,1,0,0
"(241, 240)",8,1,0,0
"(240, 242)",8,1,0,0
"(242, 240)",8,1,0,0
"(241, 242)",8,1,0,0
"(242, 241)",8,1,0,0
"(241, 243)",8,1,0,0
"(243, 241)",8,1,0,0
"(242, 243)",8,1,0,0
"(243, 242)",8,1,0,0
"(242, 244)",8,1,0,0
"(244, 242)",8,1,0,0
"(243, 244)",8,1,0,0
"(244, 243)",8,1,0,0
"(243, 245)",8,1,0,0
"(245, 243)",8,1,0,0
"(244, 245)",8,1,0,0
"(245, 244)",8,1,0,0
"(244, 246)",8,1,0,0
"(246, 244)",8,1,0,0
"(245, 246)",8,1,0,0
"(246, 245)",8,1,0,0
"(245, 247)",8,1,0,0
"(247, 245)",8,1,0,0
"(246, 247)",8,1,0,0
"(247, 246)",8,1,0,0
"(246, 248)",8,1,0,0
"(248, 246)",8,1,0,0
"(247, 248)",8,1,0,0
"(248, 247)",8,1,0,0
"(247, 249)",8,1,0,0
"(249, 247)",8,1,0,0
"(248, 249)",8,1,0,0
"(249, 248)",8,1,0,0
