stream,src,dst,size,period,deadline,jitter
303,63,[27],364,1000000,650000,0
304,64,[28],404,1000000,630000,0
305,65,[29],244,1000000,600000,0
306,66,[30],284,1000000,620000,0
307,67,[31],324,1000000,640000,0
308,68,[32],364,1000000,650000,0
309,69,[33],404,1000000,630000,0
310,70,[34],244,1000000,600000,0
311,71,[35],284,1000000,620000,0
312,72,[36],324,1000000,640000,0
313,73,[37],364,1000000,650000,0
314,74,[38],404,1000000,630000,0
315,75,[39],244,1000000,600000,0
316,76,[40],284,1000000,620000,0
317,77,[41],324,1000000,640000,0
318,78,[42],364,1000000,650000,0
319,79,[43],404,1000000,630000,0
320,0,[45],244,1000000,600000,0
321,1,[46],284,1000000,620000,0
322,2,[47],324,1000000,640000,0
323,3,[48],364,1000000,650000,0
324,4,[49],404,1000000,630000,0
325,5,[50],244,1000000,600000,0
326,6,[51],284,1000000,620000,0
327,7,[52],324,1000000,640000,0
328,8,[53],364,1000000,650000,0
329,9,[54],404,1000000,630000,0
330,10,[55],244,1000000,600000,0
331,11,[56],284,1000000,620000,0
332,12,[57],324,1000000,640000,0
333,13,[58],364,1000000,650000,0
334,14,[59],404,1000000,630000,0
335,15,[60],244,1000000,600000,0
336,16,[61],284,1000000,620000,0
337,17,[62],324,1000000,640000,0
338,18,[63],364,1000000,650000,0
339,19,[64],404,1000000,630000,0
340,20,[65],244,1000000,600000,0
341,21,[66],284,1000000,620000,0
342,22,[67],324,1000000,640000,0
343,23,[68],364,1000000,650000,0
344,24,[69],404,1000000,630000,0
345,25,[70],244,1000000,600000,0
346,26,[71],284,1000000,620000,0
347,27,[72],324,1000000,640000,0
348,28,[73],364,1000000,650000,0
349,29,[74],404,1000000,630000,0
350,30,[75],244,1000000,600000,0
351,31,[76],284,1000000,620000,0
352,32,[77],324,1000000,640000,0
353,33,[78],364,1000000,650000,0
354,34,[79],404,1000000,630000,0
355,35,[0],244,1000000,600000,0
356,36,[1],284,1000000,620000,0
357,37,[2],324,1000000,640000,0
358,38,[3],364,1000000,650000,0
359,39,[4],404,1000000,630000,0
360,40,[5],244,1000000,600000,0
361,41,[6],284,1000000,620000,0
362,42,[7],324,1000000,640000,0
363,43,[8],364,1000000,650000,0
364,44,[9],404,1000000,630000,0
365,45,[10],244,1000000,600000,0
366,46,[11],284,1000000,620000,0
367,47,[12],324,1000000,640000,0
368,48,[13],364,1000000,650000,0
369,49,[14],404,1000000,630000,0
370,50,[15],244,1000000,600000,0
371,51,[16],284,1000000,620000,0
372,52,[17],324,1000000,640000,0
373,53,[18],364,1000000,650000,0
374,54,[19],404,1000000,630000,0
375,55,[20],244,1000000,600000,0
376,56,[21],284,1000000,620000,0
377,57,[22],324,1000000,640000,0
378,58,[23],364,1000000,650000,0
379,59,[24],404,1000000,630000,0
380,60,[25],244,1000000,600000,0
381,61,[26],284,1000000,620000,0
382,62,[27],324,1000000,640000,0
383,63,[28],364,1000000,650000,0
384,64,[29],404,1000000,630000,0
385,65,[30],244,1000000,600000,0
386,66,[31],284,1000000,620000,0
387,67,[32],324,1000000,640000,0
388,68,[33],364,1000000,650000,0
389,69,[34],404,1000000,630000,0
390,70,[35],244,1000000,600000,0
391,71,[36],284,1000000,620000,0
392,72,[37],324,1000000,640000,0
393,73,[38],364,1000000,650000,0
394,74,[39],404,1000000,630000,0
395,75,[40],244,1000000,600000,0
396,76,[41],284,1000000,620000,0
397,77,[42],324,1000000,640000,0
398,78,[43],364,1000000,650000,0
399,79,[44],404,1000000,630000,0
400,0,[46],244,1000000,600000,0
401,1,[47],284,1000000,620000,0
402,2,[48],324,1000000,640000,0
403,3,[49],364,1000000,650000,0
404,4,[50],404,1000000,630000,0
405,5,[51],244,1000000,600000,0
406,6,[52],284,1000000,620000,0
407,7,[53],324,1000000,640000,0
408,8,[54],364,1000000,650000,0
409,9,[55],404,1000000,630000,0
410,10,[56],244,1000000,600000,0
411,11,[57],284,1000000,620000,0
412,12,[58],324,1000000,640000,0
413,13,[59],364,1000000,650000,0
414,14,[60],404,1000000,630000,0
415,15,[61],244,1000000,600000,0
416,16,[62],284,1000000,620000,0
417,17,[63],324,1000000,640000,0
418,18,[64],364,1000000,650000,0
419,19,[65],404,1000000,630000,0
420,20,[66],244,1000000,600000,0
421,21,[67],284,1000000,620000,0
422,22,[68],324,1000000,640000,0
423,23,[69],364,1000000,650000,0
424,24,[70],404,1000000,630000,0
425,25,[71],244,1000000,600000,0
426,26,[72],284,1000000,620000,0
427,27,[73],324,1000000,640000,0
428,28,[74],364,1000000,650000,0
429,29,[75],404,1000000,630000,0
430,30,[76],244,1000000,600000,0
431,31,[77],284,1000000,620000,0
432,32,[78],324,1000000,640000,0
433,33,[79],364,1000000,650000,0
434,34,[0],404,1000000,630000,0
435,35,[1],244,1000000,600000,0
436,36,[2],284,1000000,620000,0
437,37,[3],324,1000000,640000,0
438,38,[4],364,1000000,650000,0
439,39,[5],404,1000000,630000,0
440,40,[6],244,1000000,600000,0
441,41,[7],284,1000000,620000,0
442,42,[8],324,1000000,640000,0
443,43,[9],364,1000000,650000,0
444,44,[10],404,1000000,630000,0
445,45,[11],244,1000000,600000,0
446,46,[12],284,1000000,620000,0
447,47,[13],324,1000000,640000,0
448,48,[14],364,1000000,650000,0
449,49,[15],404,1000000,630000,0
450,50,[16],244,1000000,600000,0
451,51,[17],284,1000000,620000,0
452,52,[18],324,1000000,640000,0
453,53,[19],364,1000000,650000,0
454,54,[20],404,1000000,630000,0
455,55,[21],244,1000000,600000,0
456,56,[22],284,1000000,620000,0
457,57,[23],324,1000000,640000,0
458,58,[24],364,1000000,650000,0
459,59,[25],404,1000000,630000,0
460,60,[26],244,1000000,600000,0
461,61,[27],284,1000000,620000,0
462,62,[28],324,1000000,640000,0
463,63,[29],364,1000000,650000,0
464,64,[30],404,1000000,630000,0
465,65,[31],244,1000000,600000,0
466,66,[32],284,1000000,620000,0
467,67,[33],324,1000000,640000,0
468,68,[34],364,1000000,650000,0
469,69,[35],404,1000000,630000,0
470,70,[36],244,1000000,600000,0
471,71,[37],284,1000000,620000,0
472,72,[38],324,1000000,640000,0
473,73,[39],364,1000000,650000,0
474,74,[40],404,1000000,630000,0
475,75,[41],244,1000000,600000,0
476,76,[42],284,1000000,620000,0
477,77,[43],324,1000000,640000,0
478,78,[44],364,1000000,650000,0
479,79,[45],404,1000000,630000,0
480,0,[47],244,1000000,600000,0
481,1,[48],284,1000000,620000,0
482,2,[49],324,1000000,640000,0
483,3,[50],364,1000000,650000,0
484,4,[51],404,1000000,630000,0
485,5,[52],244,1000000,600000,0
486,6,[53],284,1000000,620000,0
487,7,[54],324,1000000,640000,0
488,8,[55],364,1000000,650000,0
489,9,[56],404,1000000,630000,0
490,10,[57],244,1000000,600000,0
491,11,[58],284,1000000,620000,0
492,12,[59],324,1000000,640000,0
493,13,[60],364,1000000,650000,0
494,14,[61],404,1000000,630000,0
495,15,[62],244,1000000,600000,0
496,16,[63],284,1000000,620000,0
497,17,[64],324,1000000,640000,0
498,18,[65],364,1000000,650000,0
499,19,[66],404,1000000,630000,0
