affected_flow_count,affected_flow_ratio,affected_route_unchanged_count,all_reroute_celf_ms,all_reroute_h2s_ms,all_reroute_peak_rss_bytes,all_reroute_scheduled_count,all_reroute_scheduled_ratio,all_reroute_status,all_reroute_total_ms,baseline_scheduled_count,baseline_scheduled_ratio,baseline_status,baseline_total_ms,changed_affected_flow_count,changed_route_flow_count,changed_route_flow_ratio,changed_unaffected_flow_count,changed_unaffected_flow_ratio,extra_unaffected_reroute_fraction,fault_id,hop_delta_total,max_hop_delta,mean_hop_delta_per_changed_flow,new_physical_links_used,p0_route_links_abandoned,project_checker_pass,rescue_class,rescued,route_scope,scenario_id,total_p0_hops,total_pf_hops,total_tt_flows,unaffected_route_unchanged_count,upstream_verifier_pass
243,0.324,0,0,93.404714,25100288,750,1.0,SUCCESS_H2S,228.406881,0,0.9986666666666667,HEURISTIC_NOT_FOUND,361.165849,243,261,0.348,18,0.03550295857988166,0.03550295857988166,l_sw0037_sw0039,239,1,0.9157088122605364,30,8,True,B_RESCUED_WITH_SMALL_RELAXATION,True,all-reroute,F150_TT750,14273,14512,750,489,True
118,0.236,0,0,124.827169,32247808,500,1.0,SUCCESS_H2S,394.958354,0,0.998,HEURISTIC_NOT_FOUND,617.654029,118,212,0.424,94,0.24607329842931938,0.24607329842931938,l_sw0008_sw0010,51,2,0.24056603773584906,24,33,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S4,20453,20504,500,288,True
108,0.216,0,0,123.971108,32296960,500,1.0,SUCCESS_H2S,376.650263,0,0.998,HEURISTIC_NOT_FOUND,615.126735,108,190,0.38,82,0.20918367346938777,0.20918367346938777,l_sw0114_sw0116,44,2,0.23157894736842105,26,36,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S4,20453,20497,500,310,True
118,0.236,0,0,124.271566,32141312,500,1.0,SUCCESS_H2S,378.925261,0,0.996,HEURISTIC_NOT_FOUND,605.196897,118,204,0.408,86,0.225130890052356,0.225130890052356,l_sw0149_sw0151,60,2,0.29411764705882354,26,29,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S4,20453,20513,500,296,True
116,0.232,0,0,132.459903,32313344,500,1.0,SUCCESS_H2S,389.993871,0,0.998,HEURISTIC_NOT_FOUND,590.432179,116,186,0.372,70,0.18229166666666666,0.18229166666666666,l_sw0151_sw0153,58,2,0.3118279569892473,22,32,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S4,20453,20511,500,314,True
125,0.25,0,0,123.084694,32309248,500,1.0,SUCCESS_H2S,396.641905,0,0.994,HEURISTIC_NOT_FOUND,605.839235,125,196,0.392,71,0.18933333333333333,0.18933333333333333,l_sw0159_sw0161,58,2,0.29591836734693877,27,31,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S4,20453,20511,500,304,True
121,0.242,0,0,125.191957,32309248,500,1.0,SUCCESS_H2S,379.163788,0,0.992,HEURISTIC_NOT_FOUND,598.035497,121,211,0.422,90,0.23746701846965698,0.23746701846965698,l_sw0161_sw0163,61,2,0.2890995260663507,28,34,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S4,20453,20514,500,289,True
114,0.228,0,0,126.093608,32247808,500,1.0,SUCCESS_H2S,377.938239,0,0.998,HEURISTIC_NOT_FOUND,608.539532,114,212,0.424,98,0.2538860103626943,0.2538860103626943,l_sw0164_sw0166,62,2,0.29245283018867924,19,26,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S4,20453,20515,500,288,True
122,0.244,0,0,126.027379,32309248,500,1.0,SUCCESS_H2S,389.909198,0,0.996,HEURISTIC_NOT_FOUND,625.484402,122,191,0.382,69,0.18253968253968253,0.18253968253968253,l_sw0165_sw0167,58,2,0.3036649214659686,28,36,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S4,20453,20511,500,309,True
220,0.22,0,0,234.832089,55644160,1000,1.0,SUCCESS_H2S,728.431212,0,0.924,HEURISTIC_NOT_FOUND,1049.592244,220,396,0.396,176,0.22564102564102564,0.22564102564102564,l_sw0001_sw0003,447,12,1.128787878787879,35,18,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37975,1000,604,True
212,0.212,0,0,226.499878,55615488,1000,1.0,SUCCESS_H2S,693.469614,0,0.93,HEURISTIC_NOT_FOUND,1047.197632,212,377,0.377,165,0.20939086294416243,0.20939086294416243,l_sw0003_sw0005,429,15,1.1379310344827587,29,12,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37957,1000,623,True
221,0.221,0,0,226.119955,55771136,1000,1.0,SUCCESS_H2S,725.01935,0,0.94,HEURISTIC_NOT_FOUND,1025.288439,221,408,0.408,187,0.24005134788189988,0.24005134788189988,l_sw0010_sw0012,586,19,1.4362745098039216,35,13,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,38114,1000,592,True
211,0.211,0,0,238.528266,55631872,1000,1.0,SUCCESS_H2S,712.917843,0,0.92,HEURISTIC_NOT_FOUND,1019.828869,211,405,0.405,194,0.2458808618504436,0.2458808618504436,l_sw0019_sw0021,510,21,1.2592592592592593,30,17,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,38038,1000,595,True
216,0.216,0,0,225.761995,55328768,1000,1.0,SUCCESS_H2S,704.958765,0,0.92,HEURISTIC_NOT_FOUND,994.398788,216,423,0.423,207,0.26403061224489793,0.26403061224489793,l_sw0021_sw0023,383,15,0.9054373522458629,26,15,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37911,1000,577,True
196,0.196,0,0,224.148843,55386112,1000,1.0,SUCCESS_H2S,705.562624,0,0.925,HEURISTIC_NOT_FOUND,998.709135,196,379,0.379,183,0.22761194029850745,0.22761194029850745,l_sw0041_sw0043,345,13,0.9102902374670184,25,9,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37873,1000,621,True
197,0.197,0,0,237.512603,55099392,1000,1.0,SUCCESS_H2S,734.025192,0,0.922,HEURISTIC_NOT_FOUND,1012.614798,197,407,0.407,210,0.261519302615193,0.261519302615193,l_sw0047_sw0049,329,17,0.8083538083538083,31,13,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37857,1000,593,True
208,0.208,0,0,225.998799,55361536,1000,1.0,SUCCESS_H2S,697.43975,0,0.924,HEURISTIC_NOT_FOUND,1013.071263,208,405,0.405,197,0.24873737373737373,0.24873737373737373,l_sw0059_sw0061,406,21,1.002469135802469,28,13,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37934,1000,595,True
194,0.194,0,0,227.801412,55689216,1000,1.0,SUCCESS_H2S,720.197033,0,0.962,HEURISTIC_NOT_FOUND,1049.005628,194,367,0.367,173,0.21464019851116625,0.21464019851116625,l_sw0062_sw0064,474,19,1.2915531335149864,29,14,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,38002,1000,633,True
207,0.207,0,0,237.517317,55242752,1000,1.0,SUCCESS_H2S,738.666291,0,0.939,HEURISTIC_NOT_FOUND,1050.588306,207,394,0.394,187,0.23581336696090793,0.23581336696090793,l_sw0074_sw0076,331,10,0.8401015228426396,36,13,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37859,1000,606,True
187,0.187,0,0,224.107359,55123968,1000,1.0,SUCCESS_H2S,704.136119,0,0.944,HEURISTIC_NOT_FOUND,1022.682125,187,373,0.373,186,0.22878228782287824,0.22878228782287824,l_sw0079_sw0081,349,13,0.935656836461126,27,17,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37877,1000,627,True
214,0.214,0,0,226.777936,55656448,1000,1.0,SUCCESS_H2S,721.62637,0,0.936,HEURISTIC_NOT_FOUND,1024.957607,214,393,0.393,179,0.227735368956743,0.227735368956743,l_sw0080_sw0082,496,19,1.262086513994911,33,12,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,38024,1000,607,True
3,0.003,0,0,232.952232,54857728,1000,1.0,SUCCESS_H2S,692.939158,0,0.998,HEURISTIC_NOT_FOUND,1039.736985,3,31,0.031,28,0.028084252758274825,0.028084252758274825,l_sw0094_sw0095,2,4,0.06451612903225806,2,6,True,B_RESCUED_WITH_SMALL_RELAXATION,True,all-reroute,S5,37528,37530,1000,969,True
202,0.202,0,0,222.511963,55312384,1000,1.0,SUCCESS_H2S,722.301299,0,0.944,HEURISTIC_NOT_FOUND,1031.880123,202,381,0.381,179,0.22431077694235588,0.22431077694235588,l_sw0094_sw0096,301,9,0.7900262467191601,28,14,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37829,1000,619,True
200,0.2,0,0,226.485097,55209984,1000,1.0,SUCCESS_H2S,696.840746,0,0.933,HEURISTIC_NOT_FOUND,1002.962907,200,377,0.377,177,0.22125,0.22125,l_sw0100_sw0102,298,6,0.7904509283819628,28,18,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37826,1000,623,True
198,0.198,0,0,240.183666,55619584,1000,1.0,SUCCESS_H2S,745.313223,0,0.961,HEURISTIC_NOT_FOUND,1060.612845,198,349,0.349,151,0.1882793017456359,0.1882793017456359,l_sw0103_sw0105,446,19,1.2779369627507164,35,16,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S5,37528,37974,1000,651,True
197,0.197,0,0,223.433352,55619584,1000,1.0,SUCCESS_H2S,701.753266,0,0.967,HEURISTIC_NOT_FOUND,1049.407389,197,352,0.352,155,0.1930261519302615,0.1930261519302615,l_sw0113_sw0115,437,17,1.2414772727272727,33,14,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S5,37528,37965,1000,648,True
206,0.206,0,0,222.801693,55275520,1000,1.0,SUCCESS_H2S,722.719126,0,0.93,HEURISTIC_NOT_FOUND,1023.887212,206,357,0.357,151,0.190176322418136,0.190176322418136,l_sw0118_sw0120,318,11,0.8907563025210085,32,8,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S5,37528,37846,1000,643,True
199,0.199,0,0,235.766781,55578624,1000,1.0,SUCCESS_H2S,707.417632,0,0.915,HEURISTIC_NOT_FOUND,1005.146525,199,382,0.382,183,0.22846441947565543,0.22846441947565543,l_sw0148_sw0150,453,17,1.1858638743455496,41,15,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37981,1000,618,True
209,0.209,0,0,224.835122,55365632,1000,1.0,SUCCESS_H2S,697.260804,0,0.922,HEURISTIC_NOT_FOUND,1004.766333,209,366,0.366,157,0.19848293299620734,0.19848293299620734,l_sw0152_sw0154,387,13,1.0573770491803278,34,10,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S5,37528,37915,1000,634,True
210,0.21,0,0,220.745506,55414784,1000,1.0,SUCCESS_H2S,709.880673,0,0.93,HEURISTIC_NOT_FOUND,996.282246,210,376,0.376,166,0.21012658227848102,0.21012658227848102,l_sw0154_sw0156,395,13,1.050531914893617,33,14,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37923,1000,624,True
217,0.217,0,0,232.158488,55468032,1000,1.0,SUCCESS_H2S,707.152999,0,0.934,HEURISTIC_NOT_FOUND,1047.673007,217,398,0.398,181,0.23116219667943805,0.23116219667943805,l_sw0161_sw0163,500,17,1.256281407035176,31,11,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,38028,1000,602,True
203,0.203,0,0,226.557606,55361536,1000,1.0,SUCCESS_H2S,703.904435,0,0.942,HEURISTIC_NOT_FOUND,1032.869826,203,375,0.375,172,0.21580928481806774,0.21580928481806774,l_sw0164_sw0166,381,13,1.016,34,15,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37909,1000,625,True
224,0.224,0,0,224.908785,55619584,1000,1.0,SUCCESS_H2S,716.775254,0,0.931,HEURISTIC_NOT_FOUND,1013.01118,224,403,0.403,179,0.23067010309278352,0.23067010309278352,l_sw0167_sw0169,454,17,1.1265508684863523,34,19,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37982,1000,597,True
205,0.205,0,0,233.273392,55345152,1000,1.0,SUCCESS_H2S,735.146456,0,0.95,HEURISTIC_NOT_FOUND,1058.614657,205,387,0.387,182,0.2289308176100629,0.2289308176100629,l_sw0168_sw0170,386,12,0.9974160206718347,35,14,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S5,37528,37914,1000,613,True
2,0.002,0,0,487.711081,114511872,1000,1.0,SUCCESS_H2S,2200.751949,0,0.999,HEURISTIC_NOT_FOUND,3376.382059,2,63,0.063,61,0.061122244488977955,0.061122244488977955,l_sw0001_sw0340,1,10,0.015873015873015872,15,14,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S6,83727,83728,1000,937,True
234,0.234,0,0,498.130789,115482624,1000,1.0,SUCCESS_H2S,2236.997798,0,0.89,HEURISTIC_NOT_FOUND,3261.644522,234,541,0.541,307,0.4007832898172324,0.4007832898172324,l_sw0012_sw0014,526,13,0.9722735674676525,100,25,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84253,1000,459,True
236,0.236,0,0,509.066303,115666944,1000,1.0,SUCCESS_H2S,2198.991425,0,0.895,HEURISTIC_NOT_FOUND,3234.182805,236,508,0.508,272,0.35602094240837695,0.35602094240837695,l_sw0016_sw0018,630,15,1.2401574803149606,91,28,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84357,1000,492,True
240,0.24,0,0,510.259913,115609600,1000,1.0,SUCCESS_H2S,2223.461886,0,0.903,HEURISTIC_NOT_FOUND,3303.816722,240,485,0.485,245,0.3223684210526316,0.3223684210526316,l_sw0024_sw0026,519,12,1.0701030927835051,98,26,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84246,1000,515,True
231,0.231,0,0,493.986268,115335168,1000,1.0,SUCCESS_H2S,2157.65957,0,0.904,HEURISTIC_NOT_FOUND,3320.550189,231,526,0.526,295,0.3836150845253576,0.3836150845253576,l_sw0032_sw0034,438,12,0.8326996197718631,94,28,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84165,1000,474,True
243,0.243,0,0,508.0724,115118080,1000,1.0,SUCCESS_H2S,2194.078479,0,0.907,HEURISTIC_NOT_FOUND,3231.687982,243,487,0.487,244,0.32232496697490093,0.32232496697490093,l_sw0039_sw0041,351,13,0.7207392197125256,95,27,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84078,1000,513,True
229,0.229,0,0,499.69703,115122176,1000,1.0,SUCCESS_H2S,2199.614441,0,0.914,HEURISTIC_NOT_FOUND,3292.067184,229,514,0.514,285,0.36964980544747084,0.36964980544747084,l_sw0055_sw0057,369,15,0.7178988326848249,92,25,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84096,1000,486,True
5,0.005,0,0,523.326288,114528256,1000,1.0,SUCCESS_H2S,2241.643553,0,0.995,HEURISTIC_NOT_FOUND,3336.087867,5,27,0.027,22,0.022110552763819097,0.022110552763819097,l_sw0066_sw0067,-9,2,-0.3333333333333333,6,10,True,B_RESCUED_WITH_SMALL_RELAXATION,True,all-reroute,S6,83727,83718,1000,973,True
242,0.242,0,0,501.050528,115515392,1000,1.0,SUCCESS_H2S,2265.879897,0,0.906,HEURISTIC_NOT_FOUND,3275.132405,242,522,0.522,280,0.36939313984168864,0.36939313984168864,l_sw0067_sw0069,508,13,0.9731800766283525,99,25,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84235,1000,478,True
234,0.234,0,0,506.372409,115122176,1000,1.0,SUCCESS_H2S,2217.452204,0,0.907,HEURISTIC_NOT_FOUND,3264.501226,234,528,0.528,294,0.3838120104438642,0.3838120104438642,l_sw0076_sw0078,409,12,0.7746212121212122,92,27,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84136,1000,472,True
239,0.239,0,0,503.097318,115322880,1000,1.0,SUCCESS_H2S,2203.377904,0,0.901,HEURISTIC_NOT_FOUND,3290.705747,239,509,0.509,270,0.354796320630749,0.354796320630749,l_sw0080_sw0082,420,12,0.825147347740668,97,21,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84147,1000,491,True
235,0.235,0,0,519.773407,115326976,1000,1.0,SUCCESS_H2S,2309.515107,0,0.908,HEURISTIC_NOT_FOUND,3283.318577,235,510,0.51,275,0.35947712418300654,0.35947712418300654,l_sw0081_sw0083,455,13,0.8921568627450981,93,34,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84182,1000,490,True
229,0.229,0,0,503.038854,115376128,1000,1.0,SUCCESS_H2S,2178.030121,0,0.904,HEURISTIC_NOT_FOUND,3228.539378,229,506,0.506,277,0.35927367055771725,0.35927367055771725,l_sw0087_sw0089,474,11,0.9367588932806324,95,30,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84201,1000,494,True
6,0.006,0,0,508.288472,114515968,1000,1.0,SUCCESS_H2S,2209.644905,0,0.988,HEURISTIC_NOT_FOUND,3313.703188,6,95,0.095,89,0.08953722334004025,0.08953722334004025,l_sw0089_sw0090,-40,7,-0.42105263157894735,13,18,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S6,83727,83687,1000,905,True
249,0.249,0,0,511.353468,115322880,1000,1.0,SUCCESS_H2S,2227.728285,0,0.904,HEURISTIC_NOT_FOUND,3261.325857,249,488,0.488,239,0.3182423435419441,0.3182423435419441,l_sw0090_sw0092,364,9,0.7459016393442623,100,19,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84091,1000,512,True
246,0.246,0,0,515.195612,115146752,1000,1.0,SUCCESS_H2S,2204.465157,0,0.914,HEURISTIC_NOT_FOUND,3302.636906,246,481,0.481,235,0.3116710875331565,0.3116710875331565,l_sw0096_sw0098,371,13,0.7713097713097713,83,23,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84098,1000,519,True
237,0.237,0,0,509.083651,115167232,1000,1.0,SUCCESS_H2S,2191.981789,0,0.905,HEURISTIC_NOT_FOUND,3269.645692,237,491,0.491,254,0.3328964613368283,0.3328964613368283,l_sw0130_sw0132,360,11,0.7331975560081466,95,21,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84087,1000,509,True
238,0.238,0,0,508.643188,115220480,1000,1.0,SUCCESS_H2S,2218.123923,0,0.897,HEURISTIC_NOT_FOUND,3255.351948,238,550,0.55,312,0.4094488188976378,0.4094488188976378,l_sw0148_sw0150,446,13,0.8109090909090909,107,22,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84173,1000,450,True
244,0.244,0,0,506.641186,115548160,1000,1.0,SUCCESS_H2S,2163.307782,0,0.901,HEURISTIC_NOT_FOUND,3281.130948,244,523,0.523,279,0.36904761904761907,0.36904761904761907,l_sw0152_sw0154,477,13,0.9120458891013384,103,19,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84204,1000,477,True
261,0.261,0,0,508.453205,115130368,1000,1.0,SUCCESS_H2S,2230.644737,0,0.909,HEURISTIC_NOT_FOUND,3306.461349,261,519,0.519,258,0.3491204330175913,0.3491204330175913,l_sw0171_sw0173,380,10,0.7321772639691715,95,19,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84107,1000,481,True
221,0.221,0,0,507.334678,115453952,1000,1.0,SUCCESS_H2S,2178.7464,0,0.904,HEURISTIC_NOT_FOUND,3277.583112,221,485,0.485,264,0.33889602053915274,0.33889602053915274,l_sw0172_sw0174,506,11,1.043298969072165,90,18,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84233,1000,515,True
245,0.245,0,0,526.488459,115281920,1000,1.0,SUCCESS_H2S,2272.842374,0,0.917,HEURISTIC_NOT_FOUND,3457.660473,245,478,0.478,233,0.3086092715231788,0.3086092715231788,l_sw0179_sw0181,374,10,0.7824267782426778,90,24,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84101,1000,522,True
227,0.227,0,0,507.119811,115544064,1000,1.0,SUCCESS_H2S,2214.997541,0,0.911,HEURISTIC_NOT_FOUND,3224.213301,227,480,0.48,253,0.32729624838292365,0.32729624838292365,l_sw0206_sw0208,562,13,1.1708333333333334,89,24,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84289,1000,520,True
240,0.24,0,0,511.707215,115736576,1000,1.0,SUCCESS_H2S,2231.170973,0,0.914,HEURISTIC_NOT_FOUND,3278.621441,240,484,0.484,244,0.32105263157894737,0.32105263157894737,l_sw0220_sw0222,569,13,1.1756198347107438,84,33,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84296,1000,516,True
241,0.241,0,0,511.389714,115470336,1000,1.0,SUCCESS_H2S,2197.802863,0,0.911,HEURISTIC_NOT_FOUND,3293.05776,241,481,0.481,240,0.31620553359683795,0.31620553359683795,l_sw0228_sw0230,476,13,0.9896049896049897,80,31,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84203,1000,519,True
233,0.233,0,0,507.129641,115449856,1000,1.0,SUCCESS_H2S,2213.785403,0,0.905,HEURISTIC_NOT_FOUND,3338.75478,233,491,0.491,258,0.3363754889178618,0.3363754889178618,l_sw0240_sw0242,513,12,1.044806517311609,94,24,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84240,1000,509,True
232,0.232,0,0,500.059587,115355648,1000,1.0,SUCCESS_H2S,2199.584179,0,0.901,HEURISTIC_NOT_FOUND,3208.169922,232,498,0.498,266,0.3463541666666667,0.3463541666666667,l_sw0257_sw0259,534,13,1.072289156626506,90,25,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84261,1000,502,True
250,0.25,0,0,514.083292,115658752,1000,1.0,SUCCESS_H2S,2251.328804,0,0.915,HEURISTIC_NOT_FOUND,3355.402594,250,484,0.484,234,0.312,0.312,l_sw0277_sw0279,646,13,1.334710743801653,90,23,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84373,1000,516,True
247,0.247,0,0,502.426787,115683328,1000,1.0,SUCCESS_H2S,2232.637783,0,0.914,HEURISTIC_NOT_FOUND,3319.319706,247,508,0.508,261,0.3466135458167331,0.3466135458167331,l_sw0305_sw0307,599,13,1.1791338582677164,95,23,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84326,1000,492,True
