level,kind,policy_id,layer,use_count
R3_D5,CLASS,J040,BASE_GRID,139
R3_D5,CLASS,J040,CURRENT_CROSS,3
R3_D5,CLASS,J040,D4_EXTRA,1
R3_D5,CLASS,J040,D5_EXTRA,0
R3_D5,CLASS,J040,D6_EXTRA,0
R3_D5,CLASS,J040,BASE_GRID,149
R3_D5,CLASS,J040,CURRENT_CROSS,1
R3_D5,CLASS,J040,D4_EXTRA,2
R3_D5,CLASS,J040,D5_EXTRA,8
R3_D5,CLASS,J040,D6_EXTRA,0
R3_D5,CLASS,J040,BASE_GRID,140
R3_D5,CLASS,J040,CURRENT_CROSS,2
R3_D5,CLASS,J040,D4_EXTRA,0
R3_D5,CLASS,J040,D5_EXTRA,2
R3_D5,CLASS,J040,D6_EXTRA,0
R3_D5,CLASS,J040,BASE_GRID,144
R3_D5,CLASS,J040,CURRENT_CROSS,4
R3_D5,CLASS,J040,D4_EXTRA,0
R3_D5,CLASS,J040,D5_EXTRA,7
R3_D5,CLASS,J040,D6_EXTRA,0
R3_D5,CLASS,J040,BASE_GRID,136
R3_D5,CLASS,J040,CURRENT_CROSS,2
R3_D5,CLASS,J040,D4_EXTRA,0
R3_D5,CLASS,J040,D5_EXTRA,7
R3_D5,CLASS,J040,D6_EXTRA,0
R3_D5,CLASS,J040,BASE_GRID,148
R3_D5,CLASS,J040,CURRENT_CROSS,2
R3_D5,CLASS,J040,D4_EXTRA,0
R3_D5,CLASS,J040,D5_EXTRA,0
R3_D5,CLASS,J040,D6_EXTRA,0
R3_D5,CLASS,J040,BASE_GRID,149
R3_D5,CLASS,J040,CURRENT_CROSS,1
R3_D5,CLASS,J040,D4_EXTRA,0
R3_D5,CLASS,J040,D5_EXTRA,1
R3_D5,CLASS,J040,D6_EXTRA,0
R3_D5,CLASS,J040,BASE_GRID,137
R3_D5,CLASS,J040,CURRENT_CROSS,1
R3_D5,CLASS,J040,D4_EXTRA,3
R3_D5,CLASS,J040,D5_EXTRA,9
R3_D5,CLASS,J040,D6_EXTRA,0
R3_D5,CLASS,J040,BASE_GRID,140
R3_D5,CLASS,J040,CURRENT_CROSS,2
R3_D5,CLASS,J040,D4_EXTRA,4
R3_D5,CLASS,J040,D5_EXTRA,1
R3_D5,CLASS,J040,D6_EXTRA,0
R3_D5,CLASS,J040,BASE_GRID,154
R3_D5,CLASS,J040,CURRENT_CROSS,0
R3_D5,CLASS,J040,D4_EXTRA,1
R3_D5,CLASS,J040,D5_EXTRA,2
R3_D5,CLASS,J040,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,148
R3_D5,CLASS,J100,CURRENT_CROSS,4
R3_D5,CLASS,J100,D4_EXTRA,0
R3_D5,CLASS,J100,D5_EXTRA,4
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,151
R3_D5,CLASS,J100,CURRENT_CROSS,1
R3_D5,CLASS,J100,D4_EXTRA,0
R3_D5,CLASS,J100,D5_EXTRA,4
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,142
R3_D5,CLASS,J100,CURRENT_CROSS,2
R3_D5,CLASS,J100,D4_EXTRA,0
R3_D5,CLASS,J100,D5_EXTRA,3
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,139
R3_D5,CLASS,J100,CURRENT_CROSS,3
R3_D5,CLASS,J100,D4_EXTRA,1
R3_D5,CLASS,J100,D5_EXTRA,0
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,149
R3_D5,CLASS,J100,CURRENT_CROSS,1
R3_D5,CLASS,J100,D4_EXTRA,2
R3_D5,CLASS,J100,D5_EXTRA,8
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,140
R3_D5,CLASS,J100,CURRENT_CROSS,2
R3_D5,CLASS,J100,D4_EXTRA,0
R3_D5,CLASS,J100,D5_EXTRA,2
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,146
R3_D5,CLASS,J100,CURRENT_CROSS,2
R3_D5,CLASS,J100,D4_EXTRA,0
R3_D5,CLASS,J100,D5_EXTRA,7
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,136
R3_D5,CLASS,J100,CURRENT_CROSS,2
R3_D5,CLASS,J100,D4_EXTRA,0
R3_D5,CLASS,J100,D5_EXTRA,7
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,148
R3_D5,CLASS,J100,CURRENT_CROSS,2
R3_D5,CLASS,J100,D4_EXTRA,0
R3_D5,CLASS,J100,D5_EXTRA,0
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,149
R3_D5,CLASS,J100,CURRENT_CROSS,1
R3_D5,CLASS,J100,D4_EXTRA,0
R3_D5,CLASS,J100,D5_EXTRA,1
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,146
R3_D5,CLASS,J100,CURRENT_CROSS,4
R3_D5,CLASS,J100,D4_EXTRA,0
R3_D5,CLASS,J100,D5_EXTRA,5
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,137
R3_D5,CLASS,J100,CURRENT_CROSS,1
R3_D5,CLASS,J100,D4_EXTRA,3
R3_D5,CLASS,J100,D5_EXTRA,9
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,140
R3_D5,CLASS,J100,CURRENT_CROSS,2
R3_D5,CLASS,J100,D4_EXTRA,4
R3_D5,CLASS,J100,D5_EXTRA,1
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,154
R3_D5,CLASS,J100,CURRENT_CROSS,0
R3_D5,CLASS,J100,D4_EXTRA,1
R3_D5,CLASS,J100,D5_EXTRA,2
R3_D5,CLASS,J100,D6_EXTRA,0
R3_D5,CLASS,J100,BASE_GRID,146
R3_D5,CLASS,J100,CURRENT_CROSS,0
R3_D5,CLASS,J100,D4_EXTRA,2
R3_D5,CLASS,J100,D5_EXTRA,5
R3_D5,CLASS,J100,D6_EXTRA,0
R4_D6,PF,PF,BASE_GRID,144
R4_D6,PF,PF,CURRENT_CROSS,0
R4_D6,PF,PF,D4_EXTRA,0
R4_D6,PF,PF,D5_EXTRA,2
R4_D6,PF,PF,D6_EXTRA,4
R4_D6,PF,PF,BASE_GRID,145
R4_D6,PF,PF,CURRENT_CROSS,1
R4_D6,PF,PF,D4_EXTRA,0
R4_D6,PF,PF,D5_EXTRA,4
R4_D6,PF,PF,D6_EXTRA,4
R4_D6,PF,PF,BASE_GRID,142
R4_D6,PF,PF,CURRENT_CROSS,2
R4_D6,PF,PF,D4_EXTRA,0
R4_D6,PF,PF,D5_EXTRA,2
R4_D6,PF,PF,D6_EXTRA,1
R4_D6,PF,PF,BASE_GRID,135
R4_D6,PF,PF,CURRENT_CROSS,3
R4_D6,PF,PF,D4_EXTRA,1
R4_D6,PF,PF,D5_EXTRA,0
R4_D6,PF,PF,D6_EXTRA,2
R4_D6,PF,PF,BASE_GRID,133
R4_D6,PF,PF,CURRENT_CROSS,1
R4_D6,PF,PF,D4_EXTRA,2
R4_D6,PF,PF,D5_EXTRA,5
R4_D6,PF,PF,D6_EXTRA,7
R4_D6,PF,PF,BASE_GRID,135
R4_D6,PF,PF,CURRENT_CROSS,3
R4_D6,PF,PF,D4_EXTRA,1
R4_D6,PF,PF,D5_EXTRA,0
R4_D6,PF,PF,D6_EXTRA,2
R4_D6,PF,PF,BASE_GRID,134
R4_D6,PF,PF,CURRENT_CROSS,4
R4_D6,PF,PF,D4_EXTRA,0
R4_D6,PF,PF,D5_EXTRA,6
R4_D6,PF,PF,D6_EXTRA,8
R4_D6,PF,PF,BASE_GRID,130
R4_D6,PF,PF,CURRENT_CROSS,2
R4_D6,PF,PF,D4_EXTRA,0
R4_D6,PF,PF,D5_EXTRA,5
R4_D6,PF,PF,D6_EXTRA,5
R4_D6,PF,PF,BASE_GRID,148
R4_D6,PF,PF,CURRENT_CROSS,2
R4_D6,PF,PF,D4_EXTRA,0
R4_D6,PF,PF,D5_EXTRA,0
R4_D6,PF,PF,D6_EXTRA,0
R4_D6,PF,PF,BASE_GRID,148
R4_D6,PF,PF,CURRENT_CROSS,2
R4_D6,PF,PF,D4_EXTRA,0
R4_D6,PF,PF,D5_EXTRA,0
R4_D6,PF,PF,D6_EXTRA,0
R4_D6,PF,PF,BASE_GRID,133
R4_D6,PF,PF,CURRENT_CROSS,5
R4_D6,PF,PF,D4_EXTRA,0
R4_D6,PF,PF,D5_EXTRA,3
R4_D6,PF,PF,D6_EXTRA,8
R4_D6,PF,PF,BASE_GRID,140
R4_D6,PF,PF,CURRENT_CROSS,2
R4_D6,PF,PF,D4_EXTRA,4
R4_D6,PF,PF,D5_EXTRA,1
R4_D6,PF,PF,D6_EXTRA,0
R4_D6,PF,PF,BASE_GRID,145
R4_D6,PF,PF,CURRENT_CROSS,1
R4_D6,PF,PF,D4_EXTRA,0
R4_D6,PF,PF,D5_EXTRA,1
R4_D6,PF,PF,D6_EXTRA,5
R4_D6,CLASS,J020,BASE_GRID,133
R4_D6,CLASS,J020,CURRENT_CROSS,1
R4_D6,CLASS,J020,D4_EXTRA,2
R4_D6,CLASS,J020,D5_EXTRA,5
R4_D6,CLASS,J020,D6_EXTRA,7
R4_D6,CLASS,J020,BASE_GRID,129
R4_D6,CLASS,J020,CURRENT_CROSS,5
R4_D6,CLASS,J020,D4_EXTRA,0
R4_D6,CLASS,J020,D5_EXTRA,6
R4_D6,CLASS,J020,D6_EXTRA,9
R4_D6,CLASS,J020,BASE_GRID,130
R4_D6,CLASS,J020,CURRENT_CROSS,2
R4_D6,CLASS,J020,D4_EXTRA,0
R4_D6,CLASS,J020,D5_EXTRA,5
R4_D6,CLASS,J020,D6_EXTRA,5
R4_D6,CLASS,J020,BASE_GRID,135
R4_D6,CLASS,J020,CURRENT_CROSS,3
R4_D6,CLASS,J020,D4_EXTRA,1
R4_D6,CLASS,J020,D5_EXTRA,0
R4_D6,CLASS,J020,D6_EXTRA,2
R4_D6,CLASS,J020,BASE_GRID,148
R4_D6,CLASS,J020,CURRENT_CROSS,2
R4_D6,CLASS,J020,D4_EXTRA,0
R4_D6,CLASS,J020,D5_EXTRA,0
R4_D6,CLASS,J020,D6_EXTRA,0
R4_D6,CLASS,J020,BASE_GRID,140
R4_D6,CLASS,J020,CURRENT_CROSS,2
R4_D6,CLASS,J020,D4_EXTRA,4
R4_D6,CLASS,J020,D5_EXTRA,1
R4_D6,CLASS,J020,D6_EXTRA,0
R4_D6,CLASS,J020,BASE_GRID,145
R4_D6,CLASS,J020,CURRENT_CROSS,1
R4_D6,CLASS,J020,D4_EXTRA,0
R4_D6,CLASS,J020,D5_EXTRA,1
R4_D6,CLASS,J020,D6_EXTRA,5
R4_D6,CLASS,J040,BASE_GRID,144
R4_D6,CLASS,J040,CURRENT_CROSS,0
R4_D6,CLASS,J040,D4_EXTRA,0
R4_D6,CLASS,J040,D5_EXTRA,2
R4_D6,CLASS,J040,D6_EXTRA,4
R4_D6,CLASS,J040,BASE_GRID,145
R4_D6,CLASS,J040,CURRENT_CROSS,1
R4_D6,CLASS,J040,D4_EXTRA,0
R4_D6,CLASS,J040,D5_EXTRA,4
R4_D6,CLASS,J040,D6_EXTRA,4
R4_D6,CLASS,J040,BASE_GRID,130
R4_D6,CLASS,J040,CURRENT_CROSS,2
R4_D6,CLASS,J040,D4_EXTRA,0
R4_D6,CLASS,J040,D5_EXTRA,5
R4_D6,CLASS,J040,D6_EXTRA,5
R4_D6,CLASS,J040,BASE_GRID,135
R4_D6,CLASS,J040,CURRENT_CROSS,3
R4_D6,CLASS,J040,D4_EXTRA,1
R4_D6,CLASS,J040,D5_EXTRA,0
R4_D6,CLASS,J040,D6_EXTRA,2
R4_D6,CLASS,J040,BASE_GRID,133
R4_D6,CLASS,J040,CURRENT_CROSS,1
R4_D6,CLASS,J040,D4_EXTRA,2
R4_D6,CLASS,J040,D5_EXTRA,5
R4_D6,CLASS,J040,D6_EXTRA,7
R4_D6,CLASS,J040,BASE_GRID,129
R4_D6,CLASS,J040,CURRENT_CROSS,5
R4_D6,CLASS,J040,D4_EXTRA,0
R4_D6,CLASS,J040,D5_EXTRA,6
R4_D6,CLASS,J040,D6_EXTRA,9
R4_D6,CLASS,J040,BASE_GRID,148
R4_D6,CLASS,J040,CURRENT_CROSS,2
R4_D6,CLASS,J040,D4_EXTRA,0
R4_D6,CLASS,J040,D5_EXTRA,0
R4_D6,CLASS,J040,D6_EXTRA,0
R4_D6,CLASS,J040,BASE_GRID,140
R4_D6,CLASS,J040,CURRENT_CROSS,2
R4_D6,CLASS,J040,D4_EXTRA,4
R4_D6,CLASS,J040,D5_EXTRA,1
R4_D6,CLASS,J040,D6_EXTRA,0
R4_D6,CLASS,J040,BASE_GRID,145
R4_D6,CLASS,J040,CURRENT_CROSS,1
R4_D6,CLASS,J040,D4_EXTRA,0
R4_D6,CLASS,J040,D5_EXTRA,1
R4_D6,CLASS,J040,D6_EXTRA,5
R4_D6,CLASS,J100,BASE_GRID,144
R4_D6,CLASS,J100,CURRENT_CROSS,0
R4_D6,CLASS,J100,D4_EXTRA,0
R4_D6,CLASS,J100,D5_EXTRA,2
R4_D6,CLASS,J100,D6_EXTRA,4
R4_D6,CLASS,J100,BASE_GRID,145
R4_D6,CLASS,J100,CURRENT_CROSS,1
R4_D6,CLASS,J100,D4_EXTRA,0
R4_D6,CLASS,J100,D5_EXTRA,4
R4_D6,CLASS,J100,D6_EXTRA,4
R4_D6,CLASS,J100,BASE_GRID,142
R4_D6,CLASS,J100,CURRENT_CROSS,2
R4_D6,CLASS,J100,D4_EXTRA,0
R4_D6,CLASS,J100,D5_EXTRA,2
R4_D6,CLASS,J100,D6_EXTRA,1
R4_D6,CLASS,J100,BASE_GRID,135
R4_D6,CLASS,J100,CURRENT_CROSS,3
R4_D6,CLASS,J100,D4_EXTRA,1
R4_D6,CLASS,J100,D5_EXTRA,0
R4_D6,CLASS,J100,D6_EXTRA,2
R4_D6,CLASS,J100,BASE_GRID,133
R4_D6,CLASS,J100,CURRENT_CROSS,1
R4_D6,CLASS,J100,D4_EXTRA,2
R4_D6,CLASS,J100,D5_EXTRA,5
R4_D6,CLASS,J100,D6_EXTRA,7
R4_D6,CLASS,J100,BASE_GRID,134
R4_D6,CLASS,J100,CURRENT_CROSS,4
R4_D6,CLASS,J100,D4_EXTRA,0
R4_D6,CLASS,J100,D5_EXTRA,6
R4_D6,CLASS,J100,D6_EXTRA,8
R4_D6,CLASS,J100,BASE_GRID,130
R4_D6,CLASS,J100,CURRENT_CROSS,2
R4_D6,CLASS,J100,D4_EXTRA,0
R4_D6,CLASS,J100,D5_EXTRA,5
R4_D6,CLASS,J100,D6_EXTRA,5
R4_D6,CLASS,J100,BASE_GRID,148
R4_D6,CLASS,J100,CURRENT_CROSS,2
R4_D6,CLASS,J100,D4_EXTRA,0
R4_D6,CLASS,J100,D5_EXTRA,0
R4_D6,CLASS,J100,D6_EXTRA,0
R4_D6,CLASS,J100,BASE_GRID,133
R4_D6,CLASS,J100,CURRENT_CROSS,5
R4_D6,CLASS,J100,D4_EXTRA,0
R4_D6,CLASS,J100,D5_EXTRA,3
R4_D6,CLASS,J100,D6_EXTRA,8
R4_D6,CLASS,J100,BASE_GRID,140
R4_D6,CLASS,J100,CURRENT_CROSS,2
R4_D6,CLASS,J100,D4_EXTRA,4
R4_D6,CLASS,J100,D5_EXTRA,1
R4_D6,CLASS,J100,D6_EXTRA,0
R4_D6,CLASS,J100,BASE_GRID,145
R4_D6,CLASS,J100,CURRENT_CROSS,1
R4_D6,CLASS,J100,D4_EXTRA,0
R4_D6,CLASS,J100,D5_EXTRA,1
R4_D6,CLASS,J100,D6_EXTRA,5
