density,first_egress,first_interval_start,fixed_release,flow_id,frame_size,instances_per_hypercycle,kind,last_interval_start,period_ticks,relative_deadline_ticks,release_ticks,scale,scenario,self_collision,topology,tx_ticks
D100,PLC_C03_M01,547,True,CMD_PLC_C03_M01_A4_C03_M01,1375,16,ControlCommand,75547,5000,4000,547,M,M_RING,False,RING,11
D100,PLC_C03_M02,756,True,CMD_PLC_C03_M02_A1_C03_M02,1375,16,ControlCommand,75756,5000,4000,756,M,M_RING,False,RING,11
D100,PLC_C03_M02,542,True,CMD_PLC_C03_M02_A2_C03_M02,1375,16,ControlCommand,75542,5000,4000,542,M,M_RING,False,RING,11
D100,PLC_C03_M02,181,True,CMD_PLC_C03_M02_A3_C03_M02,1375,16,ControlCommand,75181,5000,4000,181,M,M_RING,False,RING,11
D100,PLC_C03_M02,113,True,CMD_PLC_C03_M02_A4_C03_M02,1375,16,ControlCommand,75113,5000,4000,113,M,M_RING,False,RING,11
D100,PLC_C03_M03,879,True,CMD_PLC_C03_M03_A1_C03_M03,1375,16,ControlCommand,75879,5000,4000,879,M,M_RING,False,RING,11
D100,PLC_C03_M03,453,True,CMD_PLC_C03_M03_A2_C03_M03,1375,16,ControlCommand,75453,5000,4000,453,M,M_RING,False,RING,11
D100,PLC_C03_M03,39,True,CMD_PLC_C03_M03_A3_C03_M03,1375,16,ControlCommand,75039,5000,4000,39,M,M_RING,False,RING,11
D100,PLC_C03_M03,838,True,CMD_PLC_C03_M03_A4_C03_M03,1375,16,ControlCommand,75838,5000,4000,838,M,M_RING,False,RING,11
D100,PLC_C04_M01,34,True,CMD_PLC_C04_M01_A1_C04_M01,1375,16,ControlCommand,75034,5000,4000,34,M,M_RING,False,RING,11
D100,PLC_C04_M01,276,True,CMD_PLC_C04_M01_A2_C04_M01,1375,16,ControlCommand,75276,5000,4000,276,M,M_RING,False,RING,11
D100,PLC_C04_M01,755,True,CMD_PLC_C04_M01_A3_C04_M01,1375,16,ControlCommand,75755,5000,4000,755,M,M_RING,False,RING,11
D100,PLC_C04_M01,447,True,CMD_PLC_C04_M01_A4_C04_M01,1375,16,ControlCommand,75447,5000,4000,447,M,M_RING,False,RING,11
D100,PLC_C04_M02,324,True,CMD_PLC_C04_M02_A1_C04_M02,1375,16,ControlCommand,75324,5000,4000,324,M,M_RING,False,RING,11
D100,PLC_C04_M02,843,True,CMD_PLC_C04_M02_A2_C04_M02,1375,16,ControlCommand,75843,5000,4000,843,M,M_RING,False,RING,11
D100,PLC_C04_M02,142,True,CMD_PLC_C04_M02_A3_C04_M02,1375,16,ControlCommand,75142,5000,4000,142,M,M_RING,False,RING,11
D100,PLC_C04_M02,743,True,CMD_PLC_C04_M02_A4_C04_M02,1375,16,ControlCommand,75743,5000,4000,743,M,M_RING,False,RING,11
D100,PLC_C04_M03,960,True,CMD_PLC_C04_M03_A1_C04_M03,1375,16,ControlCommand,75960,5000,4000,960,M,M_RING,False,RING,11
D100,PLC_C04_M03,130,True,CMD_PLC_C04_M03_A2_C04_M03,1375,16,ControlCommand,75130,5000,4000,130,M,M_RING,False,RING,11
D100,PLC_C04_M03,99,True,CMD_PLC_C04_M03_A3_C04_M03,1375,16,ControlCommand,75099,5000,4000,99,M,M_RING,False,RING,11
D100,PLC_C04_M03,723,True,CMD_PLC_C04_M03_A4_C04_M03,1375,16,ControlCommand,75723,5000,4000,723,M,M_RING,False,RING,11
D100,PLC_C05_M01,679,True,CMD_PLC_C05_M01_A1_C05_M01,1375,16,ControlCommand,75679,5000,4000,679,M,M_RING,False,RING,11
D100,PLC_C05_M01,813,True,CMD_PLC_C05_M01_A2_C05_M01,1375,16,ControlCommand,75813,5000,4000,813,M,M_RING,False,RING,11
D100,PLC_C05_M01,317,True,CMD_PLC_C05_M01_A3_C05_M01,1375,16,ControlCommand,75317,5000,4000,317,M,M_RING,False,RING,11
D100,PLC_C05_M01,876,True,CMD_PLC_C05_M01_A4_C05_M01,1375,16,ControlCommand,75876,5000,4000,876,M,M_RING,False,RING,11
D100,PLC_C05_M02,154,True,CMD_PLC_C05_M02_A1_C05_M02,1375,16,ControlCommand,75154,5000,4000,154,M,M_RING,False,RING,11
D100,PLC_C05_M02,738,True,CMD_PLC_C05_M02_A2_C05_M02,1375,16,ControlCommand,75738,5000,4000,738,M,M_RING,False,RING,11
D100,PLC_C05_M02,886,True,CMD_PLC_C05_M02_A3_C05_M02,1375,16,ControlCommand,75886,5000,4000,886,M,M_RING,False,RING,11
D100,PLC_C05_M02,434,True,CMD_PLC_C05_M02_A4_C05_M02,1375,16,ControlCommand,75434,5000,4000,434,M,M_RING,False,RING,11
D100,PLC_C05_M03,318,True,CMD_PLC_C05_M03_A1_C05_M03,1375,16,ControlCommand,75318,5000,4000,318,M,M_RING,False,RING,11
D100,PLC_C05_M03,961,True,CMD_PLC_C05_M03_A2_C05_M03,1375,16,ControlCommand,75961,5000,4000,961,M,M_RING,False,RING,11
D100,PLC_C05_M03,677,True,CMD_PLC_C05_M03_A3_C05_M03,1375,16,ControlCommand,75677,5000,4000,677,M,M_RING,False,RING,11
D100,PLC_C05_M03,653,True,CMD_PLC_C05_M03_A4_C05_M03,1375,16,ControlCommand,75653,5000,4000,653,M,M_RING,False,RING,11
D100,PLC_C06_M01,11,True,CMD_PLC_C06_M01_A1_C06_M01,1375,16,ControlCommand,75011,5000,4000,11,M,M_RING,False,RING,11
D100,PLC_C06_M01,185,True,CMD_PLC_C06_M01_A2_C06_M01,1375,16,ControlCommand,75185,5000,4000,185,M,M_RING,False,RING,11
D100,PLC_C06_M01,994,True,CMD_PLC_C06_M01_A3_C06_M01,1375,16,ControlCommand,75994,5000,4000,994,M,M_RING,False,RING,11
D100,PLC_C06_M01,489,True,CMD_PLC_C06_M01_A4_C06_M01,1375,16,ControlCommand,75489,5000,4000,489,M,M_RING,False,RING,11
D100,PLC_C06_M02,594,True,CMD_PLC_C06_M02_A1_C06_M02,1375,16,ControlCommand,75594,5000,4000,594,M,M_RING,False,RING,11
D100,PLC_C06_M02,595,True,CMD_PLC_C06_M02_A2_C06_M02,1375,16,ControlCommand,75595,5000,4000,595,M,M_RING,False,RING,11
D100,PLC_C06_M02,985,True,CMD_PLC_C06_M02_A3_C06_M02,1375,16,ControlCommand,75985,5000,4000,985,M,M_RING,False,RING,11
D100,PLC_C06_M02,979,True,CMD_PLC_C06_M02_A4_C06_M02,1375,16,ControlCommand,75979,5000,4000,979,M,M_RING,False,RING,11
D100,PLC_C06_M03,85,True,CMD_PLC_C06_M03_A1_C06_M03,1375,16,ControlCommand,75085,5000,4000,85,M,M_RING,False,RING,11
D100,PLC_C06_M03,386,True,CMD_PLC_C06_M03_A2_C06_M03,1375,16,ControlCommand,75386,5000,4000,386,M,M_RING,False,RING,11
D100,PLC_C06_M03,964,True,CMD_PLC_C06_M03_A3_C06_M03,1375,16,ControlCommand,75964,5000,4000,964,M,M_RING,False,RING,11
D100,PLC_C06_M03,825,True,CMD_PLC_C06_M03_A4_C06_M03,1375,16,ControlCommand,75825,5000,4000,825,M,M_RING,False,RING,11
D100,PLC_C07_M01,687,True,CMD_PLC_C07_M01_A1_C07_M01,1375,16,ControlCommand,75687,5000,4000,687,M,M_RING,False,RING,11
D100,PLC_C07_M01,975,True,CMD_PLC_C07_M01_A2_C07_M01,1375,16,ControlCommand,75975,5000,4000,975,M,M_RING,False,RING,11
D100,PLC_C07_M01,843,True,CMD_PLC_C07_M01_A3_C07_M01,1375,16,ControlCommand,75843,5000,4000,843,M,M_RING,False,RING,11
D100,PLC_C07_M01,295,True,CMD_PLC_C07_M01_A4_C07_M01,1375,16,ControlCommand,75295,5000,4000,295,M,M_RING,False,RING,11
D100,PLC_C07_M02,175,True,CMD_PLC_C07_M02_A1_C07_M02,1375,16,ControlCommand,75175,5000,4000,175,M,M_RING,False,RING,11
D100,PLC_C07_M02,982,True,CMD_PLC_C07_M02_A2_C07_M02,1375,16,ControlCommand,75982,5000,4000,982,M,M_RING,False,RING,11
D100,PLC_C07_M02,309,True,CMD_PLC_C07_M02_A3_C07_M02,1375,16,ControlCommand,75309,5000,4000,309,M,M_RING,False,RING,11
D100,PLC_C07_M02,399,True,CMD_PLC_C07_M02_A4_C07_M02,1375,16,ControlCommand,75399,5000,4000,399,M,M_RING,False,RING,11
D100,PLC_C07_M03,761,True,CMD_PLC_C07_M03_A1_C07_M03,1375,16,ControlCommand,75761,5000,4000,761,M,M_RING,False,RING,11
D100,PLC_C07_M03,581,True,CMD_PLC_C07_M03_A2_C07_M03,1375,16,ControlCommand,75581,5000,4000,581,M,M_RING,False,RING,11
D100,PLC_C07_M03,1,True,CMD_PLC_C07_M03_A3_C07_M03,1375,16,ControlCommand,75001,5000,4000,1,M,M_RING,False,RING,11
D100,PLC_C07_M03,402,True,CMD_PLC_C07_M03_A4_C07_M03,1375,16,ControlCommand,75402,5000,4000,402,M,M_RING,False,RING,11
D100,PLC_C08_M01,579,True,CMD_PLC_C08_M01_A1_C08_M01,1375,16,ControlCommand,75579,5000,4000,579,M,M_RING,False,RING,11
D100,PLC_C08_M01,248,True,CMD_PLC_C08_M01_A2_C08_M01,1375,16,ControlCommand,75248,5000,4000,248,M,M_RING,False,RING,11
D100,PLC_C08_M01,922,True,CMD_PLC_C08_M01_A3_C08_M01,1375,16,ControlCommand,75922,5000,4000,922,M,M_RING,False,RING,11
D100,PLC_C08_M01,372,True,CMD_PLC_C08_M01_A4_C08_M01,1375,16,ControlCommand,75372,5000,4000,372,M,M_RING,False,RING,11
D100,PLC_C08_M02,911,True,CMD_PLC_C08_M02_A1_C08_M02,1375,16,ControlCommand,75911,5000,4000,911,M,M_RING,False,RING,11
D100,PLC_C08_M02,153,True,CMD_PLC_C08_M02_A2_C08_M02,1375,16,ControlCommand,75153,5000,4000,153,M,M_RING,False,RING,11
D100,PLC_C08_M02,704,True,CMD_PLC_C08_M02_A3_C08_M02,1375,16,ControlCommand,75704,5000,4000,704,M,M_RING,False,RING,11
D100,PLC_C08_M02,535,True,CMD_PLC_C08_M02_A4_C08_M02,1375,16,ControlCommand,75535,5000,4000,535,M,M_RING,False,RING,11
D100,PLC_C08_M03,300,True,CMD_PLC_C08_M03_A1_C08_M03,1375,16,ControlCommand,75300,5000,4000,300,M,M_RING,False,RING,11
D100,PLC_C08_M03,30,True,CMD_PLC_C08_M03_A2_C08_M03,1375,16,ControlCommand,75030,5000,4000,30,M,M_RING,False,RING,11
D100,PLC_C08_M03,330,True,CMD_PLC_C08_M03_A3_C08_M03,1375,16,ControlCommand,75330,5000,4000,330,M,M_RING,False,RING,11
D100,PLC_C08_M03,847,True,CMD_PLC_C08_M03_A4_C08_M03,1375,16,ControlCommand,75847,5000,4000,847,M,M_RING,False,RING,11
D100,CC_C01,908,True,COORD_CC_C01_PLC_C01_M01,3250,2,MachineCoordination,40908,40000,30000,908,M,M_RING,False,RING,26
D100,CC_C01,427,True,COORD_CC_C01_PLC_C01_M02,3250,2,MachineCoordination,40427,40000,30000,427,M,M_RING,False,RING,26
D100,CC_C01,2569,True,COORD_CC_C01_PLC_C01_M03,3250,2,MachineCoordination,42569,40000,30000,2569,M,M_RING,False,RING,26
D100,CC_C02,3177,True,COORD_CC_C02_PLC_C02_M01,3250,2,MachineCoordination,43177,40000,30000,3177,M,M_RING,False,RING,26
D100,CC_C02,3126,True,COORD_CC_C02_PLC_C02_M02,3250,2,MachineCoordination,43126,40000,30000,3126,M,M_RING,False,RING,26
D100,CC_C02,4531,True,COORD_CC_C02_PLC_C02_M03,3250,2,MachineCoordination,44531,40000,30000,4531,M,M_RING,False,RING,26
D100,CC_C03,6518,True,COORD_CC_C03_PLC_C03_M01,3250,2,MachineCoordination,46518,40000,30000,6518,M,M_RING,False,RING,26
D100,CC_C03,2158,True,COORD_CC_C03_PLC_C03_M02,3250,2,MachineCoordination,42158,40000,30000,2158,M,M_RING,False,RING,26
D100,CC_C03,6652,True,COORD_CC_C03_PLC_C03_M03,3250,2,MachineCoordination,46652,40000,30000,6652,M,M_RING,False,RING,26
D100,CC_C04,945,True,COORD_CC_C04_PLC_C04_M01,3250,2,MachineCoordination,40945,40000,30000,945,M,M_RING,False,RING,26
D100,CC_C04,2224,True,COORD_CC_C04_PLC_C04_M02,3250,2,MachineCoordination,42224,40000,30000,2224,M,M_RING,False,RING,26
D100,CC_C04,1397,True,COORD_CC_C04_PLC_C04_M03,3250,2,MachineCoordination,41397,40000,30000,1397,M,M_RING,False,RING,26
D100,CC_C05,7603,True,COORD_CC_C05_PLC_C05_M01,3250,2,MachineCoordination,47603,40000,30000,7603,M,M_RING,False,RING,26
D100,CC_C05,7608,True,COORD_CC_C05_PLC_C05_M02,3250,2,MachineCoordination,47608,40000,30000,7608,M,M_RING,False,RING,26
D100,CC_C05,4229,True,COORD_CC_C05_PLC_C05_M03,3250,2,MachineCoordination,44229,40000,30000,4229,M,M_RING,False,RING,26
D100,CC_C06,7838,True,COORD_CC_C06_PLC_C06_M01,3250,2,MachineCoordination,47838,40000,30000,7838,M,M_RING,False,RING,26
D100,CC_C06,1006,True,COORD_CC_C06_PLC_C06_M02,3250,2,MachineCoordination,41006,40000,30000,1006,M,M_RING,False,RING,26
D100,CC_C06,7395,True,COORD_CC_C06_PLC_C06_M03,3250,2,MachineCoordination,47395,40000,30000,7395,M,M_RING,False,RING,26
D100,CC_C07,455,True,COORD_CC_C07_PLC_C07_M01,3250,2,MachineCoordination,40455,40000,30000,455,M,M_RING,False,RING,26
D100,CC_C07,2480,True,COORD_CC_C07_PLC_C07_M02,3250,2,MachineCoordination,42480,40000,30000,2480,M,M_RING,False,RING,26
D100,CC_C07,3959,True,COORD_CC_C07_PLC_C07_M03,3250,2,MachineCoordination,43959,40000,30000,3959,M,M_RING,False,RING,26
D100,CC_C08,2522,True,COORD_CC_C08_PLC_C08_M01,3250,2,MachineCoordination,42522,40000,30000,2522,M,M_RING,False,RING,26
D100,CC_C08,5725,True,COORD_CC_C08_PLC_C08_M02,3250,2,MachineCoordination,45725,40000,30000,5725,M,M_RING,False,RING,26
D100,CC_C08,865,True,COORD_CC_C08_PLC_C08_M03,3250,2,MachineCoordination,40865,40000,30000,865,M,M_RING,False,RING,26
D100,CC_C01,4715,True,IC_NEXT_CC_C01,5875,1,InterCellNext,4715,80000,60000,4715,M,M_RING,False,RING,47
D100,CC_C02,3301,True,IC_NEXT_CC_C02,5875,1,InterCellNext,3301,80000,60000,3301,M,M_RING,False,RING,47
D100,CC_C03,10625,True,IC_NEXT_CC_C03,5875,1,InterCellNext,10625,80000,60000,10625,M,M_RING,False,RING,47
D100,CC_C04,13065,True,IC_NEXT_CC_C04,5875,1,InterCellNext,13065,80000,60000,13065,M,M_RING,False,RING,47
D100,CC_C05,3536,True,IC_NEXT_CC_C05,5875,1,InterCellNext,3536,80000,60000,3536,M,M_RING,False,RING,47
D100,CC_C06,1273,True,IC_NEXT_CC_C06,5875,1,InterCellNext,1273,80000,60000,1273,M,M_RING,False,RING,47
D100,CC_C07,10830,True,IC_NEXT_CC_C07,5875,1,InterCellNext,10830,80000,60000,10830,M,M_RING,False,RING,47
D100,CC_C08,14990,True,IC_NEXT_CC_C08,5875,1,InterCellNext,14990,80000,60000,14990,M,M_RING,False,RING,47
D100,CC_C01,11857,True,IC_PREV_CC_C01,5875,1,InterCellPrevious,11857,80000,60000,11857,M,M_RING,False,RING,47
D100,CC_C02,15844,True,IC_PREV_CC_C02,5875,1,InterCellPrevious,15844,80000,60000,15844,M,M_RING,False,RING,47
D100,CC_C03,6483,True,IC_PREV_CC_C03,5875,1,InterCellPrevious,6483,80000,60000,6483,M,M_RING,False,RING,47
D100,CC_C04,2343,True,IC_PREV_CC_C04,5875,1,InterCellPrevious,2343,80000,60000,2343,M,M_RING,False,RING,47
D100,CC_C05,9175,True,IC_PREV_CC_C05,5875,1,InterCellPrevious,9175,80000,60000,9175,M,M_RING,False,RING,47
D100,CC_C06,3162,True,IC_PREV_CC_C06,5875,1,InterCellPrevious,3162,80000,60000,3162,M,M_RING,False,RING,47
D100,CC_C07,2273,True,IC_PREV_CC_C07,5875,1,InterCellPrevious,2273,80000,60000,2273,M,M_RING,False,RING,47
D100,CC_C08,207,True,IC_PREV_CC_C08,5875,1,InterCellPrevious,207,80000,60000,207,M,M_RING,False,RING,47
D100,S1_C01_M01,406,True,SC_S1_C01_M01,2000,4,SensorCyclic,60406,20000,15000,406,M,M_RING,False,RING,16
D100,S1_C01_M02,2255,True,SC_S1_C01_M02,2000,4,SensorCyclic,62255,20000,15000,2255,M,M_RING,False,RING,16
D100,S1_C01_M03,292,True,SC_S1_C01_M03,2000,4,SensorCyclic,60292,20000,15000,292,M,M_RING,False,RING,16
D100,S1_C02_M01,3267,True,SC_S1_C02_M01,2000,4,SensorCyclic,63267,20000,15000,3267,M,M_RING,False,RING,16
D100,S1_C02_M02,3973,True,SC_S1_C02_M02,2000,4,SensorCyclic,63973,20000,15000,3973,M,M_RING,False,RING,16
D100,S1_C02_M03,3451,True,SC_S1_C02_M03,2000,4,SensorCyclic,63451,20000,15000,3451,M,M_RING,False,RING,16
D100,S1_C03_M01,3473,True,SC_S1_C03_M01,2000,4,SensorCyclic,63473,20000,15000,3473,M,M_RING,False,RING,16
D100,S1_C03_M02,905,True,SC_S1_C03_M02,2000,4,SensorCyclic,60905,20000,15000,905,M,M_RING,False,RING,16
D100,S1_C03_M03,1861,True,SC_S1_C03_M03,2000,4,SensorCyclic,61861,20000,15000,1861,M,M_RING,False,RING,16
D100,S1_C04_M01,2959,True,SC_S1_C04_M01,2000,4,SensorCyclic,62959,20000,15000,2959,M,M_RING,False,RING,16
D100,S1_C04_M02,573,True,SC_S1_C04_M02,2000,4,SensorCyclic,60573,20000,15000,573,M,M_RING,False,RING,16
D100,S1_C04_M03,1465,True,SC_S1_C04_M03,2000,4,SensorCyclic,61465,20000,15000,1465,M,M_RING,False,RING,16
D100,S1_C05_M01,951,True,SC_S1_C05_M01,2000,4,SensorCyclic,60951,20000,15000,951,M,M_RING,False,RING,16
D100,S1_C05_M02,1997,True,SC_S1_C05_M02,2000,4,SensorCyclic,61997,20000,15000,1997,M,M_RING,False,RING,16
D100,S1_C05_M03,3142,True,SC_S1_C05_M03,2000,4,SensorCyclic,63142,20000,15000,3142,M,M_RING,False,RING,16
D100,S1_C06_M01,1909,True,SC_S1_C06_M01,2000,4,SensorCyclic,61909,20000,15000,1909,M,M_RING,False,RING,16
D100,S1_C06_M02,2117,True,SC_S1_C06_M02,2000,4,SensorCyclic,62117,20000,15000,2117,M,M_RING,False,RING,16
D100,S1_C06_M03,1851,True,SC_S1_C06_M03,2000,4,SensorCyclic,61851,20000,15000,1851,M,M_RING,False,RING,16
D100,S1_C07_M01,3878,True,SC_S1_C07_M01,2000,4,SensorCyclic,63878,20000,15000,3878,M,M_RING,False,RING,16
D100,S1_C07_M02,3304,True,SC_S1_C07_M02,2000,4,SensorCyclic,63304,20000,15000,3304,M,M_RING,False,RING,16
D100,S1_C07_M03,1569,True,SC_S1_C07_M03,2000,4,SensorCyclic,61569,20000,15000,1569,M,M_RING,False,RING,16
D100,S1_C08_M01,1715,True,SC_S1_C08_M01,2000,4,SensorCyclic,61715,20000,15000,1715,M,M_RING,False,RING,16
D100,S1_C08_M02,3562,True,SC_S1_C08_M02,2000,4,SensorCyclic,63562,20000,15000,3562,M,M_RING,False,RING,16
D100,S1_C08_M03,2172,True,SC_S1_C08_M03,2000,4,SensorCyclic,62172,20000,15000,2172,M,M_RING,False,RING,16
D100,S2_C01_M01,1411,True,SC_S2_C01_M01,2000,4,SensorCyclic,61411,20000,15000,1411,M,M_RING,False,RING,16
D100,S2_C01_M02,2223,True,SC_S2_C01_M02,2000,4,SensorCyclic,62223,20000,15000,2223,M,M_RING,False,RING,16
D100,S2_C01_M03,1113,True,SC_S2_C01_M03,2000,4,SensorCyclic,61113,20000,15000,1113,M,M_RING,False,RING,16
D100,S2_C02_M01,348,True,SC_S2_C02_M01,2000,4,SensorCyclic,60348,20000,15000,348,M,M_RING,False,RING,16
D100,S2_C02_M02,2860,True,SC_S2_C02_M02,2000,4,SensorCyclic,62860,20000,15000,2860,M,M_RING,False,RING,16
D100,S2_C02_M03,3974,True,SC_S2_C02_M03,2000,4,SensorCyclic,63974,20000,15000,3974,M,M_RING,False,RING,16
D100,S2_C03_M01,2325,True,SC_S2_C03_M01,2000,4,SensorCyclic,62325,20000,15000,2325,M,M_RING,False,RING,16
D100,S2_C03_M02,3217,True,SC_S2_C03_M02,2000,4,SensorCyclic,63217,20000,15000,3217,M,M_RING,False,RING,16
D100,S2_C03_M03,307,True,SC_S2_C03_M03,2000,4,SensorCyclic,60307,20000,15000,307,M,M_RING,False,RING,16
D100,S2_C04_M01,1430,True,SC_S2_C04_M01,2000,4,SensorCyclic,61430,20000,15000,1430,M,M_RING,False,RING,16
D100,S2_C04_M02,614,True,SC_S2_C04_M02,2000,4,SensorCyclic,60614,20000,15000,614,M,M_RING,False,RING,16
D100,S2_C04_M03,1282,True,SC_S2_C04_M03,2000,4,SensorCyclic,61282,20000,15000,1282,M,M_RING,False,RING,16
D100,S2_C05_M01,2500,True,SC_S2_C05_M01,2000,4,SensorCyclic,62500,20000,15000,2500,M,M_RING,False,RING,16
D100,S2_C05_M02,3298,True,SC_S2_C05_M02,2000,4,SensorCyclic,63298,20000,15000,3298,M,M_RING,False,RING,16
D100,S2_C05_M03,3998,True,SC_S2_C05_M03,2000,4,SensorCyclic,63998,20000,15000,3998,M,M_RING,False,RING,16
D100,S2_C06_M01,2609,True,SC_S2_C06_M01,2000,4,SensorCyclic,62609,20000,15000,2609,M,M_RING,False,RING,16
D100,S2_C06_M02,864,True,SC_S2_C06_M02,2000,4,SensorCyclic,60864,20000,15000,864,M,M_RING,False,RING,16
D100,S2_C06_M03,2682,True,SC_S2_C06_M03,2000,4,SensorCyclic,62682,20000,15000,2682,M,M_RING,False,RING,16
D100,S2_C07_M01,1705,True,SC_S2_C07_M01,2000,4,SensorCyclic,61705,20000,15000,1705,M,M_RING,False,RING,16
D100,S2_C07_M02,146,True,SC_S2_C07_M02,2000,4,SensorCyclic,60146,20000,15000,146,M,M_RING,False,RING,16
D100,S2_C07_M03,1346,True,SC_S2_C07_M03,2000,4,SensorCyclic,61346,20000,15000,1346,M,M_RING,False,RING,16
D100,S2_C08_M01,1391,True,SC_S2_C08_M01,2000,4,SensorCyclic,61391,20000,15000,1391,M,M_RING,False,RING,16
D100,S2_C08_M02,3026,True,SC_S2_C08_M02,2000,4,SensorCyclic,63026,20000,15000,3026,M,M_RING,False,RING,16
D100,S2_C08_M03,2955,True,SC_S2_C08_M03,2000,4,SensorCyclic,62955,20000,15000,2955,M,M_RING,False,RING,16
D100,S3_C01_M01,3935,True,SC_S3_C01_M01,2000,4,SensorCyclic,63935,20000,15000,3935,M,M_RING,False,RING,16
D100,S3_C01_M02,3770,True,SC_S3_C01_M02,2000,4,SensorCyclic,63770,20000,15000,3770,M,M_RING,False,RING,16
D100,S3_C01_M03,36,True,SC_S3_C01_M03,2000,4,SensorCyclic,60036,20000,15000,36,M,M_RING,False,RING,16
D100,S3_C02_M01,3997,True,SC_S3_C02_M01,2000,4,SensorCyclic,63997,20000,15000,3997,M,M_RING,False,RING,16
D100,S3_C02_M02,2494,True,SC_S3_C02_M02,2000,4,SensorCyclic,62494,20000,15000,2494,M,M_RING,False,RING,16
