link,q_num,rate,t_proc,t_prop
"(458, 65)",8,1,0,0
"(66, 460)",8,1,0,0
"(460, 66)",8,1,0,0
"(67, 462)",8,1,0,0
"(462, 67)",8,1,0,0
"(68, 464)",8,1,0,0
"(464, 68)",8,1,0,0
"(69, 466)",8,1,0,0
"(466, 69)",8,1,0,0
"(70, 468)",8,1,0,0
"(468, 70)",8,1,0,0
"(71, 470)",8,1,0,0
"(470, 71)",8,1,0,0
"(72, 473)",8,1,0,0
"(473, 72)",8,1,0,0
"(73, 475)",8,1,0,0
"(475, 73)",8,1,0,0
"(74, 477)",8,1,0,0
"(477, 74)",8,1,0,0
"(75, 479)",8,1,0,0
"(479, 75)",8,1,0,0
"(76, 481)",8,1,0,0
"(481, 76)",8,1,0,0
"(77, 483)",8,1,0,0
"(483, 77)",8,1,0,0
"(78, 485)",8,1,0,0
"(485, 78)",8,1,0,0
"(79, 487)",8,1,0,0
"(487, 79)",8,1,0,0
"(80, 490)",8,1,0,0
"(490, 80)",8,1,0,0
"(81, 492)",8,1,0,0
"(492, 81)",8,1,0,0
"(82, 494)",8,1,0,0
"(494, 82)",8,1,0,0
"(83, 496)",8,1,0,0
"(496, 83)",8,1,0,0
"(84, 498)",8,1,0,0
"(498, 84)",8,1,0,0
"(85, 500)",8,1,0,0
"(500, 85)",8,1,0,0
"(86, 502)",8,1,0,0
"(502, 86)",8,1,0,0
"(87, 504)",8,1,0,0
"(504, 87)",8,1,0,0
"(88, 507)",8,1,0,0
"(507, 88)",8,1,0,0
"(89, 509)",8,1,0,0
"(509, 89)",8,1,0,0
"(90, 511)",8,1,0,0
"(511, 90)",8,1,0,0
"(91, 513)",8,1,0,0
"(513, 91)",8,1,0,0
"(92, 515)",8,1,0,0
"(515, 92)",8,1,0,0
"(93, 517)",8,1,0,0
"(517, 93)",8,1,0,0
"(94, 519)",8,1,0,0
"(519, 94)",8,1,0,0
"(95, 521)",8,1,0,0
"(521, 95)",8,1,0,0
"(96, 524)",8,1,0,0
"(524, 96)",8,1,0,0
"(97, 526)",8,1,0,0
"(526, 97)",8,1,0,0
"(98, 528)",8,1,0,0
"(528, 98)",8,1,0,0
"(99, 530)",8,1,0,0
"(530, 99)",8,1,0,0
"(100, 532)",8,1,0,0
"(532, 100)",8,1,0,0
"(101, 534)",8,1,0,0
"(534, 101)",8,1,0,0
"(102, 536)",8,1,0,0
"(536, 102)",8,1,0,0
"(103, 538)",8,1,0,0
"(538, 103)",8,1,0,0
"(104, 541)",8,1,0,0
"(541, 104)",8,1,0,0
"(105, 543)",8,1,0,0
"(543, 105)",8,1,0,0
"(106, 545)",8,1,0,0
"(545, 106)",8,1,0,0
"(107, 547)",8,1,0,0
"(547, 107)",8,1,0,0
"(108, 549)",8,1,0,0
"(549, 108)",8,1,0,0
"(109, 551)",8,1,0,0
"(551, 109)",8,1,0,0
"(110, 553)",8,1,0,0
"(553, 110)",8,1,0,0
"(111, 555)",8,1,0,0
"(555, 111)",8,1,0,0
"(112, 558)",8,1,0,0
"(558, 112)",8,1,0,0
"(113, 560)",8,1,0,0
"(560, 113)",8,1,0,0
"(114, 562)",8,1,0,0
"(562, 114)",8,1,0,0
"(115, 564)",8,1,0,0
"(564, 115)",8,1,0,0
"(116, 566)",8,1,0,0
"(566, 116)",8,1,0,0
"(117, 568)",8,1,0,0
"(568, 117)",8,1,0,0
"(118, 570)",8,1,0,0
"(570, 118)",8,1,0,0
"(119, 572)",8,1,0,0
"(572, 119)",8,1,0,0
"(120, 575)",8,1,0,0
"(575, 120)",8,1,0,0
"(121, 577)",8,1,0,0
"(577, 121)",8,1,0,0
"(122, 579)",8,1,0,0
"(579, 122)",8,1,0,0
"(123, 581)",8,1,0,0
"(581, 123)",8,1,0,0
"(124, 583)",8,1,0,0
"(583, 124)",8,1,0,0
"(125, 585)",8,1,0,0
"(585, 125)",8,1,0,0
"(126, 587)",8,1,0,0
"(587, 126)",8,1,0,0
"(127, 589)",8,1,0,0
"(589, 127)",8,1,0,0
"(128, 592)",8,1,0,0
"(592, 128)",8,1,0,0
"(129, 594)",8,1,0,0
"(594, 129)",8,1,0,0
"(130, 596)",8,1,0,0
"(596, 130)",8,1,0,0
"(131, 598)",8,1,0,0
"(598, 131)",8,1,0,0
"(132, 600)",8,1,0,0
"(600, 132)",8,1,0,0
"(133, 602)",8,1,0,0
"(602, 133)",8,1,0,0
"(134, 604)",8,1,0,0
"(604, 134)",8,1,0,0
"(135, 606)",8,1,0,0
"(606, 135)",8,1,0,0
"(136, 609)",8,1,0,0
"(609, 136)",8,1,0,0
"(137, 611)",8,1,0,0
"(611, 137)",8,1,0,0
"(138, 613)",8,1,0,0
"(613, 138)",8,1,0,0
"(139, 615)",8,1,0,0
"(615, 139)",8,1,0,0
"(140, 617)",8,1,0,0
"(617, 140)",8,1,0,0
"(141, 619)",8,1,0,0
"(619, 141)",8,1,0,0
"(142, 621)",8,1,0,0
"(621, 142)",8,1,0,0
"(143, 623)",8,1,0,0
"(623, 143)",8,1,0,0
"(144, 626)",8,1,0,0
"(626, 144)",8,1,0,0
"(145, 628)",8,1,0,0
"(628, 145)",8,1,0,0
"(146, 630)",8,1,0,0
"(630, 146)",8,1,0,0
"(147, 632)",8,1,0,0
"(632, 147)",8,1,0,0
"(148, 634)",8,1,0,0
"(634, 148)",8,1,0,0
"(149, 636)",8,1,0,0
"(636, 149)",8,1,0,0
"(150, 638)",8,1,0,0
"(638, 150)",8,1,0,0
"(151, 640)",8,1,0,0
"(640, 151)",8,1,0,0
"(152, 643)",8,1,0,0
"(643, 152)",8,1,0,0
"(153, 645)",8,1,0,0
"(645, 153)",8,1,0,0
"(154, 647)",8,1,0,0
"(647, 154)",8,1,0,0
"(155, 649)",8,1,0,0
"(649, 155)",8,1,0,0
"(156, 651)",8,1,0,0
"(651, 156)",8,1,0,0
"(157, 653)",8,1,0,0
"(653, 157)",8,1,0,0
"(158, 655)",8,1,0,0
"(655, 158)",8,1,0,0
"(159, 657)",8,1,0,0
"(657, 159)",8,1,0,0
"(160, 660)",8,1,0,0
"(660, 160)",8,1,0,0
"(161, 662)",8,1,0,0
"(662, 161)",8,1,0,0
"(162, 664)",8,1,0,0
"(664, 162)",8,1,0,0
"(163, 666)",8,1,0,0
"(666, 163)",8,1,0,0
"(164, 668)",8,1,0,0
"(668, 164)",8,1,0,0
"(165, 670)",8,1,0,0
"(670, 165)",8,1,0,0
"(166, 672)",8,1,0,0
"(672, 166)",8,1,0,0
"(167, 674)",8,1,0,0
"(674, 167)",8,1,0,0
"(168, 677)",8,1,0,0
"(677, 168)",8,1,0,0
"(169, 679)",8,1,0,0
"(679, 169)",8,1,0,0
"(170, 681)",8,1,0,0
"(681, 170)",8,1,0,0
"(171, 683)",8,1,0,0
"(683, 171)",8,1,0,0
"(172, 685)",8,1,0,0
"(685, 172)",8,1,0,0
"(173, 687)",8,1,0,0
"(687, 173)",8,1,0,0
"(174, 689)",8,1,0,0
"(689, 174)",8,1,0,0
"(175, 691)",8,1,0,0
"(691, 175)",8,1,0,0
"(176, 694)",8,1,0,0
"(694, 176)",8,1,0,0
"(177, 696)",8,1,0,0
"(696, 177)",8,1,0,0
"(178, 698)",8,1,0,0
"(698, 178)",8,1,0,0
"(179, 700)",8,1,0,0
"(700, 179)",8,1,0,0
"(180, 702)",8,1,0,0
"(702, 180)",8,1,0,0
"(181, 704)",8,1,0,0
"(704, 181)",8,1,0,0
"(182, 706)",8,1,0,0
"(706, 182)",8,1,0,0
"(183, 708)",8,1,0,0
"(708, 183)",8,1,0,0
"(184, 711)",8,1,0,0
"(711, 184)",8,1,0,0
"(185, 713)",8,1,0,0
"(713, 185)",8,1,0,0
"(186, 715)",8,1,0,0
"(715, 186)",8,1,0,0
"(187, 717)",8,1,0,0
"(717, 187)",8,1,0,0
"(188, 719)",8,1,0,0
"(719, 188)",8,1,0,0
"(189, 721)",8,1,0,0
"(721, 189)",8,1,0,0
"(190, 723)",8,1,0,0
"(723, 190)",8,1,0,0
"(191, 725)",8,1,0,0
"(725, 191)",8,1,0,0
"(192, 728)",8,1,0,0
"(728, 192)",8,1,0,0
"(193, 730)",8,1,0,0
"(730, 193)",8,1,0,0
"(194, 732)",8,1,0,0
"(732, 194)",8,1,0,0
"(195, 734)",8,1,0,0
"(734, 195)",8,1,0,0
"(196, 736)",8,1,0,0
"(736, 196)",8,1,0,0
"(197, 738)",8,1,0,0
"(738, 197)",8,1,0,0
"(198, 740)",8,1,0,0
"(740, 198)",8,1,0,0
"(199, 742)",8,1,0,0
"(742, 199)",8,1,0,0
"(200, 745)",8,1,0,0
"(745, 200)",8,1,0,0
"(201, 747)",8,1,0,0
"(747, 201)",8,1,0,0
"(202, 749)",8,1,0,0
"(749, 202)",8,1,0,0
"(203, 751)",8,1,0,0
"(751, 203)",8,1,0,0
"(204, 753)",8,1,0,0
"(753, 204)",8,1,0,0
"(205, 755)",8,1,0,0
"(755, 205)",8,1,0,0
"(206, 757)",8,1,0,0
"(757, 206)",8,1,0,0
"(207, 759)",8,1,0,0
"(759, 207)",8,1,0,0
"(208, 762)",8,1,0,0
"(762, 208)",8,1,0,0
"(209, 764)",8,1,0,0
"(764, 209)",8,1,0,0
"(210, 766)",8,1,0,0
"(766, 210)",8,1,0,0
"(211, 768)",8,1,0,0
"(768, 211)",8,1,0,0
"(212, 770)",8,1,0,0
"(770, 212)",8,1,0,0
"(213, 772)",8,1,0,0
"(772, 213)",8,1,0,0
"(214, 774)",8,1,0,0
"(774, 214)",8,1,0,0
"(215, 776)",8,1,0,0
"(776, 215)",8,1,0,0
"(216, 779)",8,1,0,0
"(779, 216)",8,1,0,0
"(217, 781)",8,1,0,0
"(781, 217)",8,1,0,0
"(218, 783)",8,1,0,0
"(783, 218)",8,1,0,0
"(219, 785)",8,1,0,0
"(785, 219)",8,1,0,0
"(220, 787)",8,1,0,0
"(787, 220)",8,1,0,0
"(221, 789)",8,1,0,0
"(789, 221)",8,1,0,0
"(222, 791)",8,1,0,0
"(791, 222)",8,1,0,0
"(223, 793)",8,1,0,0
"(793, 223)",8,1,0,0
"(224, 796)",8,1,0,0
"(796, 224)",8,1,0,0
"(225, 798)",8,1,0,0
"(798, 225)",8,1,0,0
"(226, 800)",8,1,0,0
"(800, 226)",8,1,0,0
"(227, 802)",8,1,0,0
"(802, 227)",8,1,0,0
"(228, 804)",8,1,0,0
"(804, 228)",8,1,0,0
"(229, 806)",8,1,0,0
"(806, 229)",8,1,0,0
"(230, 808)",8,1,0,0
"(808, 230)",8,1,0,0
"(231, 810)",8,1,0,0
"(810, 231)",8,1,0,0
"(232, 813)",8,1,0,0
"(813, 232)",8,1,0,0
"(233, 815)",8,1,0,0
"(815, 233)",8,1,0,0
"(234, 817)",8,1,0,0
"(817, 234)",8,1,0,0
"(235, 819)",8,1,0,0
"(819, 235)",8,1,0,0
"(236, 821)",8,1,0,0
"(821, 236)",8,1,0,0
"(237, 823)",8,1,0,0
"(823, 237)",8,1,0,0
"(238, 825)",8,1,0,0
"(825, 238)",8,1,0,0
"(239, 827)",8,1,0,0
"(827, 239)",8,1,0,0
"(240, 830)",8,1,0,0
"(830, 240)",8,1,0,0
"(241, 832)",8,1,0,0
"(832, 241)",8,1,0,0
"(242, 834)",8,1,0,0
"(834, 242)",8,1,0,0
"(243, 836)",8,1,0,0
"(836, 243)",8,1,0,0
"(244, 838)",8,1,0,0
"(838, 244)",8,1,0,0
"(245, 840)",8,1,0,0
"(840, 245)",8,1,0,0
"(246, 842)",8,1,0,0
"(842, 246)",8,1,0,0
"(247, 844)",8,1,0,0
"(844, 247)",8,1,0,0
"(248, 847)",8,1,0,0
"(847, 248)",8,1,0,0
"(249, 849)",8,1,0,0
"(849, 249)",8,1,0,0
"(250, 851)",8,1,0,0
"(851, 250)",8,1,0,0
"(251, 853)",8,1,0,0
"(853, 251)",8,1,0,0
"(252, 855)",8,1,0,0
"(855, 252)",8,1,0,0
"(253, 857)",8,1,0,0
"(857, 253)",8,1,0,0
"(254, 859)",8,1,0,0
"(859, 254)",8,1,0,0
"(255, 861)",8,1,0,0
"(861, 255)",8,1,0,0
"(256, 864)",8,1,0,0
"(864, 256)",8,1,0,0
"(257, 866)",8,1,0,0
"(866, 257)",8,1,0,0
"(258, 868)",8,1,0,0
"(868, 258)",8,1,0,0
"(259, 870)",8,1,0,0
"(870, 259)",8,1,0,0
"(260, 872)",8,1,0,0
"(872, 260)",8,1,0,0
"(261, 874)",8,1,0,0
"(874, 261)",8,1,0,0
"(262, 876)",8,1,0,0
"(876, 262)",8,1,0,0
"(263, 878)",8,1,0,0
"(878, 263)",8,1,0,0
"(264, 881)",8,1,0,0
"(881, 264)",8,1,0,0
"(265, 883)",8,1,0,0
"(883, 265)",8,1,0,0
"(266, 885)",8,1,0,0
"(885, 266)",8,1,0,0
"(267, 887)",8,1,0,0
"(887, 267)",8,1,0,0
"(268, 889)",8,1,0,0
"(889, 268)",8,1,0,0
"(269, 891)",8,1,0,0
"(891, 269)",8,1,0,0
"(270, 893)",8,1,0,0
"(893, 270)",8,1,0,0
"(271, 895)",8,1,0,0
"(895, 271)",8,1,0,0
"(272, 898)",8,1,0,0
"(898, 272)",8,1,0,0
"(273, 900)",8,1,0,0
"(900, 273)",8,1,0,0
"(274, 902)",8,1,0,0
"(902, 274)",8,1,0,0
"(275, 904)",8,1,0,0
"(904, 275)",8,1,0,0
"(276, 906)",8,1,0,0
"(906, 276)",8,1,0,0
"(277, 908)",8,1,0,0
"(908, 277)",8,1,0,0
"(278, 910)",8,1,0,0
"(910, 278)",8,1,0,0
"(279, 912)",8,1,0,0
"(912, 279)",8,1,0,0
"(280, 915)",8,1,0,0
"(915, 280)",8,1,0,0
"(281, 917)",8,1,0,0
"(917, 281)",8,1,0,0
"(282, 919)",8,1,0,0
"(919, 282)",8,1,0,0
"(283, 921)",8,1,0,0
"(921, 283)",8,1,0,0
"(284, 923)",8,1,0,0
"(923, 284)",8,1,0,0
"(285, 925)",8,1,0,0
"(925, 285)",8,1,0,0
"(286, 927)",8,1,0,0
"(927, 286)",8,1,0,0
"(287, 929)",8,1,0,0
"(929, 287)",8,1,0,0
"(288, 932)",8,1,0,0
"(932, 288)",8,1,0,0
"(289, 934)",8,1,0,0
"(934, 289)",8,1,0,0
"(290, 936)",8,1,0,0
"(936, 290)",8,1,0,0
"(291, 938)",8,1,0,0
"(938, 291)",8,1,0,0
"(292, 940)",8,1,0,0
"(940, 292)",8,1,0,0
"(293, 942)",8,1,0,0
"(942, 293)",8,1,0,0
"(294, 944)",8,1,0,0
"(944, 294)",8,1,0,0
"(295, 946)",8,1,0,0
"(946, 295)",8,1,0,0
"(296, 949)",8,1,0,0
"(949, 296)",8,1,0,0
"(297, 951)",8,1,0,0
"(951, 297)",8,1,0,0
"(298, 953)",8,1,0,0
"(953, 298)",8,1,0,0
"(299, 955)",8,1,0,0
"(955, 299)",8,1,0,0
"(300, 957)",8,1,0,0
"(957, 300)",8,1,0,0
"(301, 959)",8,1,0,0
"(959, 301)",8,1,0,0
"(302, 961)",8,1,0,0
"(961, 302)",8,1,0,0
"(303, 963)",8,1,0,0
"(963, 303)",8,1,0,0
"(304, 966)",8,1,0,0
"(966, 304)",8,1,0,0
"(305, 968)",8,1,0,0
"(968, 305)",8,1,0,0
"(306, 970)",8,1,0,0
"(970, 306)",8,1,0,0
"(307, 972)",8,1,0,0
"(972, 307)",8,1,0,0
"(308, 974)",8,1,0,0
"(974, 308)",8,1,0,0
"(309, 976)",8,1,0,0
"(976, 309)",8,1,0,0
"(310, 978)",8,1,0,0
"(978, 310)",8,1,0,0
"(311, 980)",8,1,0,0
"(980, 311)",8,1,0,0
"(312, 983)",8,1,0,0
"(983, 312)",8,1,0,0
"(313, 985)",8,1,0,0
"(985, 313)",8,1,0,0
"(314, 987)",8,1,0,0
"(987, 314)",8,1,0,0
"(315, 989)",8,1,0,0
"(989, 315)",8,1,0,0
"(316, 991)",8,1,0,0
"(991, 316)",8,1,0,0
"(317, 993)",8,1,0,0
"(993, 317)",8,1,0,0
"(318, 995)",8,1,0,0
"(995, 318)",8,1,0,0
"(319, 997)",8,1,0,0
"(997, 319)",8,1,0,0
"(320, 321)",8,1,0,0
"(321, 320)",8,1,0,0
"(320, 322)",8,1,0,0
"(322, 320)",8,1,0,0
"(320, 998)",8,1,0,0
"(998, 320)",8,1,0,0
"(320, 999)",8,1,0,0
"(999, 320)",8,1,0,0
"(321, 322)",8,1,0,0
"(322, 321)",8,1,0,0
"(321, 323)",8,1,0,0
"(323, 321)",8,1,0,0
"(321, 999)",8,1,0,0
"(999, 321)",8,1,0,0
"(322, 323)",8,1,0,0
"(323, 322)",8,1,0,0
"(322, 324)",8,1,0,0
"(324, 322)",8,1,0,0
"(323, 324)",8,1,0,0
"(324, 323)",8,1,0,0
"(323, 325)",8,1,0,0
"(325, 323)",8,1,0,0
"(324, 325)",8,1,0,0
"(325, 324)",8,1,0,0
"(324, 326)",8,1,0,0
"(326, 324)",8,1,0,0
"(325, 326)",8,1,0,0
"(326, 325)",8,1,0,0
"(325, 327)",8,1,0,0
"(327, 325)",8,1,0,0
"(326, 327)",8,1,0,0
"(327, 326)",8,1,0,0
"(326, 328)",8,1,0,0
"(328, 326)",8,1,0,0
"(327, 328)",8,1,0,0
"(328, 327)",8,1,0,0
"(327, 329)",8,1,0,0
"(329, 327)",8,1,0,0
"(328, 329)",8,1,0,0
"(329, 328)",8,1,0,0
"(328, 330)",8,1,0,0
"(330, 328)",8,1,0,0
"(329, 330)",8,1,0,0
"(330, 329)",8,1,0,0
"(329, 331)",8,1,0,0
"(331, 329)",8,1,0,0
"(330, 331)",8,1,0,0
"(331, 330)",8,1,0,0
"(330, 332)",8,1,0,0
"(332, 330)",8,1,0,0
"(331, 332)",8,1,0,0
"(332, 331)",8,1,0,0
"(331, 333)",8,1,0,0
"(333, 331)",8,1,0,0
"(332, 333)",8,1,0,0
"(333, 332)",8,1,0,0
"(332, 334)",8,1,0,0
"(334, 332)",8,1,0,0
"(333, 334)",8,1,0,0
"(334, 333)",8,1,0,0
"(333, 335)",8,1,0,0
"(335, 333)",8,1,0,0
"(334, 335)",8,1,0,0
"(335, 334)",8,1,0,0
"(334, 336)",8,1,0,0
"(336, 334)",8,1,0,0
"(335, 336)",8,1,0,0
"(336, 335)",8,1,0,0
"(335, 337)",8,1,0,0
"(337, 335)",8,1,0,0
"(336, 337)",8,1,0,0
"(337, 336)",8,1,0,0
"(336, 338)",8,1,0,0
"(338, 336)",8,1,0,0
"(337, 338)",8,1,0,0
"(338, 337)",8,1,0,0
"(337, 339)",8,1,0,0
"(339, 337)",8,1,0,0
"(338, 339)",8,1,0,0
"(339, 338)",8,1,0,0
"(338, 340)",8,1,0,0
"(340, 338)",8,1,0,0
"(339, 340)",8,1,0,0
"(340, 339)",8,1,0,0
"(339, 341)",8,1,0,0
"(341, 339)",8,1,0,0
"(340, 341)",8,1,0,0
"(341, 340)",8,1,0,0
"(340, 342)",8,1,0,0
"(342, 340)",8,1,0,0
"(341, 342)",8,1,0,0
"(342, 341)",8,1,0,0
"(341, 343)",8,1,0,0
"(343, 341)",8,1,0,0
"(342, 343)",8,1,0,0
"(343, 342)",8,1,0,0
"(342, 344)",8,1,0,0
"(344, 342)",8,1,0,0
"(343, 344)",8,1,0,0
"(344, 343)",8,1,0,0
"(343, 345)",8,1,0,0
"(345, 343)",8,1,0,0
"(344, 345)",8,1,0,0
"(345, 344)",8,1,0,0
"(344, 346)",8,1,0,0
"(346, 344)",8,1,0,0
"(345, 346)",8,1,0,0
"(346, 345)",8,1,0,0
"(345, 347)",8,1,0,0
"(347, 345)",8,1,0,0
"(346, 347)",8,1,0,0
"(347, 346)",8,1,0,0
"(346, 348)",8,1,0,0
"(348, 346)",8,1,0,0
"(347, 348)",8,1,0,0
"(348, 347)",8,1,0,0
"(347, 349)",8,1,0,0
"(349, 347)",8,1,0,0
"(348, 349)",8,1,0,0
"(349, 348)",8,1,0,0
"(348, 350)",8,1,0,0
"(350, 348)",8,1,0,0
"(349, 350)",8,1,0,0
"(350, 349)",8,1,0,0
"(349, 351)",8,1,0,0
"(351, 349)",8,1,0,0
"(350, 351)",8,1,0,0
"(351, 350)",8,1,0,0
"(350, 352)",8,1,0,0
"(352, 350)",8,1,0,0
"(351, 352)",8,1,0,0
"(352, 351)",8,1,0,0
"(351, 353)",8,1,0,0
"(353, 351)",8,1,0,0
"(352, 353)",8,1,0,0
"(353, 352)",8,1,0,0
"(352, 354)",8,1,0,0
"(354, 352)",8,1,0,0
"(353, 354)",8,1,0,0
"(354, 353)",8,1,0,0
"(353, 355)",8,1,0,0
"(355, 353)",8,1,0,0
"(354, 355)",8,1,0,0
"(355, 354)",8,1,0,0
"(354, 356)",8,1,0,0
"(356, 354)",8,1,0,0
"(355, 356)",8,1,0,0
"(356, 355)",8,1,0,0
"(355, 357)",8,1,0,0
"(357, 355)",8,1,0,0
"(356, 357)",8,1,0,0
"(357, 356)",8,1,0,0
"(356, 358)",8,1,0,0
"(358, 356)",8,1,0,0
"(357, 358)",8,1,0,0
"(358, 357)",8,1,0,0
"(357, 359)",8,1,0,0
"(359, 357)",8,1,0,0
"(358, 359)",8,1,0,0
"(359, 358)",8,1,0,0
"(358, 360)",8,1,0,0
"(360, 358)",8,1,0,0
"(359, 360)",8,1,0,0
"(360, 359)",8,1,0,0
"(359, 361)",8,1,0,0
"(361, 359)",8,1,0,0
"(360, 361)",8,1,0,0
"(361, 360)",8,1,0,0
"(360, 362)",8,1,0,0
"(362, 360)",8,1,0,0
"(361, 362)",8,1,0,0
"(362, 361)",8,1,0,0
"(361, 363)",8,1,0,0
"(363, 361)",8,1,0,0
"(362, 363)",8,1,0,0
"(363, 362)",8,1,0,0
"(362, 364)",8,1,0,0
"(364, 362)",8,1,0,0
"(363, 364)",8,1,0,0
"(364, 363)",8,1,0,0
"(363, 365)",8,1,0,0
"(365, 363)",8,1,0,0
"(364, 365)",8,1,0,0
"(365, 364)",8,1,0,0
"(364, 366)",8,1,0,0
"(366, 364)",8,1,0,0
"(365, 366)",8,1,0,0
"(366, 365)",8,1,0,0
"(365, 367)",8,1,0,0
"(367, 365)",8,1,0,0
"(366, 367)",8,1,0,0
"(367, 366)",8,1,0,0
"(366, 368)",8,1,0,0
"(368, 366)",8,1,0,0
"(367, 368)",8,1,0,0
"(368, 367)",8,1,0,0
"(367, 369)",8,1,0,0
"(369, 367)",8,1,0,0
"(368, 369)",8,1,0,0
"(369, 368)",8,1,0,0
"(368, 370)",8,1,0,0
"(370, 368)",8,1,0,0
"(369, 370)",8,1,0,0
"(370, 369)",8,1,0,0
"(369, 371)",8,1,0,0
"(371, 369)",8,1,0,0
"(370, 371)",8,1,0,0
"(371, 370)",8,1,0,0
"(370, 372)",8,1,0,0
"(372, 370)",8,1,0,0
"(371, 372)",8,1,0,0
"(372, 371)",8,1,0,0
"(371, 373)",8,1,0,0
"(373, 371)",8,1,0,0
"(372, 373)",8,1,0,0
"(373, 372)",8,1,0,0
"(372, 374)",8,1,0,0
"(374, 372)",8,1,0,0
"(373, 374)",8,1,0,0
"(374, 373)",8,1,0,0
"(373, 375)",8,1,0,0
"(375, 373)",8,1,0,0
"(374, 375)",8,1,0,0
"(375, 374)",8,1,0,0
"(374, 376)",8,1,0,0
"(376, 374)",8,1,0,0
"(375, 376)",8,1,0,0
"(376, 375)",8,1,0,0
"(375, 377)",8,1,0,0
"(377, 375)",8,1,0,0
"(376, 377)",8,1,0,0
"(377, 376)",8,1,0,0
