stream,src,dst,size,period,deadline,jitter
108,8,[36],364,1000000,650000,0
109,9,[37],404,1000000,630000,0
110,10,[38],244,1000000,600000,0
111,11,[39],284,1000000,620000,0
112,12,[40],324,1000000,640000,0
113,13,[41],364,1000000,650000,0
114,14,[42],404,1000000,630000,0
115,15,[43],244,1000000,600000,0
116,16,[44],284,1000000,620000,0
117,17,[45],324,1000000,640000,0
118,18,[46],364,1000000,650000,0
119,19,[47],404,1000000,630000,0
120,20,[48],244,1000000,600000,0
121,21,[49],284,1000000,620000,0
122,22,[0],324,1000000,640000,0
123,23,[1],364,1000000,650000,0
124,24,[2],404,1000000,630000,0
125,25,[3],244,1000000,600000,0
126,26,[4],284,1000000,620000,0
127,27,[5],324,1000000,640000,0
128,28,[6],364,1000000,650000,0
129,29,[7],404,1000000,630000,0
130,30,[8],244,1000000,600000,0
131,31,[9],284,1000000,620000,0
132,32,[10],324,1000000,640000,0
133,33,[11],364,1000000,650000,0
134,34,[12],404,1000000,630000,0
135,35,[13],244,1000000,600000,0
136,36,[14],284,1000000,620000,0
137,37,[15],324,1000000,640000,0
138,38,[16],364,1000000,650000,0
139,39,[17],404,1000000,630000,0
140,40,[18],244,1000000,600000,0
141,41,[19],284,1000000,620000,0
142,42,[20],324,1000000,640000,0
143,43,[21],364,1000000,650000,0
144,44,[22],404,1000000,630000,0
145,45,[23],244,1000000,600000,0
146,46,[24],284,1000000,620000,0
147,47,[25],324,1000000,640000,0
148,48,[26],364,1000000,650000,0
149,49,[27],404,1000000,630000,0
150,0,[29],244,1000000,600000,0
151,1,[30],284,1000000,620000,0
152,2,[31],324,1000000,640000,0
153,3,[32],364,1000000,650000,0
154,4,[33],404,1000000,630000,0
155,5,[34],244,1000000,600000,0
156,6,[35],284,1000000,620000,0
157,7,[36],324,1000000,640000,0
158,8,[37],364,1000000,650000,0
159,9,[38],404,1000000,630000,0
160,10,[39],244,1000000,600000,0
161,11,[40],284,1000000,620000,0
162,12,[41],324,1000000,640000,0
163,13,[42],364,1000000,650000,0
164,14,[43],404,1000000,630000,0
165,15,[44],244,1000000,600000,0
166,16,[45],284,1000000,620000,0
167,17,[46],324,1000000,640000,0
168,18,[47],364,1000000,650000,0
169,19,[48],404,1000000,630000,0
170,20,[49],244,1000000,600000,0
171,21,[0],284,1000000,620000,0
172,22,[1],324,1000000,640000,0
173,23,[2],364,1000000,650000,0
174,24,[3],404,1000000,630000,0
175,25,[4],244,1000000,600000,0
176,26,[5],284,1000000,620000,0
177,27,[6],324,1000000,640000,0
178,28,[7],364,1000000,650000,0
179,29,[8],404,1000000,630000,0
180,30,[9],244,1000000,600000,0
181,31,[10],284,1000000,620000,0
182,32,[11],324,1000000,640000,0
183,33,[12],364,1000000,650000,0
184,34,[13],404,1000000,630000,0
185,35,[14],244,1000000,600000,0
186,36,[15],284,1000000,620000,0
187,37,[16],324,1000000,640000,0
188,38,[17],364,1000000,650000,0
189,39,[18],404,1000000,630000,0
190,40,[19],244,1000000,600000,0
191,41,[20],284,1000000,620000,0
192,42,[21],324,1000000,640000,0
193,43,[22],364,1000000,650000,0
194,44,[23],404,1000000,630000,0
195,45,[24],244,1000000,600000,0
196,46,[25],284,1000000,620000,0
197,47,[26],324,1000000,640000,0
198,48,[27],364,1000000,650000,0
199,49,[28],404,1000000,630000,0
200,0,[30],244,1000000,600000,0
201,1,[31],284,1000000,620000,0
202,2,[32],324,1000000,640000,0
203,3,[33],364,1000000,650000,0
204,4,[34],404,1000000,630000,0
205,5,[35],244,1000000,600000,0
206,6,[36],284,1000000,620000,0
207,7,[37],324,1000000,640000,0
208,8,[38],364,1000000,650000,0
209,9,[39],404,1000000,630000,0
210,10,[40],244,1000000,600000,0
211,11,[41],284,1000000,620000,0
212,12,[42],324,1000000,640000,0
213,13,[43],364,1000000,650000,0
214,14,[44],404,1000000,630000,0
215,15,[45],244,1000000,600000,0
216,16,[46],284,1000000,620000,0
217,17,[47],324,1000000,640000,0
218,18,[48],364,1000000,650000,0
219,19,[49],404,1000000,630000,0
220,20,[0],244,1000000,600000,0
221,21,[1],284,1000000,620000,0
222,22,[2],324,1000000,640000,0
223,23,[3],364,1000000,650000,0
224,24,[4],404,1000000,630000,0
225,25,[5],244,1000000,600000,0
226,26,[6],284,1000000,620000,0
227,27,[7],324,1000000,640000,0
228,28,[8],364,1000000,650000,0
229,29,[9],404,1000000,630000,0
230,30,[10],244,1000000,600000,0
231,31,[11],284,1000000,620000,0
232,32,[12],324,1000000,640000,0
233,33,[13],364,1000000,650000,0
234,34,[14],404,1000000,630000,0
235,35,[15],244,1000000,600000,0
236,36,[16],284,1000000,620000,0
237,37,[17],324,1000000,640000,0
238,38,[18],364,1000000,650000,0
239,39,[19],404,1000000,630000,0
240,40,[20],244,1000000,600000,0
241,41,[21],284,1000000,620000,0
242,42,[22],324,1000000,640000,0
243,43,[23],364,1000000,650000,0
244,44,[24],404,1000000,630000,0
245,45,[25],244,1000000,600000,0
246,46,[26],284,1000000,620000,0
247,47,[27],324,1000000,640000,0
248,48,[28],364,1000000,650000,0
249,49,[29],404,1000000,630000,0
250,0,[31],244,1000000,600000,0
251,1,[32],284,1000000,620000,0
252,2,[33],324,1000000,640000,0
253,3,[34],364,1000000,650000,0
254,4,[35],404,1000000,630000,0
255,5,[36],244,1000000,600000,0
256,6,[37],284,1000000,620000,0
257,7,[38],324,1000000,640000,0
258,8,[39],364,1000000,650000,0
259,9,[40],404,1000000,630000,0
260,10,[41],244,1000000,600000,0
261,11,[42],284,1000000,620000,0
262,12,[43],324,1000000,640000,0
263,13,[44],364,1000000,650000,0
264,14,[45],404,1000000,630000,0
265,15,[46],244,1000000,600000,0
266,16,[47],284,1000000,620000,0
267,17,[48],324,1000000,640000,0
268,18,[49],364,1000000,650000,0
269,19,[0],404,1000000,630000,0
270,20,[1],244,1000000,600000,0
271,21,[2],284,1000000,620000,0
272,22,[3],324,1000000,640000,0
273,23,[4],364,1000000,650000,0
274,24,[5],404,1000000,630000,0
275,25,[6],244,1000000,600000,0
276,26,[7],284,1000000,620000,0
277,27,[8],324,1000000,640000,0
278,28,[9],364,1000000,650000,0
279,29,[10],404,1000000,630000,0
280,30,[11],244,1000000,600000,0
281,31,[12],284,1000000,620000,0
282,32,[13],324,1000000,640000,0
283,33,[14],364,1000000,650000,0
284,34,[15],404,1000000,630000,0
285,35,[16],244,1000000,600000,0
286,36,[17],284,1000000,620000,0
287,37,[18],324,1000000,640000,0
288,38,[19],364,1000000,650000,0
289,39,[20],404,1000000,630000,0
290,40,[21],244,1000000,600000,0
291,41,[22],284,1000000,620000,0
292,42,[23],324,1000000,640000,0
293,43,[24],364,1000000,650000,0
294,44,[25],404,1000000,630000,0
295,45,[26],244,1000000,600000,0
296,46,[27],284,1000000,620000,0
297,47,[28],324,1000000,640000,0
298,48,[29],364,1000000,650000,0
299,49,[30],404,1000000,630000,0
300,0,[32],244,1000000,600000,0
301,1,[33],284,1000000,620000,0
302,2,[34],324,1000000,640000,0
303,3,[35],364,1000000,650000,0
304,4,[36],404,1000000,630000,0
305,5,[37],244,1000000,600000,0
306,6,[38],284,1000000,620000,0
307,7,[39],324,1000000,640000,0
308,8,[40],364,1000000,650000,0
309,9,[41],404,1000000,630000,0
310,10,[42],244,1000000,600000,0
311,11,[43],284,1000000,620000,0
312,12,[44],324,1000000,640000,0
313,13,[45],364,1000000,650000,0
314,14,[46],404,1000000,630000,0
315,15,[47],244,1000000,600000,0
316,16,[48],284,1000000,620000,0
317,17,[49],324,1000000,640000,0
318,18,[0],364,1000000,650000,0
319,19,[1],404,1000000,630000,0
320,20,[2],244,1000000,600000,0
321,21,[3],284,1000000,620000,0
322,22,[4],324,1000000,640000,0
323,23,[5],364,1000000,650000,0
324,24,[6],404,1000000,630000,0
325,25,[7],244,1000000,600000,0
326,26,[8],284,1000000,620000,0
327,27,[9],324,1000000,640000,0
328,28,[10],364,1000000,650000,0
329,29,[11],404,1000000,630000,0
330,30,[12],244,1000000,600000,0
331,31,[13],284,1000000,620000,0
332,32,[14],324,1000000,640000,0
333,33,[15],364,1000000,650000,0
334,34,[16],404,1000000,630000,0
335,35,[17],244,1000000,600000,0
336,36,[18],284,1000000,620000,0
337,37,[19],324,1000000,640000,0
338,38,[20],364,1000000,650000,0
339,39,[21],404,1000000,630000,0
340,40,[22],244,1000000,600000,0
341,41,[23],284,1000000,620000,0
342,42,[24],324,1000000,640000,0
343,43,[25],364,1000000,650000,0
344,44,[26],404,1000000,630000,0
345,45,[27],244,1000000,600000,0
346,46,[28],284,1000000,620000,0
347,47,[29],324,1000000,640000,0
348,48,[30],364,1000000,650000,0
349,49,[31],404,1000000,630000,0
350,0,[33],244,1000000,600000,0
351,1,[34],284,1000000,620000,0
352,2,[35],324,1000000,640000,0
353,3,[36],364,1000000,650000,0
354,4,[37],404,1000000,630000,0
355,5,[38],244,1000000,600000,0
356,6,[39],284,1000000,620000,0
357,7,[40],324,1000000,640000,0
358,8,[41],364,1000000,650000,0
359,9,[42],404,1000000,630000,0
360,10,[43],244,1000000,600000,0
361,11,[44],284,1000000,620000,0
362,12,[45],324,1000000,640000,0
363,13,[46],364,1000000,650000,0
364,14,[47],404,1000000,630000,0
365,15,[48],244,1000000,600000,0
366,16,[49],284,1000000,620000,0
367,17,[0],324,1000000,640000,0
368,18,[1],364,1000000,650000,0
369,19,[2],404,1000000,630000,0
370,20,[3],244,1000000,600000,0
371,21,[4],284,1000000,620000,0
372,22,[5],324,1000000,640000,0
373,23,[6],364,1000000,650000,0
374,24,[7],404,1000000,630000,0
375,25,[8],244,1000000,600000,0
376,26,[9],284,1000000,620000,0
377,27,[10],324,1000000,640000,0
378,28,[11],364,1000000,650000,0
379,29,[12],404,1000000,630000,0
380,30,[13],244,1000000,600000,0
381,31,[14],284,1000000,620000,0
382,32,[15],324,1000000,640000,0
383,33,[16],364,1000000,650000,0
384,34,[17],404,1000000,630000,0
385,35,[18],244,1000000,600000,0
386,36,[19],284,1000000,620000,0
387,37,[20],324,1000000,640000,0
388,38,[21],364,1000000,650000,0
389,39,[22],404,1000000,630000,0
390,40,[23],244,1000000,600000,0
391,41,[24],284,1000000,620000,0
392,42,[25],324,1000000,640000,0
393,43,[26],364,1000000,650000,0
394,44,[27],404,1000000,630000,0
395,45,[28],244,1000000,600000,0
396,46,[29],284,1000000,620000,0
397,47,[30],324,1000000,640000,0
398,48,[31],364,1000000,650000,0
399,49,[32],404,1000000,630000,0
400,0,[34],244,1000000,600000,0
401,1,[35],284,1000000,620000,0
402,2,[36],324,1000000,640000,0
403,3,[37],364,1000000,650000,0
404,4,[38],404,1000000,630000,0
405,5,[39],244,1000000,600000,0
406,6,[40],284,1000000,620000,0
407,7,[41],324,1000000,640000,0
408,8,[42],364,1000000,650000,0
409,9,[43],404,1000000,630000,0
410,10,[44],244,1000000,600000,0
411,11,[45],284,1000000,620000,0
412,12,[46],324,1000000,640000,0
413,13,[47],364,1000000,650000,0
414,14,[48],404,1000000,630000,0
415,15,[49],244,1000000,600000,0
416,16,[0],284,1000000,620000,0
417,17,[1],324,1000000,640000,0
418,18,[2],364,1000000,650000,0
419,19,[3],404,1000000,630000,0
420,20,[4],244,1000000,600000,0
421,21,[5],284,1000000,620000,0
422,22,[6],324,1000000,640000,0
423,23,[7],364,1000000,650000,0
424,24,[8],404,1000000,630000,0
425,25,[9],244,1000000,600000,0
426,26,[10],284,1000000,620000,0
427,27,[11],324,1000000,640000,0
428,28,[12],364,1000000,650000,0
429,29,[13],404,1000000,630000,0
430,30,[14],244,1000000,600000,0
431,31,[15],284,1000000,620000,0
432,32,[16],324,1000000,640000,0
433,33,[17],364,1000000,650000,0
434,34,[18],404,1000000,630000,0
435,35,[19],244,1000000,600000,0
436,36,[20],284,1000000,620000,0
437,37,[21],324,1000000,640000,0
438,38,[22],364,1000000,650000,0
439,39,[23],404,1000000,630000,0
440,40,[24],244,1000000,600000,0
441,41,[25],284,1000000,620000,0
442,42,[26],324,1000000,640000,0
443,43,[27],364,1000000,650000,0
444,44,[28],404,1000000,630000,0
445,45,[29],244,1000000,600000,0
446,46,[30],284,1000000,620000,0
447,47,[31],324,1000000,640000,0
448,48,[32],364,1000000,650000,0
449,49,[33],404,1000000,630000,0
450,0,[35],244,1000000,600000,0
451,1,[36],284,1000000,620000,0
452,2,[37],324,1000000,640000,0
453,3,[38],364,1000000,650000,0
454,4,[39],404,1000000,630000,0
455,5,[40],244,1000000,600000,0
456,6,[41],284,1000000,620000,0
457,7,[42],324,1000000,640000,0
458,8,[43],364,1000000,650000,0
459,9,[44],404,1000000,630000,0
460,10,[45],244,1000000,600000,0
461,11,[46],284,1000000,620000,0
462,12,[47],324,1000000,640000,0
463,13,[48],364,1000000,650000,0
464,14,[49],404,1000000,630000,0
465,15,[0],244,1000000,600000,0
466,16,[1],284,1000000,620000,0
467,17,[2],324,1000000,640000,0
468,18,[3],364,1000000,650000,0
469,19,[4],404,1000000,630000,0
470,20,[5],244,1000000,600000,0
471,21,[6],284,1000000,620000,0
472,22,[7],324,1000000,640000,0
473,23,[8],364,1000000,650000,0
474,24,[9],404,1000000,630000,0
475,25,[10],244,1000000,600000,0
476,26,[11],284,1000000,620000,0
477,27,[12],324,1000000,640000,0
478,28,[13],364,1000000,650000,0
479,29,[14],404,1000000,630000,0
480,30,[15],244,1000000,600000,0
481,31,[16],284,1000000,620000,0
482,32,[17],324,1000000,640000,0
483,33,[18],364,1000000,650000,0
484,34,[19],404,1000000,630000,0
485,35,[20],244,1000000,600000,0
486,36,[21],284,1000000,620000,0
487,37,[22],324,1000000,640000,0
488,38,[23],364,1000000,650000,0
489,39,[24],404,1000000,630000,0
490,40,[25],244,1000000,600000,0
491,41,[26],284,1000000,620000,0
492,42,[27],324,1000000,640000,0
493,43,[28],364,1000000,650000,0
494,44,[29],404,1000000,630000,0
495,45,[30],244,1000000,600000,0
496,46,[31],284,1000000,620000,0
497,47,[32],324,1000000,640000,0
498,48,[33],364,1000000,650000,0
499,49,[34],404,1000000,630000,0
500,0,[36],244,1000000,600000,0
501,1,[37],284,1000000,620000,0
502,2,[38],324,1000000,640000,0
503,3,[39],364,1000000,650000,0
504,4,[40],404,1000000,630000,0
505,5,[41],244,1000000,600000,0
506,6,[42],284,1000000,620000,0
507,7,[43],324,1000000,640000,0
508,8,[44],364,1000000,650000,0
509,9,[45],404,1000000,630000,0
510,10,[46],244,1000000,600000,0
511,11,[47],284,1000000,620000,0
512,12,[48],324,1000000,640000,0
513,13,[49],364,1000000,650000,0
514,14,[0],404,1000000,630000,0
515,15,[1],244,1000000,600000,0
516,16,[2],284,1000000,620000,0
517,17,[3],324,1000000,640000,0
518,18,[4],364,1000000,650000,0
519,19,[5],404,1000000,630000,0
520,20,[6],244,1000000,600000,0
521,21,[7],284,1000000,620000,0
522,22,[8],324,1000000,640000,0
523,23,[9],364,1000000,650000,0
524,24,[10],404,1000000,630000,0
525,25,[11],244,1000000,600000,0
526,26,[12],284,1000000,620000,0
527,27,[13],324,1000000,640000,0
528,28,[14],364,1000000,650000,0
529,29,[15],404,1000000,630000,0
530,30,[16],244,1000000,600000,0
531,31,[17],284,1000000,620000,0
532,32,[18],324,1000000,640000,0
533,33,[19],364,1000000,650000,0
534,34,[20],404,1000000,630000,0
535,35,[21],244,1000000,600000,0
536,36,[22],284,1000000,620000,0
537,37,[23],324,1000000,640000,0
538,38,[24],364,1000000,650000,0
539,39,[25],404,1000000,630000,0
540,40,[26],244,1000000,600000,0
541,41,[27],284,1000000,620000,0
542,42,[28],324,1000000,640000,0
543,43,[29],364,1000000,650000,0
544,44,[30],404,1000000,630000,0
545,45,[31],244,1000000,600000,0
546,46,[32],284,1000000,620000,0
547,47,[33],324,1000000,640000,0
548,48,[34],364,1000000,650000,0
549,49,[35],404,1000000,630000,0
550,0,[37],244,1000000,600000,0
551,1,[38],284,1000000,620000,0
552,2,[39],324,1000000,640000,0
553,3,[40],364,1000000,650000,0
554,4,[41],404,1000000,630000,0
555,5,[42],244,1000000,600000,0
556,6,[43],284,1000000,620000,0
557,7,[44],324,1000000,640000,0
558,8,[45],364,1000000,650000,0
559,9,[46],404,1000000,630000,0
560,10,[47],244,1000000,600000,0
561,11,[48],284,1000000,620000,0
562,12,[49],324,1000000,640000,0
563,13,[0],364,1000000,650000,0
564,14,[1],404,1000000,630000,0
565,15,[2],244,1000000,600000,0
566,16,[3],284,1000000,620000,0
567,17,[4],324,1000000,640000,0
568,18,[5],364,1000000,650000,0
569,19,[6],404,1000000,630000,0
570,20,[7],244,1000000,600000,0
571,21,[8],284,1000000,620000,0
572,22,[9],324,1000000,640000,0
573,23,[10],364,1000000,650000,0
574,24,[11],404,1000000,630000,0
575,25,[12],244,1000000,600000,0
576,26,[13],284,1000000,620000,0
577,27,[14],324,1000000,640000,0
578,28,[15],364,1000000,650000,0
579,29,[16],404,1000000,630000,0
580,30,[17],244,1000000,600000,0
581,31,[18],284,1000000,620000,0
582,32,[19],324,1000000,640000,0
583,33,[20],364,1000000,650000,0
584,34,[21],404,1000000,630000,0
585,35,[22],244,1000000,600000,0
586,36,[23],284,1000000,620000,0
587,37,[24],324,1000000,640000,0
588,38,[25],364,1000000,650000,0
589,39,[26],404,1000000,630000,0
590,40,[27],244,1000000,600000,0
591,41,[28],284,1000000,620000,0
592,42,[29],324,1000000,640000,0
593,43,[30],364,1000000,650000,0
594,44,[31],404,1000000,630000,0
595,45,[32],244,1000000,600000,0
596,46,[33],284,1000000,620000,0
597,47,[34],324,1000000,640000,0
598,48,[35],364,1000000,650000,0
599,49,[36],404,1000000,630000,0
600,0,[38],244,1000000,600000,0
601,1,[39],284,1000000,620000,0
602,2,[40],324,1000000,640000,0
603,3,[41],364,1000000,650000,0
604,4,[42],404,1000000,630000,0
605,5,[43],244,1000000,600000,0
606,6,[44],284,1000000,620000,0
607,7,[45],324,1000000,640000,0
608,8,[46],364,1000000,650000,0
609,9,[47],404,1000000,630000,0
610,10,[48],244,1000000,600000,0
611,11,[49],284,1000000,620000,0
612,12,[0],324,1000000,640000,0
613,13,[1],364,1000000,650000,0
614,14,[2],404,1000000,630000,0
615,15,[3],244,1000000,600000,0
616,16,[4],284,1000000,620000,0
617,17,[5],324,1000000,640000,0
618,18,[6],364,1000000,650000,0
619,19,[7],404,1000000,630000,0
620,20,[8],244,1000000,600000,0
621,21,[9],284,1000000,620000,0
622,22,[10],324,1000000,640000,0
623,23,[11],364,1000000,650000,0
624,24,[12],404,1000000,630000,0
625,25,[13],244,1000000,600000,0
626,26,[14],284,1000000,620000,0
627,27,[15],324,1000000,640000,0
628,28,[16],364,1000000,650000,0
629,29,[17],404,1000000,630000,0
630,30,[18],244,1000000,600000,0
631,31,[19],284,1000000,620000,0
632,32,[20],324,1000000,640000,0
633,33,[21],364,1000000,650000,0
634,34,[22],404,1000000,630000,0
635,35,[23],244,1000000,600000,0
636,36,[24],284,1000000,620000,0
637,37,[25],324,1000000,640000,0
638,38,[26],364,1000000,650000,0
639,39,[27],404,1000000,630000,0
640,40,[28],244,1000000,600000,0
641,41,[29],284,1000000,620000,0
642,42,[30],324,1000000,640000,0
643,43,[31],364,1000000,650000,0
644,44,[32],404,1000000,630000,0
645,45,[33],244,1000000,600000,0
646,46,[34],284,1000000,620000,0
647,47,[35],324,1000000,640000,0
648,48,[36],364,1000000,650000,0
649,49,[37],404,1000000,630000,0
650,0,[39],244,1000000,600000,0
651,1,[40],284,1000000,620000,0
652,2,[41],324,1000000,640000,0
653,3,[42],364,1000000,650000,0
654,4,[43],404,1000000,630000,0
655,5,[44],244,1000000,600000,0
656,6,[45],284,1000000,620000,0
657,7,[46],324,1000000,640000,0
658,8,[47],364,1000000,650000,0
659,9,[48],404,1000000,630000,0
660,10,[49],244,1000000,600000,0
661,11,[0],284,1000000,620000,0
662,12,[1],324,1000000,640000,0
663,13,[2],364,1000000,650000,0
664,14,[3],404,1000000,630000,0
665,15,[4],244,1000000,600000,0
666,16,[5],284,1000000,620000,0
667,17,[6],324,1000000,640000,0
668,18,[7],364,1000000,650000,0
669,19,[8],404,1000000,630000,0
670,20,[9],244,1000000,600000,0
671,21,[10],284,1000000,620000,0
672,22,[11],324,1000000,640000,0
673,23,[12],364,1000000,650000,0
674,24,[13],404,1000000,630000,0
675,25,[14],244,1000000,600000,0
676,26,[15],284,1000000,620000,0
677,27,[16],324,1000000,640000,0
678,28,[17],364,1000000,650000,0
679,29,[18],404,1000000,630000,0
680,30,[19],244,1000000,600000,0
681,31,[20],284,1000000,620000,0
682,32,[21],324,1000000,640000,0
683,33,[22],364,1000000,650000,0
684,34,[23],404,1000000,630000,0
685,35,[24],244,1000000,600000,0
686,36,[25],284,1000000,620000,0
687,37,[26],324,1000000,640000,0
688,38,[27],364,1000000,650000,0
689,39,[28],404,1000000,630000,0
690,40,[29],244,1000000,600000,0
691,41,[30],284,1000000,620000,0
692,42,[31],324,1000000,640000,0
693,43,[32],364,1000000,650000,0
694,44,[33],404,1000000,630000,0
695,45,[34],244,1000000,600000,0
696,46,[35],284,1000000,620000,0
697,47,[36],324,1000000,640000,0
698,48,[37],364,1000000,650000,0
699,49,[38],404,1000000,630000,0
700,0,[40],244,1000000,600000,0
701,1,[41],284,1000000,620000,0
702,2,[42],324,1000000,640000,0
703,3,[43],364,1000000,650000,0
704,4,[44],404,1000000,630000,0
705,5,[45],244,1000000,600000,0
706,6,[46],284,1000000,620000,0
707,7,[47],324,1000000,640000,0
708,8,[48],364,1000000,650000,0
709,9,[49],404,1000000,630000,0
710,10,[0],244,1000000,600000,0
711,11,[1],284,1000000,620000,0
712,12,[2],324,1000000,640000,0
713,13,[3],364,1000000,650000,0
714,14,[4],404,1000000,630000,0
715,15,[5],244,1000000,600000,0
716,16,[6],284,1000000,620000,0
717,17,[7],324,1000000,640000,0
718,18,[8],364,1000000,650000,0
719,19,[9],404,1000000,630000,0
720,20,[10],244,1000000,600000,0
721,21,[11],284,1000000,620000,0
722,22,[12],324,1000000,640000,0
723,23,[13],364,1000000,650000,0
724,24,[14],404,1000000,630000,0
725,25,[15],244,1000000,600000,0
726,26,[16],284,1000000,620000,0
727,27,[17],324,1000000,640000,0
728,28,[18],364,1000000,650000,0
729,29,[19],404,1000000,630000,0
730,30,[20],244,1000000,600000,0
731,31,[21],284,1000000,620000,0
732,32,[22],324,1000000,640000,0
733,33,[23],364,1000000,650000,0
734,34,[24],404,1000000,630000,0
735,35,[25],244,1000000,600000,0
736,36,[26],284,1000000,620000,0
737,37,[27],324,1000000,640000,0
738,38,[28],364,1000000,650000,0
739,39,[29],404,1000000,630000,0
740,40,[30],244,1000000,600000,0
741,41,[31],284,1000000,620000,0
742,42,[32],324,1000000,640000,0
743,43,[33],364,1000000,650000,0
744,44,[34],404,1000000,630000,0
745,45,[35],244,1000000,600000,0
746,46,[36],284,1000000,620000,0
747,47,[37],324,1000000,640000,0
748,48,[38],364,1000000,650000,0
749,49,[39],404,1000000,630000,0
750,0,[41],244,1000000,600000,0
751,1,[42],284,1000000,620000,0
752,2,[43],324,1000000,640000,0
753,3,[44],364,1000000,650000,0
754,4,[45],404,1000000,630000,0
755,5,[46],244,1000000,600000,0
756,6,[47],284,1000000,620000,0
757,7,[48],324,1000000,640000,0
758,8,[49],364,1000000,650000,0
759,9,[0],404,1000000,630000,0
760,10,[1],244,1000000,600000,0
761,11,[2],284,1000000,620000,0
762,12,[3],324,1000000,640000,0
763,13,[4],364,1000000,650000,0
764,14,[5],404,1000000,630000,0
765,15,[6],244,1000000,600000,0
766,16,[7],284,1000000,620000,0
767,17,[8],324,1000000,640000,0
768,18,[9],364,1000000,650000,0
769,19,[10],404,1000000,630000,0
770,20,[11],244,1000000,600000,0
771,21,[12],284,1000000,620000,0
772,22,[13],324,1000000,640000,0
773,23,[14],364,1000000,650000,0
774,24,[15],404,1000000,630000,0
