link,q_num,rate,t_proc,t_prop
"(61, 289)",8,1,0,0
"(289, 61)",8,1,0,0
"(62, 291)",8,1,0,0
"(291, 62)",8,1,0,0
"(63, 293)",8,1,0,0
"(293, 63)",8,1,0,0
"(64, 296)",8,1,0,0
"(296, 64)",8,1,0,0
"(65, 298)",8,1,0,0
"(298, 65)",8,1,0,0
"(66, 300)",8,1,0,0
"(300, 66)",8,1,0,0
"(67, 302)",8,1,0,0
"(302, 67)",8,1,0,0
"(68, 304)",8,1,0,0
"(304, 68)",8,1,0,0
"(69, 306)",8,1,0,0
"(306, 69)",8,1,0,0
"(70, 308)",8,1,0,0
"(308, 70)",8,1,0,0
"(71, 310)",8,1,0,0
"(310, 71)",8,1,0,0
"(72, 313)",8,1,0,0
"(313, 72)",8,1,0,0
"(73, 315)",8,1,0,0
"(315, 73)",8,1,0,0
"(74, 317)",8,1,0,0
"(317, 74)",8,1,0,0
"(75, 319)",8,1,0,0
"(319, 75)",8,1,0,0
"(76, 321)",8,1,0,0
"(321, 76)",8,1,0,0
"(77, 323)",8,1,0,0
"(323, 77)",8,1,0,0
"(78, 325)",8,1,0,0
"(325, 78)",8,1,0,0
"(79, 327)",8,1,0,0
"(327, 79)",8,1,0,0
"(80, 330)",8,1,0,0
"(330, 80)",8,1,0,0
"(81, 332)",8,1,0,0
"(332, 81)",8,1,0,0
"(82, 334)",8,1,0,0
"(334, 82)",8,1,0,0
"(83, 336)",8,1,0,0
"(336, 83)",8,1,0,0
"(84, 338)",8,1,0,0
"(338, 84)",8,1,0,0
"(85, 340)",8,1,0,0
"(340, 85)",8,1,0,0
"(86, 342)",8,1,0,0
"(342, 86)",8,1,0,0
"(87, 344)",8,1,0,0
"(344, 87)",8,1,0,0
"(88, 347)",8,1,0,0
"(347, 88)",8,1,0,0
"(89, 349)",8,1,0,0
"(349, 89)",8,1,0,0
"(90, 351)",8,1,0,0
"(351, 90)",8,1,0,0
"(91, 353)",8,1,0,0
"(353, 91)",8,1,0,0
"(92, 355)",8,1,0,0
"(355, 92)",8,1,0,0
"(93, 357)",8,1,0,0
"(357, 93)",8,1,0,0
"(94, 359)",8,1,0,0
"(359, 94)",8,1,0,0
"(95, 361)",8,1,0,0
"(361, 95)",8,1,0,0
"(96, 364)",8,1,0,0
"(364, 96)",8,1,0,0
"(97, 366)",8,1,0,0
"(366, 97)",8,1,0,0
"(98, 368)",8,1,0,0
"(368, 98)",8,1,0,0
"(99, 370)",8,1,0,0
"(370, 99)",8,1,0,0
"(100, 372)",8,1,0,0
"(372, 100)",8,1,0,0
"(101, 374)",8,1,0,0
"(374, 101)",8,1,0,0
"(102, 376)",8,1,0,0
"(376, 102)",8,1,0,0
"(103, 378)",8,1,0,0
"(378, 103)",8,1,0,0
"(104, 381)",8,1,0,0
"(381, 104)",8,1,0,0
"(105, 383)",8,1,0,0
"(383, 105)",8,1,0,0
"(106, 385)",8,1,0,0
"(385, 106)",8,1,0,0
"(107, 387)",8,1,0,0
"(387, 107)",8,1,0,0
"(108, 389)",8,1,0,0
"(389, 108)",8,1,0,0
"(109, 391)",8,1,0,0
"(391, 109)",8,1,0,0
"(110, 393)",8,1,0,0
"(393, 110)",8,1,0,0
"(111, 395)",8,1,0,0
"(395, 111)",8,1,0,0
"(112, 398)",8,1,0,0
"(398, 112)",8,1,0,0
"(113, 400)",8,1,0,0
"(400, 113)",8,1,0,0
"(114, 402)",8,1,0,0
"(402, 114)",8,1,0,0
"(115, 404)",8,1,0,0
"(404, 115)",8,1,0,0
"(116, 406)",8,1,0,0
"(406, 116)",8,1,0,0
"(117, 408)",8,1,0,0
"(408, 117)",8,1,0,0
"(118, 410)",8,1,0,0
"(410, 118)",8,1,0,0
"(119, 412)",8,1,0,0
"(412, 119)",8,1,0,0
"(120, 415)",8,1,0,0
"(415, 120)",8,1,0,0
"(121, 417)",8,1,0,0
"(417, 121)",8,1,0,0
"(122, 419)",8,1,0,0
"(419, 122)",8,1,0,0
"(123, 421)",8,1,0,0
"(421, 123)",8,1,0,0
"(124, 423)",8,1,0,0
"(423, 124)",8,1,0,0
"(125, 425)",8,1,0,0
"(425, 125)",8,1,0,0
"(126, 427)",8,1,0,0
"(427, 126)",8,1,0,0
"(127, 429)",8,1,0,0
"(429, 127)",8,1,0,0
"(128, 432)",8,1,0,0
"(432, 128)",8,1,0,0
"(129, 434)",8,1,0,0
"(434, 129)",8,1,0,0
"(130, 436)",8,1,0,0
"(436, 130)",8,1,0,0
"(131, 438)",8,1,0,0
"(438, 131)",8,1,0,0
"(132, 440)",8,1,0,0
"(440, 132)",8,1,0,0
"(133, 442)",8,1,0,0
"(442, 133)",8,1,0,0
"(134, 444)",8,1,0,0
"(444, 134)",8,1,0,0
"(135, 446)",8,1,0,0
"(446, 135)",8,1,0,0
"(136, 449)",8,1,0,0
"(449, 136)",8,1,0,0
"(137, 451)",8,1,0,0
"(451, 137)",8,1,0,0
"(138, 453)",8,1,0,0
"(453, 138)",8,1,0,0
"(139, 455)",8,1,0,0
"(455, 139)",8,1,0,0
"(140, 457)",8,1,0,0
"(457, 140)",8,1,0,0
"(141, 459)",8,1,0,0
"(459, 141)",8,1,0,0
"(142, 461)",8,1,0,0
"(461, 142)",8,1,0,0
"(143, 463)",8,1,0,0
"(463, 143)",8,1,0,0
"(144, 466)",8,1,0,0
"(466, 144)",8,1,0,0
"(145, 468)",8,1,0,0
"(468, 145)",8,1,0,0
"(146, 470)",8,1,0,0
"(470, 146)",8,1,0,0
"(147, 472)",8,1,0,0
"(472, 147)",8,1,0,0
"(148, 474)",8,1,0,0
"(474, 148)",8,1,0,0
"(149, 476)",8,1,0,0
"(476, 149)",8,1,0,0
"(150, 478)",8,1,0,0
"(478, 150)",8,1,0,0
"(151, 480)",8,1,0,0
"(480, 151)",8,1,0,0
"(152, 483)",8,1,0,0
"(483, 152)",8,1,0,0
"(153, 485)",8,1,0,0
"(485, 153)",8,1,0,0
"(154, 487)",8,1,0,0
"(487, 154)",8,1,0,0
"(155, 489)",8,1,0,0
"(489, 155)",8,1,0,0
"(156, 491)",8,1,0,0
"(491, 156)",8,1,0,0
"(157, 493)",8,1,0,0
"(493, 157)",8,1,0,0
"(158, 495)",8,1,0,0
"(495, 158)",8,1,0,0
"(159, 497)",8,1,0,0
"(497, 159)",8,1,0,0
"(160, 161)",8,1,0,0
"(161, 160)",8,1,0,0
"(160, 162)",8,1,0,0
"(162, 160)",8,1,0,0
"(160, 498)",8,1,0,0
"(498, 160)",8,1,0,0
"(160, 499)",8,1,0,0
"(499, 160)",8,1,0,0
"(161, 162)",8,1,0,0
"(162, 161)",8,1,0,0
"(161, 163)",8,1,0,0
"(163, 161)",8,1,0,0
"(161, 499)",8,1,0,0
"(499, 161)",8,1,0,0
"(162, 163)",8,1,0,0
"(163, 162)",8,1,0,0
"(162, 164)",8,1,0,0
"(164, 162)",8,1,0,0
"(163, 164)",8,1,0,0
"(164, 163)",8,1,0,0
"(163, 165)",8,1,0,0
"(165, 163)",8,1,0,0
"(164, 165)",8,1,0,0
"(165, 164)",8,1,0,0
"(164, 166)",8,1,0,0
"(166, 164)",8,1,0,0
"(165, 166)",8,1,0,0
"(166, 165)",8,1,0,0
"(165, 167)",8,1,0,0
"(167, 165)",8,1,0,0
"(166, 167)",8,1,0,0
"(167, 166)",8,1,0,0
"(166, 168)",8,1,0,0
"(168, 166)",8,1,0,0
"(167, 168)",8,1,0,0
"(168, 167)",8,1,0,0
"(167, 169)",8,1,0,0
"(169, 167)",8,1,0,0
"(168, 169)",8,1,0,0
"(169, 168)",8,1,0,0
"(168, 170)",8,1,0,0
"(170, 168)",8,1,0,0
"(169, 170)",8,1,0,0
"(170, 169)",8,1,0,0
"(169, 171)",8,1,0,0
"(171, 169)",8,1,0,0
"(170, 171)",8,1,0,0
"(171, 170)",8,1,0,0
"(170, 172)",8,1,0,0
"(172, 170)",8,1,0,0
"(171, 172)",8,1,0,0
"(172, 171)",8,1,0,0
"(171, 173)",8,1,0,0
"(173, 171)",8,1,0,0
"(172, 173)",8,1,0,0
"(173, 172)",8,1,0,0
"(172, 174)",8,1,0,0
"(174, 172)",8,1,0,0
"(173, 174)",8,1,0,0
"(174, 173)",8,1,0,0
"(173, 175)",8,1,0,0
"(175, 173)",8,1,0,0
"(174, 175)",8,1,0,0
"(175, 174)",8,1,0,0
"(174, 176)",8,1,0,0
"(176, 174)",8,1,0,0
"(175, 176)",8,1,0,0
"(176, 175)",8,1,0,0
"(175, 177)",8,1,0,0
"(177, 175)",8,1,0,0
"(176, 177)",8,1,0,0
"(177, 176)",8,1,0,0
"(176, 178)",8,1,0,0
"(178, 176)",8,1,0,0
"(177, 178)",8,1,0,0
"(178, 177)",8,1,0,0
"(177, 179)",8,1,0,0
"(179, 177)",8,1,0,0
"(178, 179)",8,1,0,0
"(179, 178)",8,1,0,0
"(178, 180)",8,1,0,0
"(180, 178)",8,1,0,0
"(179, 180)",8,1,0,0
"(180, 179)",8,1,0,0
"(179, 181)",8,1,0,0
"(181, 179)",8,1,0,0
"(180, 181)",8,1,0,0
"(181, 180)",8,1,0,0
"(180, 182)",8,1,0,0
"(182, 180)",8,1,0,0
"(181, 182)",8,1,0,0
"(182, 181)",8,1,0,0
"(181, 183)",8,1,0,0
"(183, 181)",8,1,0,0
"(182, 183)",8,1,0,0
"(183, 182)",8,1,0,0
"(182, 184)",8,1,0,0
"(184, 182)",8,1,0,0
"(183, 184)",8,1,0,0
"(184, 183)",8,1,0,0
"(183, 185)",8,1,0,0
"(185, 183)",8,1,0,0
"(184, 185)",8,1,0,0
"(185, 184)",8,1,0,0
"(184, 186)",8,1,0,0
"(186, 184)",8,1,0,0
"(185, 186)",8,1,0,0
"(186, 185)",8,1,0,0
"(185, 187)",8,1,0,0
"(187, 185)",8,1,0,0
"(186, 187)",8,1,0,0
"(187, 186)",8,1,0,0
"(186, 188)",8,1,0,0
"(188, 186)",8,1,0,0
"(187, 188)",8,1,0,0
"(188, 187)",8,1,0,0
"(187, 189)",8,1,0,0
"(189, 187)",8,1,0,0
"(188, 189)",8,1,0,0
"(189, 188)",8,1,0,0
"(188, 190)",8,1,0,0
"(190, 188)",8,1,0,0
"(189, 190)",8,1,0,0
"(190, 189)",8,1,0,0
"(189, 191)",8,1,0,0
"(191, 189)",8,1,0,0
"(190, 191)",8,1,0,0
"(191, 190)",8,1,0,0
"(190, 192)",8,1,0,0
"(192, 190)",8,1,0,0
"(191, 192)",8,1,0,0
"(192, 191)",8,1,0,0
"(191, 193)",8,1,0,0
"(193, 191)",8,1,0,0
"(192, 193)",8,1,0,0
"(193, 192)",8,1,0,0
"(192, 194)",8,1,0,0
"(194, 192)",8,1,0,0
"(193, 194)",8,1,0,0
"(194, 193)",8,1,0,0
"(193, 195)",8,1,0,0
"(195, 193)",8,1,0,0
"(194, 195)",8,1,0,0
"(195, 194)",8,1,0,0
"(194, 196)",8,1,0,0
"(196, 194)",8,1,0,0
"(195, 196)",8,1,0,0
"(196, 195)",8,1,0,0
"(195, 197)",8,1,0,0
"(197, 195)",8,1,0,0
"(196, 197)",8,1,0,0
"(197, 196)",8,1,0,0
"(196, 198)",8,1,0,0
"(198, 196)",8,1,0,0
"(197, 198)",8,1,0,0
"(198, 197)",8,1,0,0
"(197, 199)",8,1,0,0
"(199, 197)",8,1,0,0
"(198, 199)",8,1,0,0
"(199, 198)",8,1,0,0
"(198, 200)",8,1,0,0
"(200, 198)",8,1,0,0
"(199, 200)",8,1,0,0
"(200, 199)",8,1,0,0
"(199, 201)",8,1,0,0
"(201, 199)",8,1,0,0
"(200, 201)",8,1,0,0
"(201, 200)",8,1,0,0
"(200, 202)",8,1,0,0
"(202, 200)",8,1,0,0
"(201, 202)",8,1,0,0
"(202, 201)",8,1,0,0
"(201, 203)",8,1,0,0
"(203, 201)",8,1,0,0
"(202, 203)",8,1,0,0
"(203, 202)",8,1,0,0
"(202, 204)",8,1,0,0
"(204, 202)",8,1,0,0
"(203, 204)",8,1,0,0
"(204, 203)",8,1,0,0
"(203, 205)",8,1,0,0
"(205, 203)",8,1,0,0
"(204, 205)",8,1,0,0
"(205, 204)",8,1,0,0
"(204, 206)",8,1,0,0
"(206, 204)",8,1,0,0
"(205, 206)",8,1,0,0
"(206, 205)",8,1,0,0
"(205, 207)",8,1,0,0
"(207, 205)",8,1,0,0
"(206, 207)",8,1,0,0
"(207, 206)",8,1,0,0
"(206, 208)",8,1,0,0
"(208, 206)",8,1,0,0
"(207, 208)",8,1,0,0
"(208, 207)",8,1,0,0
"(207, 209)",8,1,0,0
"(209, 207)",8,1,0,0
"(208, 209)",8,1,0,0
"(209, 208)",8,1,0,0
"(208, 210)",8,1,0,0
"(210, 208)",8,1,0,0
"(209, 210)",8,1,0,0
"(210, 209)",8,1,0,0
"(209, 211)",8,1,0,0
"(211, 209)",8,1,0,0
"(210, 211)",8,1,0,0
"(211, 210)",8,1,0,0
"(210, 212)",8,1,0,0
"(212, 210)",8,1,0,0
"(211, 212)",8,1,0,0
"(212, 211)",8,1,0,0
"(211, 213)",8,1,0,0
"(213, 211)",8,1,0,0
"(212, 213)",8,1,0,0
"(213, 212)",8,1,0,0
"(212, 214)",8,1,0,0
"(214, 212)",8,1,0,0
"(213, 214)",8,1,0,0
"(214, 213)",8,1,0,0
"(213, 215)",8,1,0,0
"(215, 213)",8,1,0,0
"(214, 215)",8,1,0,0
"(215, 214)",8,1,0,0
"(214, 216)",8,1,0,0
"(216, 214)",8,1,0,0
"(215, 216)",8,1,0,0
"(216, 215)",8,1,0,0
"(215, 217)",8,1,0,0
"(217, 215)",8,1,0,0
"(216, 217)",8,1,0,0
"(217, 216)",8,1,0,0
"(216, 218)",8,1,0,0
"(218, 216)",8,1,0,0
"(217, 218)",8,1,0,0
"(218, 217)",8,1,0,0
"(217, 219)",8,1,0,0
"(219, 217)",8,1,0,0
"(218, 219)",8,1,0,0
"(219, 218)",8,1,0,0
"(218, 220)",8,1,0,0
"(220, 218)",8,1,0,0
"(219, 220)",8,1,0,0
"(220, 219)",8,1,0,0
"(219, 221)",8,1,0,0
"(221, 219)",8,1,0,0
"(220, 221)",8,1,0,0
"(221, 220)",8,1,0,0
"(220, 222)",8,1,0,0
"(222, 220)",8,1,0,0
"(221, 222)",8,1,0,0
"(222, 221)",8,1,0,0
"(221, 223)",8,1,0,0
"(223, 221)",8,1,0,0
"(222, 223)",8,1,0,0
"(223, 222)",8,1,0,0
"(222, 224)",8,1,0,0
"(224, 222)",8,1,0,0
"(223, 224)",8,1,0,0
"(224, 223)",8,1,0,0
"(223, 225)",8,1,0,0
"(225, 223)",8,1,0,0
"(224, 225)",8,1,0,0
"(225, 224)",8,1,0,0
"(224, 226)",8,1,0,0
"(226, 224)",8,1,0,0
"(225, 226)",8,1,0,0
"(226, 225)",8,1,0,0
"(225, 227)",8,1,0,0
"(227, 225)",8,1,0,0
"(226, 227)",8,1,0,0
"(227, 226)",8,1,0,0
"(226, 228)",8,1,0,0
"(228, 226)",8,1,0,0
"(227, 228)",8,1,0,0
"(228, 227)",8,1,0,0
"(227, 229)",8,1,0,0
"(229, 227)",8,1,0,0
"(228, 229)",8,1,0,0
"(229, 228)",8,1,0,0
"(228, 230)",8,1,0,0
"(230, 228)",8,1,0,0
"(229, 230)",8,1,0,0
"(230, 229)",8,1,0,0
"(229, 231)",8,1,0,0
"(231, 229)",8,1,0,0
"(230, 231)",8,1,0,0
"(231, 230)",8,1,0,0
"(230, 232)",8,1,0,0
"(232, 230)",8,1,0,0
"(231, 232)",8,1,0,0
"(232, 231)",8,1,0,0
"(231, 233)",8,1,0,0
"(233, 231)",8,1,0,0
"(232, 233)",8,1,0,0
"(233, 232)",8,1,0,0
"(232, 234)",8,1,0,0
"(234, 232)",8,1,0,0
"(233, 234)",8,1,0,0
"(234, 233)",8,1,0,0
"(233, 235)",8,1,0,0
"(235, 233)",8,1,0,0
"(234, 235)",8,1,0,0
"(235, 234)",8,1,0,0
"(234, 236)",8,1,0,0
"(236, 234)",8,1,0,0
"(235, 236)",8,1,0,0
"(236, 235)",8,1,0,0
"(235, 237)",8,1,0,0
"(237, 235)",8,1,0,0
"(236, 237)",8,1,0,0
"(237, 236)",8,1,0,0
"(236, 238)",8,1,0,0
"(238, 236)",8,1,0,0
"(237, 238)",8,1,0,0
"(238, 237)",8,1,0,0
"(237, 239)",8,1,0,0
"(239, 237)",8,1,0,0
"(238, 239)",8,1,0,0
"(239, 238)",8,1,0,0
"(238, 240)",8,1,0,0
"(240, 238)",8,1,0,0
"(239, 240)",8,1,0,0
"(240, 239)",8,1,0,0
"(239, 241)",8,1,0,0
"(241, 239)",8,1,0,0
"(240, 241)",8,1,0,0
"(241, 240)",8,1,0,0
"(240, 242)",8,1,0,0
"(242, 240)",8,1,0,0
"(241, 242)",8,1,0,0
"(242, 241)",8,1,0,0
"(241, 243)",8,1,0,0
"(243, 241)",8,1,0,0
"(242, 243)",8,1,0,0
"(243, 242)",8,1,0,0
"(242, 244)",8,1,0,0
"(244, 242)",8,1,0,0
"(243, 244)",8,1,0,0
"(244, 243)",8,1,0,0
"(243, 245)",8,1,0,0
"(245, 243)",8,1,0,0
"(244, 245)",8,1,0,0
"(245, 244)",8,1,0,0
"(244, 246)",8,1,0,0
"(246, 244)",8,1,0,0
"(245, 246)",8,1,0,0
"(246, 245)",8,1,0,0
"(245, 247)",8,1,0,0
"(247, 245)",8,1,0,0
"(246, 247)",8,1,0,0
"(247, 246)",8,1,0,0
"(246, 248)",8,1,0,0
"(248, 246)",8,1,0,0
"(247, 248)",8,1,0,0
"(248, 247)",8,1,0,0
"(247, 249)",8,1,0,0
"(249, 247)",8,1,0,0
"(248, 249)",8,1,0,0
"(249, 248)",8,1,0,0
"(248, 250)",8,1,0,0
"(250, 248)",8,1,0,0
"(249, 250)",8,1,0,0
"(250, 249)",8,1,0,0
"(249, 251)",8,1,0,0
"(251, 249)",8,1,0,0
"(250, 251)",8,1,0,0
"(251, 250)",8,1,0,0
"(250, 252)",8,1,0,0
"(252, 250)",8,1,0,0
"(251, 252)",8,1,0,0
"(252, 251)",8,1,0,0
"(251, 253)",8,1,0,0
"(253, 251)",8,1,0,0
"(252, 253)",8,1,0,0
"(253, 252)",8,1,0,0
"(252, 254)",8,1,0,0
"(254, 252)",8,1,0,0
"(253, 254)",8,1,0,0
"(254, 253)",8,1,0,0
"(253, 255)",8,1,0,0
"(255, 253)",8,1,0,0
"(254, 255)",8,1,0,0
"(255, 254)",8,1,0,0
"(254, 256)",8,1,0,0
"(256, 254)",8,1,0,0
"(255, 256)",8,1,0,0
"(256, 255)",8,1,0,0
"(255, 257)",8,1,0,0
"(257, 255)",8,1,0,0
"(256, 257)",8,1,0,0
"(257, 256)",8,1,0,0
"(256, 258)",8,1,0,0
"(258, 256)",8,1,0,0
"(257, 258)",8,1,0,0
"(258, 257)",8,1,0,0
"(257, 259)",8,1,0,0
"(259, 257)",8,1,0,0
"(258, 259)",8,1,0,0
"(259, 258)",8,1,0,0
"(258, 260)",8,1,0,0
"(260, 258)",8,1,0,0
"(259, 260)",8,1,0,0
"(260, 259)",8,1,0,0
"(259, 261)",8,1,0,0
"(261, 259)",8,1,0,0
"(260, 261)",8,1,0,0
"(261, 260)",8,1,0,0
"(260, 262)",8,1,0,0
"(262, 260)",8,1,0,0
"(261, 262)",8,1,0,0
"(262, 261)",8,1,0,0
"(261, 263)",8,1,0,0
"(263, 261)",8,1,0,0
"(262, 263)",8,1,0,0
"(263, 262)",8,1,0,0
"(262, 264)",8,1,0,0
"(264, 262)",8,1,0,0
"(263, 264)",8,1,0,0
"(264, 263)",8,1,0,0
"(263, 265)",8,1,0,0
"(265, 263)",8,1,0,0
"(264, 265)",8,1,0,0
"(265, 264)",8,1,0,0
"(264, 266)",8,1,0,0
"(266, 264)",8,1,0,0
"(265, 266)",8,1,0,0
"(266, 265)",8,1,0,0
"(265, 267)",8,1,0,0
"(267, 265)",8,1,0,0
"(266, 267)",8,1,0,0
"(267, 266)",8,1,0,0
"(266, 268)",8,1,0,0
"(268, 266)",8,1,0,0
"(267, 268)",8,1,0,0
"(268, 267)",8,1,0,0
"(267, 269)",8,1,0,0
"(269, 267)",8,1,0,0
"(268, 269)",8,1,0,0
"(269, 268)",8,1,0,0
"(268, 270)",8,1,0,0
"(270, 268)",8,1,0,0
"(269, 270)",8,1,0,0
"(270, 269)",8,1,0,0
"(269, 271)",8,1,0,0
"(271, 269)",8,1,0,0
"(270, 271)",8,1,0,0
"(271, 270)",8,1,0,0
"(270, 272)",8,1,0,0
"(272, 270)",8,1,0,0
"(271, 272)",8,1,0,0
"(272, 271)",8,1,0,0
"(271, 273)",8,1,0,0
"(273, 271)",8,1,0,0
"(272, 273)",8,1,0,0
"(273, 272)",8,1,0,0
"(272, 274)",8,1,0,0
"(274, 272)",8,1,0,0
"(273, 274)",8,1,0,0
"(274, 273)",8,1,0,0
"(273, 275)",8,1,0,0
"(275, 273)",8,1,0,0
"(274, 275)",8,1,0,0
"(275, 274)",8,1,0,0
"(274, 276)",8,1,0,0
"(276, 274)",8,1,0,0
"(275, 276)",8,1,0,0
"(276, 275)",8,1,0,0
"(275, 277)",8,1,0,0
"(277, 275)",8,1,0,0
"(276, 277)",8,1,0,0
"(277, 276)",8,1,0,0
"(276, 278)",8,1,0,0
"(278, 276)",8,1,0,0
"(277, 278)",8,1,0,0
"(278, 277)",8,1,0,0
"(277, 279)",8,1,0,0
"(279, 277)",8,1,0,0
"(278, 279)",8,1,0,0
"(279, 278)",8,1,0,0
"(278, 280)",8,1,0,0
"(280, 278)",8,1,0,0
"(279, 280)",8,1,0,0
"(280, 279)",8,1,0,0
"(279, 281)",8,1,0,0
"(281, 279)",8,1,0,0
"(280, 281)",8,1,0,0
"(281, 280)",8,1,0,0
"(280, 282)",8,1,0,0
"(282, 280)",8,1,0,0
"(281, 282)",8,1,0,0
"(282, 281)",8,1,0,0
"(281, 283)",8,1,0,0
"(283, 281)",8,1,0,0
"(282, 283)",8,1,0,0
"(283, 282)",8,1,0,0
"(282, 284)",8,1,0,0
"(284, 282)",8,1,0,0
"(283, 284)",8,1,0,0
"(284, 283)",8,1,0,0
"(283, 285)",8,1,0,0
"(285, 283)",8,1,0,0
"(284, 285)",8,1,0,0
"(285, 284)",8,1,0,0
"(284, 286)",8,1,0,0
"(286, 284)",8,1,0,0
"(285, 286)",8,1,0,0
"(286, 285)",8,1,0,0
"(285, 287)",8,1,0,0
"(287, 285)",8,1,0,0
"(286, 287)",8,1,0,0
"(287, 286)",8,1,0,0
"(286, 288)",8,1,0,0
"(288, 286)",8,1,0,0
"(287, 288)",8,1,0,0
"(288, 287)",8,1,0,0
"(287, 289)",8,1,0,0
"(289, 287)",8,1,0,0
"(288, 289)",8,1,0,0
"(289, 288)",8,1,0,0
"(288, 290)",8,1,0,0
"(290, 288)",8,1,0,0
"(289, 290)",8,1,0,0
"(290, 289)",8,1,0,0
"(289, 291)",8,1,0,0
"(291, 289)",8,1,0,0
"(290, 291)",8,1,0,0
"(291, 290)",8,1,0,0
"(290, 292)",8,1,0,0
"(292, 290)",8,1,0,0
"(291, 292)",8,1,0,0
"(292, 291)",8,1,0,0
"(291, 293)",8,1,0,0
"(293, 291)",8,1,0,0
"(292, 293)",8,1,0,0
"(293, 292)",8,1,0,0
"(292, 294)",8,1,0,0
"(294, 292)",8,1,0,0
"(293, 294)",8,1,0,0
"(294, 293)",8,1,0,0
"(293, 295)",8,1,0,0
"(295, 293)",8,1,0,0
"(294, 295)",8,1,0,0
"(295, 294)",8,1,0,0
"(294, 296)",8,1,0,0
"(296, 294)",8,1,0,0
"(295, 296)",8,1,0,0
"(296, 295)",8,1,0,0
"(295, 297)",8,1,0,0
"(297, 295)",8,1,0,0
"(296, 297)",8,1,0,0
"(297, 296)",8,1,0,0
