stream,src,dst,size,period,deadline,jitter
86,6,[29],284,1000000,620000,0
87,7,[30],324,1000000,640000,0
88,8,[31],364,1000000,650000,0
89,9,[32],404,1000000,630000,0
90,10,[33],244,1000000,600000,0
91,11,[34],284,1000000,620000,0
92,12,[35],324,1000000,640000,0
93,13,[36],364,1000000,650000,0
94,14,[37],404,1000000,630000,0
95,15,[38],244,1000000,600000,0
96,16,[39],284,1000000,620000,0
97,17,[0],324,1000000,640000,0
98,18,[1],364,1000000,650000,0
99,19,[2],404,1000000,630000,0
100,20,[3],244,1000000,600000,0
101,21,[4],284,1000000,620000,0
102,22,[5],324,1000000,640000,0
103,23,[6],364,1000000,650000,0
104,24,[7],404,1000000,630000,0
105,25,[8],244,1000000,600000,0
106,26,[9],284,1000000,620000,0
107,27,[10],324,1000000,640000,0
108,28,[11],364,1000000,650000,0
109,29,[12],404,1000000,630000,0
110,30,[13],244,1000000,600000,0
111,31,[14],284,1000000,620000,0
112,32,[15],324,1000000,640000,0
113,33,[16],364,1000000,650000,0
114,34,[17],404,1000000,630000,0
115,35,[18],244,1000000,600000,0
116,36,[19],284,1000000,620000,0
117,37,[20],324,1000000,640000,0
118,38,[21],364,1000000,650000,0
119,39,[22],404,1000000,630000,0
120,0,[24],244,1000000,600000,0
121,1,[25],284,1000000,620000,0
122,2,[26],324,1000000,640000,0
123,3,[27],364,1000000,650000,0
124,4,[28],404,1000000,630000,0
125,5,[29],244,1000000,600000,0
126,6,[30],284,1000000,620000,0
127,7,[31],324,1000000,640000,0
128,8,[32],364,1000000,650000,0
129,9,[33],404,1000000,630000,0
130,10,[34],244,1000000,600000,0
131,11,[35],284,1000000,620000,0
132,12,[36],324,1000000,640000,0
133,13,[37],364,1000000,650000,0
134,14,[38],404,1000000,630000,0
135,15,[39],244,1000000,600000,0
136,16,[0],284,1000000,620000,0
137,17,[1],324,1000000,640000,0
138,18,[2],364,1000000,650000,0
139,19,[3],404,1000000,630000,0
140,20,[4],244,1000000,600000,0
141,21,[5],284,1000000,620000,0
142,22,[6],324,1000000,640000,0
143,23,[7],364,1000000,650000,0
144,24,[8],404,1000000,630000,0
145,25,[9],244,1000000,600000,0
146,26,[10],284,1000000,620000,0
147,27,[11],324,1000000,640000,0
148,28,[12],364,1000000,650000,0
149,29,[13],404,1000000,630000,0
150,30,[14],244,1000000,600000,0
151,31,[15],284,1000000,620000,0
152,32,[16],324,1000000,640000,0
153,33,[17],364,1000000,650000,0
154,34,[18],404,1000000,630000,0
155,35,[19],244,1000000,600000,0
156,36,[20],284,1000000,620000,0
157,37,[21],324,1000000,640000,0
158,38,[22],364,1000000,650000,0
159,39,[23],404,1000000,630000,0
160,0,[25],244,1000000,600000,0
161,1,[26],284,1000000,620000,0
162,2,[27],324,1000000,640000,0
163,3,[28],364,1000000,650000,0
164,4,[29],404,1000000,630000,0
165,5,[30],244,1000000,600000,0
166,6,[31],284,1000000,620000,0
167,7,[32],324,1000000,640000,0
168,8,[33],364,1000000,650000,0
169,9,[34],404,1000000,630000,0
170,10,[35],244,1000000,600000,0
171,11,[36],284,1000000,620000,0
172,12,[37],324,1000000,640000,0
173,13,[38],364,1000000,650000,0
174,14,[39],404,1000000,630000,0
175,15,[0],244,1000000,600000,0
176,16,[1],284,1000000,620000,0
177,17,[2],324,1000000,640000,0
178,18,[3],364,1000000,650000,0
179,19,[4],404,1000000,630000,0
180,20,[5],244,1000000,600000,0
181,21,[6],284,1000000,620000,0
182,22,[7],324,1000000,640000,0
183,23,[8],364,1000000,650000,0
184,24,[9],404,1000000,630000,0
185,25,[10],244,1000000,600000,0
186,26,[11],284,1000000,620000,0
187,27,[12],324,1000000,640000,0
188,28,[13],364,1000000,650000,0
189,29,[14],404,1000000,630000,0
190,30,[15],244,1000000,600000,0
191,31,[16],284,1000000,620000,0
192,32,[17],324,1000000,640000,0
193,33,[18],364,1000000,650000,0
194,34,[19],404,1000000,630000,0
195,35,[20],244,1000000,600000,0
196,36,[21],284,1000000,620000,0
197,37,[22],324,1000000,640000,0
198,38,[23],364,1000000,650000,0
199,39,[24],404,1000000,630000,0
